dish_id,fat_g,umami_score,sodium_mg,sugar_g,spice_count,protein_g,calorie_kcal,total_g,H_chem,H_chem_scaled
croquette,38.853,1.1627906976744187,1019.1,12.31935,1,38.354000000000006,840.01,473.0,-0.17242018867152867,2.7246728952105843
tinapayan,3.98,1.3888888888888888,1978.5,9.39525,1,26.369999999999997,399.59999999999997,360.0,-0.19130430889722422,2.6853119658349236
aloo_tikki,21.204,0.0,1191.8,6.672,6,5.97,384.12,281.0,0.35375818856342356,3.821407595997093
ohn_no_khao_sw,70.79999999999998,1.1,1213.7,20.694899999999997,4,49.788,1217.9399999999998,500.0,0.6308427028874231,4.398945965222046
buuz,23.666,2.380952380952381,1195.2,12.830699999999998,2,50.397999999999996,778.92,315.0,0.1442338776418696,3.3846876690901735
ch,60.725,0.0,42.5,54.63550000000001,1,9.355000000000002,936.9499999999999,425.0,-0.1390422832090488,2.7942438026139635
pannenkoek,39.95,1.7266187050359711,1342.0,26.177749999999996,0,36.335,915.65,417.0,-0.07960015925344396,2.918141406261509
siopao,12.745000000000001,1.5073529411764706,1372.0,29.62725,1,37.800000000000004,814.4,272.0,-0.09876025843170388,2.878205242883352
waakye,16.22,0.8510638297872342,804.0,13.03725,2,21.319999999999997,573.5,282.0,-0.2447661843387718,2.5738792340796053
oyaki,21.0,0.8097165991902834,800.5,26.49,0,29.04,755.7499999999999,247.0,-0.46887633309115595,2.1067574602302503
zosui,4.175,2.0833333333333335,593.0,5.4,2,16.92,252.04999999999998,240.0,-0.20651462572732315,2.6536084922615926
serabi,38.459999999999994,0.0,413.5,29.5445,0,5.79,582.95,256.0,-0.5495794868208996,1.9385446392788563
dorayaki,23.77,1.6857142857142855,35.0,60.737500000000004,0,47.54,1044.5,350.0,-0.22363801877481898,2.6179175171799436
kheer,22.59,1.3225806451612903,60.5,28.5015,0,13.005,481.1000000000001,310.0,-0.5052952934907827,2.03084796002096
jian_dui,36.33,0.0,24.0,49.2005,0,26.12,1038.0,240.0,-0.5097346954741186,2.0215947363680793
tortilla,1.7000000000000002,0.0,791.0,8.5725,0,8.2,268.0,152.0,-0.8578125973302088,1.2960820014118997
khao_poon,44.75999999999999,1.3085106382978722,1140.5,21.336000000000002,4,38.045,965.55,470.0,0.48408521516300446,4.0930534459713925
maja_blanca,111.66,0.0,63.0,101.6675,0,13.010000000000002,1552.8,630.0,0.3487493727933681,3.8109675203449274
kalguksu,19.585,1.3755020080321285,2067.0,24.65775,2,52.995000000000005,1065.75,498.0,0.19906025394384103,3.4989644847296377
kya_zan_hinga,9.081000000000003,3.0653950953678475,1130.2,14.23245,4,42.958,631.4199999999998,367.0,0.49999924433081305,4.126223695401599
singapore_hokkien_mee,21.355000000000004,2.1494252873563218,897.0,21.26775,2,54.56999999999999,989.9500000000002,435.0,0.08606210232909942,3.2634379040824735
blintz,54.662,2.779291553133515,715.2,24.019750000000002,1,41.397000000000006,952.0699999999999,367.0,0.22727273209092164,3.557768884753982
kaiserschmarrn,48.25,1.6113744075829384,1054.0,36.635999999999996,0,27.91,1001.4000000000001,422.0,-0.032020049890886915,3.0173145370149084
chataamari,24.6,1.8,800.8,4.62915,4,25.463,452.14,250.0,0.25472817735032427,3.6149953707600493
yorkshire_pudding,24.509999999999998,1.5789473684210527,800.5,7.7835,0,16.26,495.69999999999993,247.0,-0.4393160751847667,2.168371091676872
oladyi,27.740000000000002,1.3347921225382933,939.5,31.609500000000004,0,29.55,857.4499999999998,457.0,-0.27186959100355573,2.5173865162393128
terang_bulan,35.05,0.6122448979591837,24.5,30.2335,0,17.62,783.5,245.0,-0.5404471259989925,1.9575795853101265
krapfen,52.73,0.9792284866468843,986.5,37.65650000000001,0,23.55,1142.75,337.0,-0.11761367379830248,2.8389083128773183
thalassery_biryani,29.287999999999997,1.760722347629797,44.300000000000004,8.988,5,39.65699999999999,655.2999999999998,443.0,0.32562307088780845,3.7627644415069557
apam_balik,35.05,0.5882352941176471,25.5,38.2335,0,17.62,822.2,255.0,-0.490607594839702,2.0614621195574756
racuchy,29.91,1.2703583061889252,806.5,24.3615,0,20.26,743.55,307.0,-0.34398071306746836,2.3670824115823663
injeolmi,13.329999999999998,0.7272727272727273,22.0,24.508,0,20.439999999999998,508.1,220.0,-0.7032870533106298,1.6181657920358368
pancit,16.71,1.308641975308642,1178.5,15.399000000000001,1,23.900000000000002,652.0,405.0,-0.2411045968345405,2.5815112278094876
farinata,36.133,0.0,1177.1,9.24585,1,21.004,631.71,134.0,-0.37898125324152365,2.294129381553126
white_sugar_sponge_cake,43.08,1.024390243902439,41.0,94.271,0,26.580000000000002,1268.6,410.0,0.01705372086881185,3.1196009661407706
sorbet,0.30000000000000004,0.0,20.0,78.579,0,1.1600000000000001,399.40000000000003,200.0,-0.5513373226230588,1.9348807115959215
songpyeon,10.85,0.7111111111111111,22.5,29.5165,0,19.604999999999997,501.54999999999995,225.0,-0.6887012048452723,1.6485676611442441
cachapa,41.84,1.6786570743405276,1260.0,18.745250000000002,0,33.875,819.35,417.0,-0.14174017184767632,2.788620485091132
jujeh_kabab,29.806000000000004,2.6490066225165565,1969.7,1.3077,1,48.888,496.31999999999994,302.0,0.13967740476198462,3.3751904298709894
saimin,15.18,2.728571428571428,1617.5,12.55875,1,45.175000000000004,659.0999999999999,350.0,0.0615626756516904,3.212372766195799
ngo_hiang,45.459999999999994,3.0,30.0,0.7350000000000001,1,47.03000000000001,608.9,300.0,-0.0896558820825181,2.897181859755454
varenyky,17.95,0.09456264775413711,1324.0,22.968,0,19.73,863.4,423.0,-0.5304365363713787,1.9784450588737337
kesme,26.549999999999997,1.9183673469387754,2013.0,27.9105,0,62.60999999999999,1258.6,735.0,0.011016102445546539,3.107016515845227
kluai_khaek,36.01,0.0,26.5,46.577999999999996,0,9.440000000000001,732.4499999999999,265.0,-0.5289722957384565,1.9814970343670373
chui_chin,51.4,0.0,811.0,61.636,0,10.2,988.6,352.0,-0.16859563747628925,2.7326445606993786
buldak_ramen,31.29,1.391304347826087,1467.5,40.257749999999994,3,25.185000000000002,1210.6999999999998,345.0,0.43285442368044685,3.9862710520179636
gyoza,29.615,2.0526315789473686,588.0,6.524999999999999,2,22.060000000000002,535.55,190.0,-0.03702217801037751,3.006888400701109
kabab_koobideh,42.276,3.6231884057971016,1191.3,1.2699,2,51.657,621.9399999999999,276.0,0.40207690580781186,3.922120236789912
hiyayakko,7.254999999999999,3.4411764705882355,870.5,0.66975,1,12.885,125.95,170.0,-0.09829430804398978,2.879176441969366
chanpur,31.49,2.0520833333333335,901.5,3.07125,1,42.715,525.3000000000001,480.0,-0.15417647936646303,2.7626989904125026
ganmodoki,34.72,2.509090909090909,596.5,1.3034999999999999,0,20.085,412.65000000000003,275.0,-0.29660447913367505,2.4658305966005614
jeon,28.93,2.1172638436482085,806.5,6.917999999999999,1,32.474999999999994,574.25,307.0,-0.15312608818910015,2.764888362882857
laping,21.869999999999997,1.7272727272727273,1163.0,15.27525,3,31.535,739.6,220.0,0.19925962306295172,3.4993800377828497
mont_di,3.6100000000000003,1.8846153846153846,755.0,14.572500000000002,3,22.465,517.8000000000001,260.0,0.018941860425377488,3.1235364911665133
sate,63.97,2.419753086419753,1178.5,5.3805000000000005,3,72.595,931.8000000000001,405.0,0.5331226482890505,4.195264135109648
mee_siam,21.589999999999996,2.0380952380952384,1190.5,33.2895,2,46.38,998.9499999999999,525.0,0.20818772549096573,3.517989239849332
tteok,5.6,0.0,798.5,24.46,0,5.4,381.59999999999997,227.0,-0.7237554778521625,1.5755026336158828
taho,9.602000000000002,2.380952380952381,25.2,40.609,1,16.002,346.52,252.0,-0.1660295326755135,2.7379931958820993
tangyuan,18.36,0.12121212121212122,75.5,29.067750000000004,1,6.46,436.4,165.0,-0.56354116421436,1.9094437549759706
kupat_tahu,30.375000000000004,1.0609756097560976,894.5,17.508499999999998,2,28.375000000000007,649.95,410.0,-0.06692877923920844,2.9445528719729923
poffertjes,25.45,1.3684210526315788,146.5,24.2205,0,19.78,697.9499999999999,285.0,-0.49002622060838946,2.0626739011912516
crumpet,13.059999999999999,1.0970464135021099,858.5,16.310499999999998,0,14.05,528.25,237.0,-0.5288140208393425,1.9818269330889007
tahu_gejrot,29.915000000000003,2.625,886.5,13.08675,1,17.395000000000003,413.40000000000003,280.0,-0.001936293063037249,3.080019318265152
nan_gyi_thohk,32.85,1.5,348.0,28.55175,2,51.015,1278.6,500.0,-0.010648455541216762,3.0618602084991435
tofu_skin_roll,17.394999999999996,2.533333333333333,591.5,1.3185,2,24.42,285.15,225.0,-0.06957813382206542,2.9390307159296825
yong_tau_foo,31.465,3.193548387096774,900.0,2.1757500000000003,2,54.44500000000001,552.8499999999999,465.0,0.20446602345917056,3.5102319469979864
akara,31.403,0.0,799.1,14.8143,0,32.809999999999995,796.96,233.0,-0.6178484826138095,1.7962488325461905
bnh_t,0.6000000000000001,0.0,1960.0,8.46,0,5.4,260.0,205.0,-0.6312545395701066,1.7683060502107506
bnh_da_ln,35.53,0.96,25.0,41.393,0,25.45,717.4,250.0,-0.4024771796235481,2.2451558795903397
hot_and_sour_noodles,15.315000000000001,0.8333333333333333,874.5,20.641499999999997,2,14.635,757.4500000000002,210.0,-0.18854509906540298,2.6910630975808
dan_zai_noodles,18.965,2.472222222222222,608.0,12.2685,2,51.45,715.15,360.0,0.007207203799758121,3.0990774755931993
hot_dry_noodles,18.25,0.6206896551724138,1169.0,21.121499999999997,2,11.075,781.4499999999999,290.0,-0.1433220745905744,2.7853232617416612
bnh_chui,69.965,0.2773722627737226,578.5,94.2715,1,22.874999999999996,1382.15,685.0,0.3435901507137677,3.8002139467878084
chelow_kabab,39.646,2.6226415094339623,1334.7,9.957450000000003,2,46.39799999999999,822.5699999999999,530.0,0.30007072907193727,3.7095046703565524
corunda,26.7,0.8991825613079019,901.0,12.813749999999999,1,13.945,608.45,367.0,-0.31840810656427776,2.420384421233524
phirni,21.84,1.4457831325301205,41.5,37.22075,0,16.259999999999998,544.9499999999999,415.0,-0.43432122226701286,2.1787820639958264
chongqing_noodles,29.694999999999997,1.5064935064935066,1178.5,25.592249999999996,4,52.395,1177.2,385.0,0.45469492176375514,4.031794078365604
lanzhou_beef_noodle_soup,19.801,1.5706806282722514,1977.7,19.110450000000004,4,48.272999999999996,902.5699999999999,382.0,0.5171162992688012,4.16190145970733
bnh_cun,26.0,2.1818181818181817,1498.5,13.919,2,37.97500000000001,587.85,385.0,0.19365623775360086,3.4877006769871124
tteokguk,23.778,2.624521072796935,2043.3,4.74405,1,31.451999999999998,478.28999999999996,261.0,0.1334793996572372,3.3622716791808727
gyeranjjim,15.922,2.805755395683453,1358.7,0.5262,0,13.708000000000002,211.96,139.0,-0.2222335778002699,2.6208448498462698
wotou,2.9000000000000004,0.0,26.0,19.4225,0,11.4,392.7,260.0,-0.9304802938743023,1.1446178062373717
okinawa_soba,13.274000000000001,2.318007662835249,2043.3,16.1608,2,39.229000000000006,635.7500000000001,261.0,0.25728636653852216,3.6203275071139167
luosifen,19.476000000000003,1.2745098039215688,889.2,21.28845,4,33.783,890.62,357.0,0.2603240264308189,3.6266590234916443
ulmyeon,12.115000000000002,2.5340909090909087,897.5,17.695500000000006,1,33.135,715.65,440.0,-0.10205666890219478,2.871334402294992
khinkali,21.231,1.7499999999999998,1246.7,12.44445,2,31.858,664.1700000000001,240.0,0.027550531345402952,3.1414798893260087
tensoba,21.853,2.111111111111111,2472.0,28.8553,3,45.137,1079.0300000000002,360.0,0.6189857040649747,4.374231946899782
seon,20.738,1.878698224852071,1663.1,1.7646,3,30.028999999999996,357.55999999999995,338.0,0.2273355599720425,3.557899839427118
urap,20.654999999999998,0.0,796.0,3.08175,2,5.710000000000001,267.95,202.0,-0.430061165147373,2.187661471954385
janchi_guksu,12.35,1.5159574468085106,2036.0,12.45525,2,17.935000000000002,522.9000000000001,188.0,0.0871137364223896,3.2656298672123576
beef_chow_fun,33.665,1.6516853932584268,898.0,26.418750000000003,2,41.605000000000004,1204.2500000000002,445.0,0.1168180711453295,3.32754380374776
zhajiangmian,44.03999999999999,1.902912621359223,1189.5,28.824749999999998,2,80.67999999999999,1511.8000000000002,515.0,0.3032122308535302,3.716052628550048
naengmyeon,18.788,1.5151515151515151,1978.8,27.168049999999997,0,32.787,877.5900000000001,363.0,-0.12138221778852545,2.8310533854528255
bnh_bao,17.764999999999997,1.7945205479452053,321.0,25.9475,0,44.614999999999995,873.85,365.0,-0.4210623976491526,2.206417964061626
da_bao,17.725,1.818181818181818,1763.5,21.6745,2,44.080000000000005,847.2,308.0,0.1818096421379644,3.4630083424861597
bakpau,12.755,1.4487632508833923,1761.0,29.76675,1,37.910000000000004,818.4,283.0,-0.02975347495059235,3.022038850092951
longevity_peach,11.5,0.0,18.0,33.167500000000004,0,15.0,711.8,180.0,-0.7828555335815965,1.4523180164951677
hoppang,1.0,0.0,400.0,27.445,0,10.0,441.4,121.0,-0.8140790096626972,1.387237672682351
sustyle_noodles,23.191,1.96,2054.7,20.203200000000002,3,46.202999999999996,956.57,375.0,0.4600055212169508,4.042863173855435
tahu_campur,55.629999999999995,2.196428571428571,1194.0,13.8195,1,50.16,1077.2,560.0,0.16114229747402786,3.419930566874843
curry_mee,76.325,1.2903225806451613,1225.7,29.513399999999997,4,54.14800000000002,1473.79,620.0,0.7617174894902485,4.671733533346032
lard_na,26.97,2.1785714285714284,1923.0,30.906999999999996,1,48.809999999999995,1193.4499999999998,560.0,0.22970035460655516,3.562828875754177
khao_piak_sen,21.981000000000005,1.7204301075268817,1210.2,26.539200000000005,3,59.10300000000001,1172.3700000000001,465.0,0.28398551467917327,3.6759776126943984
uir,0.6000000000000001,0.0,18.5,39.19325,0,9.26,390.05,185.0,-0.8143311703046374,1.3867120841402265
treacle_sponge_pudding,67.75,0.9113924050632912,482.0,81.75474999999999,0,17.965,1457.1499999999999,395.0,0.16515602485816344,3.4282965398834846
tokwat_baboy,21.996000000000002,2.970822281167109,1748.7,6.8062,3,43.488,462.96999999999997,377.0,0.47420779779251027,4.072465548685878
tallarn_saltado,40.515,2.3375,893.5,20.314500000000002,1,33.235,1062.85,400.0,0.06876751256203792,3.227390096810199
karukan,0.6000000000000001,0.0,28.0,72.46000000000001,0,5.4,569.6,280.0,-0.5888686946371349,1.856652567231135
sopa_de_fideo,15.706000000000001,2.980132450331126,2114.7,11.2467,2,5.188000000000001,457.02,302.0,0.36834542422748384,3.851812356499408
germkndel,25.8,0.3,197.0,33.172,0,15.27,838.5,200.0,-0.6008504250084543,1.8316785659376043
kraft_dinner,23.400000000000002,1.9874213836477987,651.6,6.7887,0,16.386,457.58000000000004,159.0,-0.4130935496384313,2.2230277536629743
bnh_canh,9.121000000000002,1.8824940047961631,3074.7,25.672950000000004,3,47.797999999999995,974.8199999999999,417.0,0.5951139942504047,4.324475184452939
har_gow,7.0249999999999995,2.9696969696969697,1361.3,7.2462,2,26.092000000000002,355.57000000000005,165.0,0.13108490576302,3.3572807394953434
meeshay,14.920000000000003,2.2839506172839505,1623.0,21.03975,4,35.93,860.6,405.0,0.549084676635976,4.2285344311545074
mee_bandung_muar,36.364999999999995,2.6428571428571432,1194.0,21.260249999999996,2,70.05,1182.7499999999998,560.0,0.32956900975380093,3.7709891201877057
jjim,40.25,3.5277777777777777,1743.0,14.120249999999999,2,55.230000000000004,717.6499999999999,360.0,0.5693682348732269,4.270812265320019
chocolate_pudding,68.025,1.434782608695652,134.5,78.68025,1,21.96,1067.5,460.0,0.33559440922011874,3.783548102021086
bihun_goreng,32.015,2.1645569620253164,893.0,13.989,1,42.855000000000004,836.55,395.0,-0.05973295900155382,2.959551408774769
pisang_goreng,51.4,0.0,811.0,61.636,0,10.2,988.6,352.0,-0.16859563747628925,2.7326445606993786
cotoletta_alla_milanese,30.533,1.3725490196078431,1115.1,4.9258500000000005,1,11.594,447.21,153.0,-0.22184013128192065,2.6216649262086715
abura_soba,17.551,1.4373088685015292,1739.7,26.034450000000003,2,22.497999999999998,969.77,327.0,0.1397938927318074,3.3754332304197314
thenthuk,37.489999999999995,1.3157894736842104,1977.5,15.9285,2,39.459999999999994,927.1999999999999,380.0,0.2305729807577081,3.564647725448861
moin_moin,8.606,0.9771986970684039,1970.2,16.5492,2,47.708,697.42,307.0,-0.015828268783984335,3.051063715954563
mantau,2.0,0.0,1185.0,30.889999999999997,0,20.0,766.7,213.0,-0.6267877658940667,1.7776163257808262
steamed_meatball,24.994000000000003,4.354838709677419,587.5999999999999,0.44325000000000003,3,35.281000000000006,387.91999999999996,186.0,0.4558777971990824,4.034259593089811
mandarin_roll,6.5,0.0,17.0,29.1675,0,15.0,648.25,170.0,-0.8429961028687254,1.3269646152230408
gaobuli,2.0,0.0,1185.0,30.889999999999997,0,20.0,766.7,213.0,-0.6267877658940667,1.7776163257808262
persimmon_pudding,31.770000000000003,0.5686274509803921,228.0,77.07599999999998,0,17.94,998.4,510.0,-0.2139988363053301,2.638008851903835
biangbiang_noodles,17.37,0.6844106463878327,2330.0,23.918999999999997,2,22.3,902.0,263.0,0.11358039273659086,3.320795380751911
bistek,45.311,3.324607329842932,1745.2,2.86845,2,55.998000000000005,721.87,382.0,0.49277876008123955,4.111173750410314
jeungpyeon,0.6000000000000001,0.0,798.0,24.46,0,5.4,337.4,222.0,-0.756915287362175,1.50638631235576
sanna,10.989999999999998,0.19801980198019803,796.0,9.534,0,18.39,424.0,202.0,-0.754927147007425,1.51053027305697
sticky_toffee_pudding,109.235,1.2233009708737863,523.5,108.45899999999999,1,21.105000000000004,1857.6499999999999,515.0,0.8499415295078107,4.855622439308492
eomandu,10.211,3.612244897959184,2041.7,1.7622,3,32.373,265.07,245.0,0.531307658906516,4.191481079926261
steak_and_kidney_pudding,74.596,2.857142857142857,1497.2,12.0627,1,62.638,1261.52,385.0,0.4490137378116036,4.019952558737568
krupuk,16.56,0.9375,1955.5,11.950499999999998,1,17.87,541.1999999999999,160.0,-0.17306542524066637,2.723328002744063
mandu,18.218000000000004,1.7953020134228188,1659.1,13.133099999999999,3,33.409,662.0600000000001,298.0,0.27195088505535525,3.6508933513666837
dampfnudel,34.55,1.025,217.0,39.666999999999994,0,29.87,1153.0,400.0,-0.3708672013463435,2.3110418254361114
christmas_pudding,66.255,0.684931506849315,331.5,77.12174999999996,1,23.505,1324.3999999999999,365.0,0.2242156726767904,3.5513969331746282
manti,25.82,1.870748299319728,893.7,12.6,3,37.867,732.66,294.0,0.17798931211419355,3.4550454753544018
korokke,33.423,1.2276785714285716,967.6,10.43985,1,36.45400000000001,732.91,448.0,-0.22014788967054738,2.625192133288257
crouton,25.508000000000003,0.22556390977443608,1367.6,7.69635,2,9.559,470.91,133.0,-0.2135331539288523,2.6389794923632777
liangpi,24.645,1.1846153846153846,1459.0,18.2175,2,30.395,841.6500000000001,325.0,0.034456307120522854,3.1558738748185804
mandelbrot,123.42,0.5263157894736842,57.0,119.968,0,50.800000000000004,2404.1,570.0,0.6386408330376911,4.415199920738028
detroitstyle_pizza,51.0,2.854122621564482,2236.0,28.464999999999996,0,54.9,1358.9499999999998,473.0,0.3818046114637147,3.8798658804087833
bibim_guksu,18.088,0.8558558558558558,888.8,26.397049999999997,1,23.572000000000003,798.7900000000001,333.0,-0.2939551089232972,2.47135278521694
fat_rascal,89.63000000000001,0.9240246406570842,1414.5,83.457,0,28.959999999999997,1840.15,487.0,0.5105601954317553,4.148236309463353
taro_cake,11.671,0.9004237288135593,2840.2,16.202099999999998,1,21.334999999999997,623.8699999999999,472.0,-0.005649342133584641,3.072280061128073
cabinet_pudding,33.695,1.6202531645569622,549.5,39.165499999999994,1,24.935,747.2499999999999,395.0,-0.04181405148587874,2.996900506576729
hotteok,27.77,0.5106382978723404,23.5,37.7855,0,19.78,777.95,235.0,-0.5554760570676829,1.926254181356096
aparon,12.98,0.0,9.5,29.898,0,5.895,415.15,95.0,-0.7967470389836173,1.423363394489185
andong_jjimdak,27.575,2.148148148148148,2330.0,22.00675,2,55.37500000000001,709.5999999999999,540.0,0.41949990418103794,3.9584356912714846
aachener_printen,65.474,0.27713625866050806,397.3,116.83155000000001,1,27.303999999999995,1773.9000000000003,433.0,0.4290995249328087,3.978444565920008
patrode,21.08,0.0,1183.2,21.9114,2,16.118,559.99,195.0,-0.22301314664062347,2.619219963237739
figgy_pudding,58.095000000000006,0.647887323943662,271.5,67.8105,1,21.555,1181.65,355.0,0.08928985116043778,3.270165630461794
jjamppong,19.290000000000003,1.8333333333333333,1192.0,18.779999999999998,2,52.80000000000001,894.1,540.0,0.06062231225645694,3.2104127290458093
crempog,35.4,1.408839779005525,991.0,14.884500000000001,0,23.52,816.6999999999999,362.0,-0.3105690077173874,2.4367237694474495
custard,12.875000000000002,1.9384615384615387,32.5,25.878,1,14.225000000000001,336.55,325.0,-0.31788495362392044,2.4214748498948526
murtabak,43.573,1.9830028328611897,811.1,12.95385,2,45.144000000000005,930.51,353.0,0.1312855041889384,3.357698854842051
bnh_xo,32.74,1.9877675840978593,32.7,6.282900000000001,1,47.227999999999994,643.44,327.0,-0.3097157758776213,2.4385021948008534
bath_oliver,25.96,0.6578947368421053,968.0,11.593499999999999,0,10.93,591.3000000000001,152.0,-0.5286395058240198,1.982190681736495
acbadem_kurabiyesi,79.05,0.5,30.0,84.93499999999999,0,38.099999999999994,1327.0,300.0,0.0999095086708939,3.2923006086480693
barquillo,39.339999999999996,1.04,261.0,51.514,0,17.919999999999998,930.0999999999999,250.0,-0.24817829332707203,2.566767238429006
bindaetteok,55.629999999999995,2.220447284345048,2048.5,6.37575,1,50.595000000000006,868.1000000000001,313.0,0.28671844544298664,3.6816739699245677
animal_cracker,25.965,0.5494505494505495,971.0,31.691,1,10.935,690.6,182.0,-0.24240587478767406,2.5787989219673704
steamed_cheeseburger,29.653,3.5361216730038025,1224.1,4.2333,0,43.865,568.41,263.0,-0.008154304225961594,3.067058868145378
baci_di_dama,64.28,0.7826086956521738,377.0,52.226,0,13.339999999999998,1068.6,230.0,-0.09940396751189565,2.87686353422332
lucky_tattie,24.802,0.32967032967032966,195.2,85.76599999999999,1,5.271999999999999,785.12,182.0,-0.08012022594447628,2.917057410393462
berger_cookies,17.678,0.6,17.3,14.370100000000003,1,3.435,247.48,55.0,-0.5963007342614003,1.8411616688852446
bizcochito,49.80200000000001,0.5172413793103449,377.2,53.782000000000004,1,12.542,1061.52,232.0,-0.06103382302954761,2.9568399656934266
chow_mein_sandwich,16.628,2.116935483870968,1953.1,7.83435,1,26.808999999999997,472.76,248.0,0.0017280512059312954,3.0876570580303713
johnnycake,2.4000000000000004,0.0,1960.0,5.7,0,6.4,172.0,205.0,-0.6379006212888991,1.7544533554581343
bannock,30.26,0.8450704225352113,2152.0,23.758499999999998,0,24.23,1016.3000000000001,355.0,-0.14872654383306536,2.7740585096841537
fideu,21.309999999999995,3.306666666666667,37.5,10.26,1,53.98,672.7,375.0,-0.1311702944100311,2.81065170467458
chicken_riggies,49.995999999999995,2.8235294117647056,1562.7,14.1837,2,53.068,1032.82,510.0,0.47714680926046116,4.0785914481951835
hash_browns,20.283,0.0,1191.1,5.89335,1,4.654,353.31,274.0,-0.5034995097378481,2.0345909841400847
cotoletta_alla_bolognese,55.978,3.7643678160919536,1497.1,6.644850000000001,1,69.324,978.21,348.0,0.4452380142049637,4.012082666550548
paximathia,20.05,0.0,1967.5,34.056999999999995,0,30.480000000000004,1073.0,280.0,-0.3291335925655129,2.3980288604783127
butter_cookie,84.97999999999999,0.8088235294117647,624.0,65.30625,1,19.055,1533.5,340.0,0.3485888290202585,3.8106328925179733
potato_pancake,25.633,0.3311258278145695,821.1,11.929350000000001,1,15.954,611.01,453.0,-0.44496450470289634,2.156597843429703
new_yorkstyle_cheesecake,307.855,3.0978723404255324,3185.5,139.308,1,145.98499999999999,4449.95,1175.0,3.2265249897677073,9.809230688813662
broas,38.835,1.4285714285714284,326.5,52.0705,1,23.555,963.85,315.0,0.0012358161502923834,3.0866310727565183
boortsog,48.230000000000004,0.8753315649867375,990.5,39.37899999999999,0,28.55,1261.2,377.0,-0.15282623208214424,2.7655133649961505
kripik,21.66,1.0,795.8,7.672000000000001,1,10.23,346.91,200.0,-0.39008757593663673,2.2709800275985366
kabab_barg,62.568999999999996,2.8350515463917523,1978.3,2.09205,1,57.122,842.53,388.0,0.3952399567337542,3.907869709551539
pisang_molen,50.96,0.0,801.0,44.755,0,7.32,844.6,252.0,-0.2869537102330336,2.485946081387726
carrot_cake_cookie,74.33,0.6923076923076923,393.0,69.28399999999999,0,22.12,1365.6000000000001,390.0,0.06938496088990334,3.2286770691306335
biscocho,47.449999999999996,0.8115183246073299,1109.0,55.361,0,26.21,1320.8,382.0,-0.037758495835063036,3.0053536639196703
coyotas,83.0,0.5235602094240838,1404.0,86.905,0,20.9,1754.6,382.0,0.4190351283322931,3.9574669403241645
alfajor,74.305,0.36923076923076925,386.5,89.91499999999999,1,21.385,1445.55,325.0,0.3202506912917115,3.7515665751867937
charcoal_biscuit,46.45,1.0869565217391304,318.0,35.505,0,16.75,910.1,230.0,-0.2892499809913355,2.4811598721248806
cuchufl,55.87500000000001,1.044776119402985,387.5,75.89199999999998,1,18.165,1202.25,335.0,0.22033628191245733,3.5433109633719297
chocolate_chip_cookie,139.505,0.625,1328.5,149.09675000000001,1,30.47,2326.3,512.0,1.3819988091337645,5.964610772197161
dubukimchi,35.303,2.3022312373225153,902.8,6.5847999999999995,1,47.222,579.2900000000001,493.0,-0.06214742593679876,2.954518838478551
bing,11.5,0.0,792.0,17.1675,0,15.0,634.4,162.0,-0.735056048089706,1.5519484017158232
shumai,21.138,3.245614035087719,1367.6,6.560849999999999,3,39.494,533.16,228.0,0.4375858708836259,3.996132997238774
digestive_biscuit,35.47,0.418848167539267,643.0,30.4255,0,15.43,844.8999999999999,191.0,-0.44546590762771493,2.1555527491983244
flour_kurabiye,133.005,0.45977011494252873,633.5,87.0025,1,20.904999999999998,2199.15,435.0,0.7539067821203501,4.655453362626604
jiaozi,18.158,1.8992248062015504,1370.6,12.430349999999999,3,32.494,639.96,258.0,0.22677890364689562,3.5567395783167908
dutch_letter,76.775,0.709090909090909,381.5,45.107749999999996,0,24.29,1274.25,275.0,-0.07634230136727041,2.924931890151732
seekh_kebab,43.31699999999999,3.225806451612903,1970.5,2.4504,6,53.736999999999995,667.62,310.0,1.1816708431990985,5.547059156083484
florentine_biscuit,99.32000000000001,0.4,320.0,80.95949999999999,0,17.38,1338.9,250.0,0.24824402272731474,3.601480187149332
rosquillo,87.95,0.813953488372093,633.0,86.9575,0,27.2,1826.1,430.0,0.34725260945007586,3.80784775646166
empire_biscuit,49.6,0.6,374.0,43.454,0,10.54,949.0,200.0,-0.28736777766807575,2.485083024021396
buchimgae,21.93,1.3937282229965158,804.5,12.209999999999999,0,29.150000000000002,638.7,287.0,-0.4576240956739591,2.130210950093855
neer_dosa,18.6,0.0,788.5,4.302,0,3.4800000000000004,288.7,127.0,-0.7752714742608233,1.468125775593184
galletas_de_patatas,71.45,0.5816135084427767,1689.0,62.332,0,26.02,1538.6,533.0,0.24469313125976208,3.5940789216095794
gazelle_ankles,63.045,0.3404255319148936,259.5,37.50149999999999,1,23.084999999999997,1116.85,235.0,-0.1368543284834816,2.79880424442438
jammie_dodgers,49.6,0.6,374.0,43.454,0,10.54,949.0,200.0,-0.28736777766807575,2.485083024021396
momo,15.817999999999998,1.7064846416382253,805.1,9.94335,3,34.55400000000001,559.96,293.0,0.04802359537757508,3.1841527180224287
palatschinke,21.66,1.7004048582995952,889.0,7.78575,0,16.395000000000003,470.65,247.0,-0.41953334136509424,2.2096050374168534
ballokume,87.39,1.0,625.0,67.4875,0,11.040000000000001,1201.3,350.0,0.2430447192585369,3.590643070344773
