dish_id,name,primary_cuisine,primary_coarse,description
bichon_au_citron,Bichon au citron,French,pastry,The dish is a pastry that it is made of puff pastry. A major distinguishing feature is that it is filled with lemon curd. The outer layer of sugar is sometimes partially caramelized.
birnbrot,Birnbrot,Swiss,bread,"The dish is a bread with a filling of dried pears. Besides dried pears the filling also contains raisins, walnuts and other dried fruit such as apples or figs. The filling is additionally flavored with candied fruit, coriander, cinnamon, star anise, anise, clove and some sort of alcohol."
bizcocho,Bizcocho,Spanish,pastry,"The dish is the name given range of pastries, cakes or cookies."
bossche_bol,Bossche bol,Dutch,pastry,"The dish is effectively a large filled choux pastry, about 12 cm in diameter, filled with whipped cream and coated entirely or almost entirely with (usually dark) chocolate fondant icing."
bougatsa,Bougatsa,Greek,pastry,"The dish is a breakfast food (sweet or savoury), or mid-morning snack, or midday snack. It has several versions with their own filling, with the most popular the cream that has semolina custard filling used as a sweet food and dessert. "
boyoz,Boyoz,Turkish,pastry,"The dish is a pastry. The most widely preferred is plain, without addition of meat or cheese or spinach stuffings."
cheesymite_scroll,Cheesymite scroll,Australian,roll,"The dish is a savoury baked food. It consists of a spiral of baked bread similar to a pain aux raisins with a thick, dark brown food spread and cheese in place of raisins."
chouquette,Chouquette,French,pastry,"The dish are small pieces of pastry consisting of small spheres of choux pastry, sugared and baked. The dish was known in the 16th century, and was originally applied to small savoury spheres. Since the late 17th century it have been sweet. "
conversation_tart,Conversation tart,French,dessert,The dish is a type of tart made with puff pastry that is filled with sweet almond custard cream and topped with royal icing.
crpes_suzette,Crêpes Suzette,French,dessert,"The dish is a dessert consisting of crepes with a sauce of caramelized sugar and butter, tangerine or orange juice, zest, and orange liqueur on top."
crocetta_di_caltanissetta,Crocetta di Caltanissetta,Italian,pastry,"The dish is a traditional sweet pastry. It is made by almonds, sugar, sweet lemon purée, oranges or other fruit typical of the area, pistachio and icing sugar. "
flaugnarde,Flaugnarde,French,pancake,"The dish is a baked dessert with fruit arranged in a buttered dish and covered with a thick flan-like batter. It is made with apples, peaches, pears, plums, prunes or other fruits. Resembling a sweet batter pudding or large pancake, the dish is dusted with confectioner's sugar and can be served either warm or cold."
flies_graveyard,Flies' graveyard,British,pastry,"The dish is nicknames of pastry, for sweet pastries filled with currants or raisins, which are jokingly said to resemble dead flies."
gibanica,Gibanica,Yugoslavian,pastry,"The dish is usually made with cottage cheese and eggs. Recipes can range from sweet to savoury, and from simple to festive and elaborate multi-layered cakes."
gustavus_adolphus_pastry,Gustavus Adolphus pastry,Swedish,pastry,"The dish is a pastry. Recipes for the pastry vary locally but most versions have a portrait of the king on the top, usually made of chocolate or marzipan."
hwangnamppang,Hwangnam-ppang,Korean,pastry,"The dish is a small pastry with a filling of red bean paste. It is made from a mixture of eggs and wheat flour, with the red bean filling being almost 70% of the pastry. A chrysanthemum would be traditionally imprinted on the top."
haddekuche,Haddekuche,German,pastry,The dish is a traditional pastry that resembles with a diamond-themed pattern imprinted on the pastry itself.
heong_peng,Heong Peng,Malaysian,pastry,"These pastries, which resemble slightly flattened balls, contain a sweet sticky filling made from malt and shallots, which is covered by a flaky baked crust and garnished with sesame seeds on the surface."
joulutorttu,Joulutorttu,Finnish,pastry,The dish is a pastry. It is traditionally made from puff pastry in the shape of a star or pinwheel and filled with prune jam and often dusted with icing sugar. The pastries can be in other shapes and apple used in place of the prune jam.
karakudamono,Karakudamono,Japanese,pastry,The dish is a term used to refer to various pastry desserts originating from another country.
kok,Kok,Greek,pastry,"The dish is a profiterole consisting of pastry cream, chocolate glaze and syrup. It is sometimes additionally topped with nuts or flakes of various kinds."
kringlea,Kringlea,Danish,pastry,"The dish is a pastry, a variety of pretzel. It denotes the pretzel-like knotted shape rather than the pretzel pastry type. It may be made from puff pastry (like Danish pastry) or yeast dough, filled with remonce or marzipan and raisins, sprinkled with coarse sugar, nut flakes or icing. "
krotule,Kroštule,Croatian,pastry,The dish is a traditional pastry. It is made from deep frying dough.
kiukai,Kūčiukai,Lithuanian,pastry,"The dish is small, slightly sweet pastries made from leavened dough and poppy seeds. They vary in sweetness and are usually eaten dry but can be served soaked in poppy milk or with cranberry pudding. "
ladys_navel,Lady's navel,Turkish,pastry,"The dish is a type of sweet pastry. They are made from balls of choux pastry which are given a dimple, deep-fried and then soaked in syrup."
leipziger_lerche,Leipziger Lerche,German,pastry,"The dish is a pastry. The dish used the actual songbird lark, which was roasted with herbs and eggs and served as a filling in a pastry crust. Today's version consists of a shortcrust filled with a mixture of crushed almonds, nuts and a cherry. The cherry symbolises the heart of the bird. It is topped with a grid of two crossed dough strips."
lektuphng,Le̍k-tāu-phòng,Taiwanese,pastry,"It is a traditional mooncake. The filling is made of sweet green gram paste stuffed with lard and shallots and baked, and sometimes a little pork is added. In recent years, due to the emphasis on health, many operators have also introduced versions that do not contain pork, lard and other ingredients, and are purely filled with mung bean puree."
makroudh,Makroudh,Maghrebi,cookies,"The dish is a cookie. It is filled with dates and nuts or almond paste, that has a diamond shape – the name derives from this characteristic shape. The dough is made with a combination of semolina and flour, which gives the pastry a very specific texture and flavor."
naiyou_subing,Naiyou subing,Taiwanese,pastry,"The dish is a buttery flaky pastry made into a thin circle. The dough has many layers, of which each is very thin and crisp. The filling is composed of butter and maltose."
oxtongue_pastry,Ox-tongue pastry,Cantonese,doughnut,"The dish is a pastry. It is a fried dough food that is elliptical in shape and resembles an ox tongue or a horse ear. The pastry texture is chewy, with a soft interior and a crunchy crust. It is lightly sweetened, and eaten as part of breakfast with soy milk."
pain_aux_raisins,Pain aux raisins,French,pastry,The dish is a spiral pastry often eaten for breakfast. It is typically made with a leavened butter pastry with raisins added and shaped in a spiral with custard filling.
paper_wrapped_cake,Paper wrapped cake,Chinese,cake,"The dish is a type of cake. In essence, it is a chiffon cake baked in a paper cup. Traditionally prepared wrapped cakes are usually steamed in a wok pan. The cakes are typically prepared by separating the egg yolks and whites, and whisking them separately as well."
pastizz,Pastizz,Maltese,pastry,"The dish is a traditional savoury pastry. It is usually have a filling either of cheese or curried peas. They are usually diamond-shaped or round. The pastry is folded in different ways according to the filling, as a means of identification. Traditionally, the cheese one are folded down the middle, whereas pea one are folded down the side."
plcint,Plăcintă,Romanian,pastry,"This dish is a and traditional pastry resembling a thin, small round or square-shaped cake, usually filled with apples or a soft cheese such. "
prekmurska_gibanica,Prekmurska gibanica,Slovenian,pastry,"The dish is a type of layered pastry. It contains poppy seeds, walnuts, apples, raisins and quark fillings."
punschroll,Punsch-roll,Swedish,pastry,"The dish is a small cylindrical pastry covered with green marzipan with the ends dipped in chocolate, with an interior consisting of a mix of crushed biscuits, butter, and cocoa, flavoured with punsch liqueur. "
punschkrapfen,Punschkrapfen,Austrian,cake,"The dish is a nougat and jam filled sponge cake soaked with rum. It is a cake consisting of either sponge cake or cake crumbs, nougat chocolate and apricot jam. The Cake layers are soaked with rum."
roze_koek,Roze koek,Dutch,pastry,"The dish is a pastry. It consists of a round, flat, dense cake with a layer of pink fondant icing, similar to black and white cookies. On occasion the cakes are sold in alternative varieties, with the pink icing replaced by a different colour."
runeberg_torte,Runeberg torte,Finnish,pastry,The dish is a torte flavored with almonds and arrack or rum and weighing about 100 grams. It usually has raspberry jam encircled by a ring of icing on top.
xuixo,Xuixo,Spanish,pastry,"The dish is a deep-fried, sugar-coated cylindrical pastry filled with crema catalana. Commonly eaten for breakfast or tea."
schaumrolle,Schaumrolle,Austrian,pastry,"The dish is a confection. They consist of a cone or tube of puff pastry filled with whipped cream or meringue. They are about 3 inches (7.6 cm) wide. The pastries are made by wrapping thin pastry strips around a cone shaped metal tube. After baking, they are filled with the ""foam"", which is usually sweetened whipped cream or meringue. The pastry tubes are often rolled in coarse sugar or powdered sugar before baking, for extra sweetness and a crunchy texture."
schneeball,Schneeball,German,pastry,"The dish is a deep-fried pastry made from shortcrust pastry. Its name derives from its round, ball-like shape, its diameter of about eight to ten centimeters, and its traditional decoration with white confectioner's sugar."
schuxen,Schuxen,German,pastry,"The dish is an elongate fried dough pastry made from rye flour and yeast. Nowadays they are rare, and few bakers produce them."
sfiniori,Sfințișori,Romanian,pastry,"The dish is traditional pastry. Shape the dough into large shapes of the figure 8, bake and coat with honey and walnuts."
stutenkerl,Stutenkerl,German,pastry,"The dish is a pastry made of sweet leavened dough, in the form of a man. The pastry often features raisins in the place of eyes and a clay pipe."
sufganiyah,Sufganiyah,Israeli,doughnut,"The dish is a round jelly doughnut. The doughnut is deep-fried, injected with jam or custard, and then topped with powdered sugar."
suncake,Suncake,Taichung,dessert,"The dish is a popular dessert. The typical fillings consist of maltose (condensed malt sugar), and they are usually sold in special gift boxes as souvenirs for visitors. They are round, and they may vary in size. They are characterized by flaky crusts. Most people eat them with tea, and some people dissolve them in hot water to make a porridge-like dessert."
taro_pastry,Taro pastry,Taichung,pastry,The dish is a shortbread snack with a spherical shape and made with taro as sweet filling. The main method of making it is to wrap the pastry made with flour and butter with the filling made of taro puree and place it in the oven.
roscn,Roscón,Spanish,dessert,The dish is a sweet bread-based ring-shaped dessert.
tortita_negra,Tortita negra,Argentinian,pastry,"The dish is a pastry which is flat at its base and round on the sides. Traditionally they have dark brown sugar on the top.They are usually the perfect accompaniment to mate in the morning or in the afternoon during ""tea time"". They are a popular food at children's parties"
yau_gok,Yau gok,Chinese,pastry,A dumpling which its wrap is first made of glutinous rice dough. A crescent shape is formed to hold the fried ingredients used as filling. A batch of the pastries are either baked or deep fried in a wok.
killie_pie,Killie pie,Scottish,pastry,A steak and gravy pie.
blackberry_pie,Blackberry pie,American,pastry,"A pie composed of blackberry filling, usually in the form of either blackberry jam, actual blackberries themselves, or some combination thereof."
buko_pie,Buko pie,Filipino,pastry,"A pie made with young coconuts, and uses sweetened condensed milk, which makes it denser than cream-based custard pies."
bndner_nusstorte,Bündner Nusstorte,Swiss,pastry,"A traditional sweet, caramelised nut-filled pastry (generally walnut)."
chicken_and_mushroom_pie,Chicken and mushroom pie,English,pastry,"The outside is usually a full top and bottom crust, with the filling made up of small pieces of chicken and sliced mushrooms in a creamy sauce. The top crust is typically puff pastry. Variations on the theme can use nutmeg or spring onion as part of the creamy filling. "
chicken_pastel,Chicken pastel,Filipino,pastry,"A traditional stew or pie made with chicken, sausages, mushrooms, peas, carrots, potatoes, soy sauce, and various spices in a creamy sauce."
fleischkuekle,Fleischkuekle,Ukrainian,pastry,A deep fried turnover which has typically ground or minced meat and onions as a filling.
grape_hull_pie,Grape hull pie,American,pastry,"The pie is prepared by simmering the skins of muscadine grapes together with sugar, grape pulp and lemon juice. Seeds are removed from the mixture by straining or picking them out. The filling is then poured into a double pie crust and baked."
homity_pie,Homity pie,English,pastry,"Open vegetable pie which case contains a filling of potatoes and an onion and leek mixture, which is then covered with cheese."
jamaican_patty,Jamaican patty,Jamaican,pastry,"A semicircular pastry that contains various fillings and spices baked inside a flaky shell, often tinted golden yellow with an egg yolk mixture or turmeric."
manchester_tart,Manchester tart,English,pastry,"A shortcrust pastry shell spread with raspberry jam, covered with a custard filling and topped with flakes of coconut and a Maraschino cherry."
melton_mowbray_pork_pie,Melton Mowbray pork pie,English,pastry,"The uncured meat of this pie is grey in colour when cooked and the meat is chopped, rather than minced. As the pies are baked free-standing, the sides bow outwards, rather than being vertical as with mould-baked pies."
moravian_chicken_pie,Moravian chicken pie,American,pastry,"A savory meat pie which is a double crusted pie made with flaky shortcrust pastry filled with only chunks of poached chicken meat and a thick broth-based sauce. Unlike chicken pot pies, Vegetable are never included in the filling. The pie is served in slices with hot chicken gravy on top, and extra gravy on the side."
pie_la_mode,Pie à la Mode,American,pastry,A pie served with ice cream.
rhubarb_pie,Rhubarb pie,English,pastry,A pie with a rhubarb filling.
soparnik,Soparnik,Croatian,pastry,"It is a savoury pie made from common ingredients from the region: Chard with onions and parsley between two layers of simplest dough. Among the numerous local variations there are also sweet ones, for example with nuts, dried fruits or caramel."
speraui,Speķrauši,Latvian,pastry,Oblong or crescent-shaped baked bread rolls or pastries filled with finely chopped fatty bacon cubes and onions.
stargazy_pie,Stargazy pie,English,pastry,"A pastry-based fish pie which, by tradition, is filled with whole pilchards. It is critical that the pilchards retain their heads, so they poke through the pastry top. The appearance of the fish heads makes them look like they are ""gazing at the stars"". The position of the fish allows the oil that is released during cooking to drain into the pie, adding a fuller flavour and ensuring the pie is moist."
tarta_capuchina,Tarta capuchina,Spanish,pastry,"A cake made mainly with egg yolk and syryp using water bath. The cake is usually presented in a cylindrical or rectangle shape, depending on the mold. It is commonly served at room temperature."
whe,Wähe,Swiss,pastry,"This dish consists of a casing (typically made of shortcrust pastry, but sometimes yeast dough or puff pastry) and a topping of a custard enveloping either fruit, Vegetable or cheese."
woolton_pie,Woolton pie,British,pastry,"A pastry dish of Vegetable. The recipe involved dicing and cooking potatoes (or parsnips), cauliflower, carrots and possibly turnip. Other Vegetable were added where available."
anpan,Anpan,Japanese,roll,"Sweet roll most commonly filled with red bean paste. It can also be prepared with other fillings, including white beans, green beans, sesame, and chestnuts."
balep_korkun,Balep korkun,Chinese,bread,"A type of bread that is round, flat and relatively easy to make. The ingredients are barley flour, water and baking powder. It is cooked in a frying pan."
barm_cake,Barm cake,English,bread,"A soft, round, flattish bread item, traditionally leavened with barm."
saj_bread,Saj bread,Middle Eastern,bread,Unleavened flatbread baked on a metal griddle.
vienna_bread,Vienna bread,Austrian,bread,"Bread that used high milling of Hungarian grain, and cereal press-yeast for leavening."
tiger_bread,Tiger bread,Dutch,bread,"The bread is generally made with a pattern baked onto the top made by painting rice paste onto the surface prior to baking.The rice paste that imparts the bread's characteristic flavour dries and cracks during the baking process. The bread itself has a crusty exterior, but is soft inside. Typically, it is made as a white bread bloomer loaf or bread roll, but the technique can be applied to any shape of bread."
tandoor_bread,Tandoor bread,West Asian,bread,"A bread baked in a clay oven which is distinguishable based on the aroma, smell, appearance, color, size and overall texture."
taboon_bread,Taboon bread,Palestinian,bread,"A flatbread baked in a clay oven. It is used as a base or wrap in many cuisines, and eaten with different accompaniments."
sprouted_bread,Sprouted bread,Global,bread,"A type of bread made from whole grains that have been allowed to sprout (i.e., to germinate before being milled into flour). There are a few different types, some are made with additional added flour, some are made with added gluten, etc."
spelt_bread,Spelt bread,German,bread,Bread made from unripe spelt flour.
shuangbaotai,Shuangbaotai,Chinese,bread,"A sweet fried dough containing large air pockets on the inside and a crisp crust on the outside. It is made by twisting two small pieces of dough together and frying them, causing them to separate slightly while remaining connected."
bolani,Bolani,Afghan,bread,"A stuffed flat-bread, fried with a filling. It has a thin crust and can be stuffed with a variety of ingredients, such as potatoes or leeks but also grated pumpkin, chives, red lentils or with minced meat."
bolillo,Bolillo,Mexican,bread,"A type of savory bread, often baked in a stone oven. It is roughly 15 centimeters (5.9 in) long, in the shape of an ovoid, with a crunchy crust and a soft inside. It has a slash on top made with a slashing tool or bread lame, which permits the exhaust of steam and the expansion of bread without stressing its skin."
carrot_bread,Carrot bread,Global,bread,"A quick bread or yeast-leavened bread, that uses carrots as the primary ingredient. It may be prepared with grated, shredded carrots, or carrot juice. Baking times can vary depending on the amount of juice in the carrots used, and it may be a moist bread."
esnica,Česnica,Serbian,bread,Bread made with wheat flour and water. A coin is often put into the dough during the kneading; other small objects may also be inserted.
christmas_wafer,Christmas wafer,Polish,bread,"This dish is baked from pure wheat flour and water, are usually rectangular in shape and very thin; they are identical in composition to the altar bread."
cottage_loaf,Cottage loaf,English,bread,"The bread is characterised by its shape, which is essentially that of two round loaves, one on top of the other, with the upper one being smaller"
egg_waffle,Egg waffle,Chinese,bread,"A spherical waffle consisting of an eggy leavened batter cooked between two plates of semi-spherical cells. They are usually served hot, and often eaten plain, although they may be served with fruit and flavors such as strawberry, coconut or chocolate."
flatkaka,Flatkaka,Icelandic,bread,"Unleavened rye flatbread that is soft, round, thin and dark with a characteristic pattern from the pan. Traditionally, it was baked on hot stones or straight on the embers of the fire, later on small but heavy cast iron frying pans, and today, when making the dish at home, people sometimes bake them directly on an electric hot plate to get the desired result."
fugazza,Fugazza,Argentinian,bread,"A thick pizza crust topped with onions, cheese, and sometimes olives. It is derived from a combination of Neapolitan pizza with Italian focaccia bread."
guokui,Guokui,Shaanxi,bread,"The dish is a kind of flatbread made from flour. The dish is said to have been invented by a laborer who cooked flatbread in his iron helmet over a wood fire. It is round in shape, about a foot long in diameter, an inch in thickness, and weighs about 2.5 kg."
hardtack,Hardtack,Global,biscuit,"The dish is a type of dense biscuit or cracker made from flour, water, and sometimes salt. It is inexpensive and long-lasting. It is used for sustenance in the absence of perishable foods, commonly during long sea voyages, land migrations, and military campaigns."
kaak,Ka'ak,Middle Eastern,pastry,The dish refer to several different types of baked goods. The bread is similar to a dry and hardened biscuit and mostly ring-shaped.
khanom_bueang,Khanom bueang,Thai,pancake,"The dish is an ancient snack known as crispy pancakes. It is a popular form of street food. These crepes resemble tacos. They are usually first topped or filled with meringue, followed by sweet or salty toppings such as shredded coconut, strips of fried eggs or egg yolks, or chopped scallions. "
khakhra,Khakhra,Indian,biscuit,"The dish is a thin cracker. It is made from mat bean, wheat flour and oil. "
lagana,Lagana,Greek,bread,"The dish is a flatbread. Traditionally, it was prepared unleavened (without the yeast), but leavened is nowadays more common. It is typically flat, oval-shaped, with surface decorated by impressing fingertips."
laufabrau,Laufabrauð,Icelandic,bread,"The dish is a traditional kind of bread. It consists of round, very thin flat cakes with a diameter of about 15 to 20 cm (6 to 8 inches), decorated with leaf-like, geometric patterns and fried briefly in hot tallow or oil."
lavash,Lavash,Armenian,bread,"This dish is a thin flatbread that is usually leavened. Traditionally the dough is rolled out flat and slapped against the hot walls of a clay oven, but modern recipes may adapt for cooking on a wok."
lye_roll,Lye roll,German,bread,"The dish is typically covered with salt, preferably pretzel salt."
mohnflesserl,Mohnflesserl,Austrian,bread,"The dish is in the form of a braided bun. It is typically sprinkled with poppy seeds , salt, and sometimes served glazed."
michetta,Michetta,Italian,bread,The dish is a bread recognizable by its bulged shape.
melonpan,Melonpan,Japanese,bread,The dish is a sweetbun covered in a layer of crispy cookie dough.
shotis_puri,Shotis puri,Georgian,bread,The dish is a bread made of white flour and shaped like a canoe.
shaobing,Shaobing,Chinese,bread,"The dish is a type of baked, unleavened, layered flatbread. It is can be made with or without stuffing, and with or without sesame on top."
sangak,Sangak,Iranian,bread,"The dish is is a plain, rectangular or triangular whole wheat leavened flatbread."
saltrising_bread,Salt-rising bread,American,bread,The dish is a dense white bread leavened by naturally occurring wild bacteria rather than by yeast.
samoon,Samoon,Iraqi,bread,The dish is a type of yeast bread. It is baked in traditional stone ovens.
manda_roti,Manda roti,Indian,bread,"This dish is extremely thin and limp, and served folded like a handkerchief. "
rugbrd,Rugbrød,Danish,bread,"The dish is made with rye flour as the basic ingredient, which produces a plain or ""old-fashioned"" bread with a uniform, somewhat heavy structure. "
roti_buaya,Roti buaya,Indonesian,dessert,The dish is two piece sweetened bread in the shape of a crocodile.
pane_di_altamura,Pane di Altamura,Italian,bread,The dish is a type of naturally leavened bread made from remilled durum wheat semolina.
pain_de_mie,Pain de mie,French,bread,"The dish is a white or brown bread with a thin, soft crust."
papadam,Papadam,Indian,snack,"The dish is made from dough of black gram bean flour, which is either deep fried or cooked with dry heat by being flipped over an open flame until crunchy."
peg_bread,Peg bread,Jamaican,bread,The dish is a bread that usually served along with tea in the morning.
potbrood,Potbrood,South African,bread,The dish is a bread traditionally baked in a cast-iron pot in a pit made in the ground and lined with hot coals.
rggelchen,Röggelchen,German,bread,The dish is a small pastry in the form of a double roll made from two pieces of dough. The rye content must be at least 50% of the flour. The rye dough consists of a bread roll dough to which rye flour or sourdough is added.
roti,Roti,Indian,bread,The dish is a round flatbread made from stoneground whole wheat flour
arsik,Arsik,Indonesian,stew,"The dish is a kind of spicy fish stew, usually using common carp."
gizzada,Gizzada,Jamaican,pastry,"The dish is contained in a small, crisp pastry shell with a pinched crust and filled with a sweet and spiced coconut filling."
water_biscuit,Water biscuit,British,biscuit,"The dish is a kind of thin, hard and brittle biscuit, and usually served with cheese or wine."
taro_dumpling,Taro dumpling,Chinese,dim sum,"The dish is made from a thick layer of taro that has been boiled and mashed. The filling is made from seasoned ground pork. The dumpling is deep fried, and the outermost layer of taro becomes crisp, light, and fluffy."
solomon_gundy,Solomon Gundy,Jamaican,fish,The dish  is made with smoked red herring and is minced and spiced with Scotch Bonnet peppers and seasonings.
rum_cake,Rum cake,Caribbean,cake,"The dish is similar to a fruitcake, with a lighter texture."
bulla_cake,Bulla cake,Jamaican,cake,"The dish is a rich cake made with molasses and spiced with ginger and nutmeg, sometimes dark-colored and other times light-colored."
rock_cake,Rock cake,British,cake,The dish is a small cake with a rough surface resembling a rock.
kholodets,Kholodets,Russian,meat,"The dish is a savory gelatin made with a meat stock or broth, set in a mold to encase other ingredients.These often include pieces of meat, seafood, vegetable, or eggs."
salo,Salo,European,meat,The dish consists of salt-cured slabs of pork subcutaneous fat with or without skin and with or without layers of meat.
stroganina,Stroganina,Russian,fish,"The dish consists of raw, thin, long-sliced frozen fish."
zakuski,Zakuski,Eurasian,side dish,"The dish may include cold cuts, cured fishes, mixed salads, kholodets, pirogs or pirozhki, various pickled vegetables such as beets, cucumbers, sauerkraut, pickled mushrooms, deviled eggs, hard cheeses, caviar, canapés, open sandwiches, and breads."
rassolnik,Rassolnik,Russian,soup,"The dish is a kind of soup made from pickled cucumbers, pearl barley, and pork or beef kidneys."
solyanka,Solyanka,Russian,soup,"A thick sour soup with cabbage, salted cucumbers, meat, poultry, fish, or mushrooms"
dressed_herring,Dressed herring,Russian,salad,"A layered salad composed of diced spekesild covered with layers of grated boiled eggs, Vegetable (potatoes, carrots, beetroots), chopped onions, and mayonnaise"
vinegret,Vinegret,Russian,salad,"Salad dish consisted of diced cooked Vegetable (red beets, potatoes, carrots), chopped onions, as well as sauerkraut and/or brined pickles."
veal_orloff,Veal Orloff,French,meat,"The dish consists of thinly sliced braised loin of veal, with duxelles and soubise layered between the slices, topped with Mornay sauce, and browned in the oven."
pozharsky_cutlet,Pozharsky cutlet,Russian,cutlet,A breaded ground chicken or veal patty
korovai,Korovai,Bulgarian,bread,"A large round braided bread, traditionally baked from wheat flour and decorated with symbolic flags and figurines, such as suns, moons, birds, animals, and pine cones"
varenye,Varenye,Russian,dessert,"Whole fruit preservation made by cooking berries, other fruits, or more rarely nuts, Vegetable, or flowers, in sugar syrup (sometimes honey)"
pyshka,Pyshka,Russian,dessert,"This dish is similar to doughnut, either ring-shaped or without a hole."
angel_wings,Angel wings,Bulgarian,pastry,"A traditional sweet crisp pastry made out of dough that has been shaped into thin twisted ribbons, deep-fried and sprinkled with powdered sugar."
smetana,Smetana,Central European,dairy,A dairy product produced by souring heavy cream
kutia,Kutia,Belarusian,grain,"This dish is a ceremonial grain dish with sweet gravy traditionally served during the Christmas – Feast of Jordan holiday season or as part of a funeral feast. The main ingredients are wheatberries, poppy seeds, honey or sugar, various nuts and sometimes raisins."
guryev_porridge,Guryev porridge,Russian,porridge,"This dish is a sweet porridge prepared from semolina and milk with the addition of candied nuts (hazelnut, walnuts, almonds), honey and dried fruits (or fruit preserves)."
medovik,Medovik,Russian,cake,"It is a dessert which is known for its lengthy preparation time. It consists of layers of cake with a cream filling and is often covered with nuts or crumbs made from leftover cake. While the thin layers harden shortly after coming out of the oven, the moisture of the filling softens it again over time."
pastila,Pastila,Russian,sweets,"It is a small squares of pressed fruit paste or a light, airy puffs with a delicate apple flavor."
pryanik,Pryanik,Russian,sweets,These sweets refer to a range of traditional sweet-baked goods and are made from flour and honey.
ahriche,Ahriche,Moroccan,skewer,"It is a dish of tripe usually consisting of ganglion, caul, lung or heart of an animal wound with intestines on a stick of oak and cooked on hot coals"
alloco,Alloco,Ivorian,banana,"It is commonly made from cut plantains in slices, fry them until they are yellow, smash them between two plates and fry them again."
bichak,Bichak,Uzbek,pastry,"This dish is a stuffed baked or fried pastry that comes in different forms (round, triangle, quadrangle) appetizer."
waterblommetjiebredie,Waterblommetjiebredie,South African,meat,"This dish is made of meat, typically lamb, stewed together with the Aponogeton distachyos flowers."
chakalaka,Chakalaka,South African,vegetable,"This dish is usually spicy, that is traditionally served with bread, pap, samp, stews, or curries."
chakhchoukha,Chakhchoukha,Algerian,stew,This stew is made from torn or rolled pieces of cooked semolina dough that are served in a flavorful tomato-based sauce.
cocada_amarela,Cocada amarela,Angolan,dessert,This dessert is made from eggs and coconut. It has a distinctive yellow colour due to the large quantity of eggs used.
dabo_kolo,Dabo kolo,Ethiopian,snack,This dish is a finger food consisting of small pieces of spiced fried dough. It is prepared by frying small pieces of dough cut from rolls.
delele,Delele,Zimbabwean,side dish,"This dish is prepared with baking soda and well known for its slimy texture. It can be dried before cooking, but more frequently it is cooked fresh."
draw_soup,Draw soup,Nigerian,soup,"This dish is made from okra, ogbono (Irvingia gabonensis), or ewedu leaves (jute). The name derives from the thick viscosity characteristic of the broth as it draws out of the bowl when eaten either with a spoon or, more characteristically, by dipping a small piece of solid sticky dough into it."
eba,Eba,Nigerian,vegetable,"This dish is rich in starch and carbohydrates. It is a cooked starchy vegetable food made from dried grated cassava flour. It is often eaten with rich soups and stews, with beef, stockfish or mutton. The dish is often described as having a slightly sour, sharp taste."
fesikh,Fesikh,Egyptian,fish,The dish is a salted pickled fermented and dried gray mullet or whitefish.
fitfit,Fit-fit,Ethiopian,bread,The dish is a shredded flat bread with spiced butter and jalapeno peppers.
genfo,Genfo,Ethiopian,porridge,The dish is a stiff porridge served with dipping sauce and mixture of butter and red peppers.
mugoyo,Mugoyo,Ugandan,potato,The dish is a sweet potates and beans.
ogi,Ogi,Nigerian,pudding,The dish is a maize or corn pudding soaked in water and grinded to remove husks.
shark_chutney,Shark chutney,Seychellois,fish,"The dish is a boiled skinned shark, mashed and cooked with juice and lime."
mala_mogodu,Mala Mogodu,Botswana,stew,The dish is a combination of chopped tripe and intestines served with dumpling.
kapana,Kapana,Namibian,meat,The dish is a grilled meat by grilling it on an open fire.
kamounia,Kamounia,Sudanese,stew,The dish is a beef and liver stew prepared with cumin.
hertzoggie,Hertzoggie,South African,dessert,The dish is a jam-fileed tartlet or cookie commonly served on a cup pastry base.
gored_gored,Gored gored,Ethiopian,meat,The dish is a raw beef dish with cube shape.
gatsby,Gatsby,South African,bread,"The dish is a bread roll filled with chips, calamaris, seafood, and fillings with sauces."
kokonte,Kokonte,Ghanaian,stew,"The dish is a brow, grey, and deep grean stew made of dried cassava or yam."
mchoui,Méchoui,Maghrebi,meat,The dish is a whole sheep or lamb spit-roasted on a barbecue.
shahan_ful,Shahan ful,Sudanese,beans,"The dish is a slow-cooked fava beans in water, cruhed into a coarse paste."
seswaa,Seswaa,Botswana,meat,"The dish is made of beef or goat leftover cuts, boiled in a pot."
shish_taouk,Shish taouk,Ottoman,chicken,The dish is a chicken kebab ccoked in a satay form.
qatayef,Qatayef,Middle Eastern,pancake,"The dish is a sweet dumpling filled with cream or nuts, or a folded pancake."
spicy_cow_feet,Spicy cow feet,Nigerian,soup,"The dish is a soup made of upper cut of cow feet with palm oil, potash, nutmegs, and seasonings."
mrouzia,Mrouzia,Moroccan,meat,"The dish is a sweet and salty meat with blend of spices of honey, cinnamon, and almonds."
moambe_chicken,Moambe chicken,Central African,stew,The dish is a savory chicken with spices and palm butter.
kulikuli,Kuli-kuli,Nigerian,snack,"The dish is a crispy snack made from peanuts with a mixture of cassave flakes, sugar and water."
koeksister,Koeksister,South African,pastry,The dish is a confectionery made of fried dough infused in syrup or honey.
kelewele,Kelewele,Ghanaian,snack,"The dish is a fried plaintains seasoned with spices, with crisp textures."
kedjenou,Kedjenou,Ivorian,stew,"The dish is a spicy stew with a slow-cooked in a sealed pot, prepared with chicken or hen and Vegetable."
iru,Iru,Nigerian,beans,The dish is a type of fermented of processed locust bens used as a condiment in cooking.
