dish_id,name,primary_cuisine,primary_coarse,countries,region,description,ingredients_matched,n_ingredients,has_cdb_match,source
ladyfinger,Ladyfinger,French,snack,"[""France""]",Western Europe,"This dish is a low-density, dry, egg-based, sweet sponge cake biscuit roughly shaped like large fingers.","['egg', 'sugar', 'wheat_flour']",3,True,worldcuisines
lebkuchen,Lebkuchen,German,cake,"[""Germany""]",Western Europe,"The dish honey-sweetened cakes, moulded cookies or bar cookies.","['almond', 'butter', 'egg', 'ginger', 'honey', 'rice', 'salt', 'sugar', 'wheat_flour']",9,True,worldcuisines
lengua_de_gato,Lengua de gato,Filipino,snack,"[""Philippines""]",South Eastern Asia,"The dish is made from butter, flours, sugar, eggs, and milk. They are very thin and crunchy.","['butter', 'egg', 'milk', 'sugar']",4,False,worldcuisines
lincoln_biscuit,Lincoln biscuit,Irish,snack,"[""Ireland""]",Northern Europe,"The dish is a circular shortcake biscuit, most commonly decorated on one side with a pattern of raised dots.",[],0,False,worldcuisines
linga,Linga,Filipino,snack,"[""Philippines""]",South Eastern Asia,"The dish made from flour, sugar, salt, shortening, and sesame seeds. They are characteristically flat and baked until they are a deep brown color. They range in shape and size from small and circular to large and oblong. They are usually dipped in hot drinks like coffee or tsokolate before eating.","['coffee', 'fish', 'salt', 'sesame_seed', 'sugar', 'wheat_flour']",6,True,worldcuisines
maamoul,Ma'amoul,Arabic,dessert,"[""Algeria"", ""Bahrain"", ""Comoros"", ""Djibouti"", ""Egypt"", ""Iraq"", ""Jordan"", ""Kuwait"", ""Lebanon"", ""Libya"", ""Mauritania"", ""Morocco"", ""Oman"", ""Palestine"", ""Qatar"", ""Saudi Arabia"", ""Somalia"", ""Sudan"", ""Syria"", ""Tunisia"", ""United Arab Emirates"", ""Yemen""]",Western Africa,"The dish is a filled butter cookie made with semolina flour. The filling can be made with dried fruits like figs, dates, or nuts such as pistachios or walnuts, and occasionally almonds.","['butter', 'sugar', 'walnut', 'wheat_flour']",4,True,worldcuisines
malted_milk,Malted milk,English,snack,"[""England""]",Northern Europe,"The dish named after their malt flavouring and milk content. The biscuit design varies spending on manufacturers, commonly seen designs include two milk churns and a cow. They are typically baked for a short period of time (about 5 minutes) at high temperature to keep them crisp without the use of holes unlike other biscuits such as shortbread.","['banana', 'chocolate', 'milk', 'vanilla']",4,True,worldcuisines
mamn_tostado,Mamón tostado,Cebu,dessert,"[""Philippines""]",South Eastern Asia,"The dish is a fusion of flour, shortening, eggs, and sugar and is similarly airy, but it is baked until dry and crunchy.","['egg', 'sugar', 'wheat_flour']",3,False,worldcuisines
maple_leaf_cream_cookie,Maple leaf cream cookie,Canadian,dessert,"[""Canada""]",Northern America,"The dish is a sandwich cookies. The cream filling is maple-flavoured, and may contain real maple syrup.",['cream'],1,False,worldcuisines
marie_biscuit,Marie biscuit,British,snack,"[""United Kingdom""]",Northern Europe,"The dish is a biscuit with name embossed upon top surface made from wheat flour, sugar, palm oil, and vanilla-flavoured.","['palm_oil', 'sugar', 'vanilla', 'vegetable_oil', 'wheat_flour']",5,False,worldcuisines
masa_podrida,Masa podrida,Filipino,dessert,"[""Philippines""]",South Eastern Asia,"The dish made from flour, salt, baking powder, brown sugar, shortening, and eggs. It has a dry crumbly texture similar to half-moon cookies.","['egg', 'salt', 'sugar', 'wheat_flour']",4,False,worldcuisines
nice_biscuit,Nice biscuit,British,snack,"[""England""]",Northern Europe,"The dish is a plain or coconut-flavoured biscuit. It is thin, rectangular in shape, with serrated edges, lightly covered with a scattering of large sugar crystals and often with the word ""NICE"" imprinted on top in sans-serif capital letters. It is often served as an accompaniment to hot drinks, such as tea. ","['coconut', 'sugar', 'tea']",3,False,worldcuisines
nocciolini_di_canzo,Nocciolini di Canzo,Italian,snack,"[""Italy""]",Southern Europe,"The dish is a sweet crumbly small cookie. It is made from hazelnut flour (local hazelnuts and sugar) and egg white. The appearance of this sweet is a small half-sphere. They are usually eaten as a snack but, due to their small size, they can also be used as cake decoration.","['egg', 'sugar', 'wheat_flour']",3,False,worldcuisines
oatmeal_raisin_cookie,Oatmeal raisin cookie,American,dessert,"[""United States""]",Northern America,"The dish is made from an oatmeal dough with raisins. Its ingredients also typically include flour, sugar, eggs, salt, and spices.","['butter', 'coconut', 'egg', 'ginger', 'lemon', 'oats', 'salt', 'sugar', 'wheat_flour']",9,True,worldcuisines
paciencia,Paciencia,Filipino,snack,"[""Philippines""]",South Eastern Asia,"The dish is made from beaten egg whites, flour, and calamansi with hemispherical shape.","['egg', 'wheat_flour']",2,False,worldcuisines
paborita,Paborita,Filipino,snack,"[""Philippines""]",South Eastern Asia,"The dish is a disc-shaped biscuit with a flaky texture made from wheat flour, sugar, skim milk, salt, baking pwoeder, alum, and cooking oil","['milk', 'salt', 'sugar', 'vegetable_oil', 'wheat_flour']",5,False,worldcuisines
panellets,Panellets,Spanish,dessert,"[""Spain""]",Southern Europe,The dish is a ball-shaped snack made from chestnuts and sweet potatoes covered in pinenuts.,"['almond', 'egg', 'potato', 'sugar']",4,True,worldcuisines
paprenjak,Paprenjak,Croatian,snack,"[""Croatia""]",Southern Europe,"The dish contains a unique mix of honey and black pepper. The main ingredients are sugar syrup or honey, butter or fat, eggs, nuts (walnuts, hazelnuts), pepper and various spices (clove, cinnamon, nutmeg).  Apart from the ingredients, it is unique with its mould-pressed motifs used to decorate the biscuit.","['black_pepper', 'butter', 'egg', 'honey', 'pepper', 'sugar']",6,False,worldcuisines
peanut_butter_cookie,Peanut butter cookie,American,snack,"[""United States""]",Northern America,The dish is a type of cookie that is distinguished for having peanut butter as a principal ingredient.,"['butter', 'egg', 'peanut']",3,True,worldcuisines
petitbeurre,Petit-Beurre,French,snack,"[""France""]",Western Europe,The dish is a type of shortbread surface of the biscuit is smooth and has twenty-four indents (four lines with six columns) intermixed with the inscription of the dish name in three lines.,[],0,False,worldcuisines
pepernoot,Pepernoot,Dutch,snack,"[""Netherlands""]",Western Europe,"The dish is light brown, square shaped, and made from the same ingredients as taai-taai: rye flour, sugar and anise, and sometimes also cinnamon, and clove. They are fairly chewy, though they harden gradually when exposed to the air. ","['sugar', 'wheat_flour']",2,False,worldcuisines
pinolate,Pinolate,Italian,snack,"[""Italy""]",Southern Europe,"The dish is a type of cookie light golden color and studded with golden pine nuts (pinoli in Italian). Made with almond paste and egg whites, they are moist, soft and chewy.","['almond', 'egg']",2,False,worldcuisines
piata_cookie,Piñata cookie,Mexican,snack,"[""Mexico""]",Central America,The dish is a sugar cookie that is shaped and colored like a rainbow colored horse and filled with various small candies which spill out when the cookie is broken.,['sugar'],1,False,worldcuisines
polvorn,Polvorón,Spanish,dessert,"[""Spain""]",Southern Europe,"The dish is a type of heavy, soft, and very crumbly shortbread made of flour, sugar, milk, and nuts (especially almonds).","['milk', 'sugar', 'wheat_flour']",3,False,worldcuisines
pineapple_tart,Pineapple tart,Indonesian,dessert,"[""Indonesia"",""Malaysia"",""Singapore"",""Brunei Darussalam""]",South Eastern Asia,"The dish is a small, bite-size tart filled with pineapple jam made with butter and egg yolk.","['banana', 'butter', 'egg', 'ginger', 'milk', 'pineapple', 'sugar', 'vanilla']",8,True,worldcuisines
pizzelle,Pizzelle,Italian,dessert,"[""Italy""]",Southern Europe,"The dish is a type of waffle cookies made with flour, eggs, sugar, butter or vegetable oil, and flavoring (usually anise or anisette, less commonly vanilla or lemon zest). They can be hard and crisp or soft and chewy[citation needed] depending on the ingredients and method of preparation.","['butter', 'egg', 'lemon', 'milk', 'salt', 'sugar', 'vanilla', 'vegetable_oil', 'wheat_flour']",9,True,worldcuisines
kue_putri_salju,Kue putri salju,Indonesian,snack,"[""Indonesia""]",South Eastern Asia,The dish is dried cake shaped like crescents and covered with powdered sugar.,['sugar'],1,False,worldcuisines
rainbow_cookie,Rainbow cookie,Italian,cake,"[""Italy"",""United States""]",Northern America,"The dish is layered almond flavored cookie and cake, typically with rainbow color","['almond', 'butter', 'chocolate']",3,True,worldcuisines
reshteh_khoshkar,Reshteh khoshkar,Iranian,snack,"[""Iran""]",Southern Asia,"The dish is a cookie amde of rice flour, and filled with sugar, walnuts or hazeulnuts, cardamom, cinnamon, ginger, and spice.","['ginger', 'rice', 'sugar', 'wheat_flour']",4,False,worldcuisines
ricciarelli,Ricciarelli,Italian,snack,"[""Italy""]",Southern Europe,"The dish is a biscuit made from almonds, sugar, honey, egg whites.","['almond', 'egg', 'honey', 'salt', 'sugar', 'vanilla']",6,True,worldcuisines
rich_tea,Rich tea,British,snack,"[""United Kingdom""]",Northern Europe,"The dish is a type of sweet biscuit; the ingredients generally include wheat flour, sugar, vegetable oil and malt extract.","['sugar', 'vegetable_oil', 'wheat_flour']",3,False,worldcuisines
roscas,Roscas,Filipino,snack,"[""Philippines""]",South Eastern Asia,"The dish is a type of pastry cookies made from lard, anise, flour, sugar, butter and eggs.","['butter', 'egg', 'sugar', 'wheat_flour']",4,False,worldcuisines
rosette,Rosette,Iranian,fritter,"[""Iran"", ""Turkey"", ""Sri Lanka""]",Southern Asia,"The dish is thin, cookie-like fritters made with iron molds. The batter is a blend of wheat flour, eggs, sugar and whole milk. They are formed with a rose iron. This specialized tool has a long handle and with a metal shape, commonly stars, flowers, snowflakes or Christmas trees. The metal is heated in hot oil before it is dipped in batter. Returning the iron to the oil, the batter is detached from the mold when it is partially cooked and gently flipped to finish cooking. They are usually topped with sugar or honey, or the edges of them are dipped into frosting.","['butter', 'egg', 'honey', 'lemon', 'milk', 'onion', 'pepper', 'potato', 'salmon', 'sugar', 'vegetable_oil', 'wheat_flour']",12,True,worldcuisines
rum_ball,Rum ball,English,dessert,"[""England"", ""Australia"", ""Canada"", ""Germany"", ""New Zealand"", ""United States"", ""Austria"", ""Slovenia"", ""Hungary"", ""Greece"", ""Czech Republic"", ""Denmark""]",Global,"The dish is a truffle-like confectionery cake of cookie butter flavoured with chocolate and rum. They are roughly the size of a golf ball and often coated in chocolate sprinkles, desiccated coconut, or cocoa. These treats contain rum. Because they are not baked, the alcohol flavour and kick are not neutralized during preparation. They are especially popular during the holiday season.","['butter', 'chocolate', 'coconut', 'sugar', 'vanilla', 'walnut']",6,True,worldcuisines
russian_tea_cake,Russian tea cake,American,pastry,"[""United States"", ""Russia""]",Northern America,"The dish is a kind of pastry, often eaten around Christmas. It is have a relatively simple recipe, generally consisting entirely of flour, water, butter, and ground nuts, the nut variety depending upon the cookie type. After baking, they are rolled in powdered sugar while still hot, then coated again once the cookie has cooled.","['almond', 'butter', 'cream', 'egg', 'sugar', 'vanilla', 'wheat_flour']",7,True,worldcuisines
sandwich_cookie,Sandwich cookie,Global,cookies,"[""Global""]",Global,The dish is a type of cookie made from two thin cookies or medium cookies with a filling between them.,"['almond', 'butter', 'egg', 'sugar', 'wheat_flour']",5,True,worldcuisines
kue_semprong,Kue semprong,Indonesian,biscuit,"[""Indonesia"",""Malaysia"",""Brunei Darussalam"", ""Singapore""]",South Eastern Asia,The dish is a wafer snack made by clasping egg batter using an iron mold (Waffle iron) which is heated up on a charcoal stove.,['egg'],1,False,worldcuisines
shortbread,Shortbread,Scottish,biscuit,"[""Scotland""]",Northern Europe,"The dish is made from one part white sugar, two parts butter and three to four parts plain wheat flour. It does not contain any leavening, such as baking powder or baking soda. It is widely associated with Christmas and Daft days festivities.","['butter', 'sugar', 'wheat_flour']",3,True,worldcuisines
silvana,Silvana,Filipino,cookies,"[""Philippines""]",South Eastern Asia,The dish is frozen cookie consisting of a layer of buttercream sandwiched between two cashew-meringue wafers coated with cookie crumbs.,['cashew'],1,False,worldcuisines
snickerdoodle,Snickerdoodle,American,cookies,"[""United States""]",Northern America,"The dish is a type of cookie made with flour, fat, sugar, and salt, and rolled in cinnamon sugar. Eggs may also sometimes be used as an ingredient, with cream of tartar and baking soda added to leaven the dough. They are characterized by a cracked surface and can be either crisp or soft depending on the ingredients used.","['butter', 'cream', 'egg', 'salt', 'sugar', 'vanilla', 'wheat_flour']",7,True,worldcuisines
speculaas,Speculaas,German,biscuit,"[""Germany"", ""Belgium"", ""France"", ""Netherlands""]",Western Europe,The dish is a type of spiced shortcrust biscuit baked with spices. They are usually flat and are often moulded to carry certain traditional images.,"['almond', 'butter', 'egg', 'ginger', 'salt', 'sugar', 'wheat_flour']",7,True,worldcuisines
springerle,Springerle,German,cookies,"[""Germany"", ""Switzerland"", ""Austria"", ""France""]",Western Europe,The dish is a type of biscuit or cookie with an embossed design made by pressing a mold onto rolled dough and allowing the impression to dry before baking. This preserves the detail of the surface pattern.,"['egg', 'sugar', 'wheat_flour']",3,True,worldcuisines
spritzgebck,Spritzgebäck,German,cookies,"[""Germany"", ""France""]",Western Europe,"The dish is a type biscuit or cookie made of a rich shortcrust pastry. When made correctly, the cookies are crisp, fragile, somewhat dry, and buttery.",[],0,False,worldcuisines
square_cookie,Square cookie,Taiwanese,cookies,"[""Taiwan""]",Eastern Asia,"The dish is primary include baked milk powder, butter or lard, sesame seeds, and sugar. The preparation involves mixing low-gluten flour with these ingredients to form a dough, which is then divided into small portions. Separately, medium-gluten flour is kneaded to create the outer layer. Each portion of the filling is wrapped in the outer layer, flattened, folded multiple times, and then baked until crispy. The resulting texture and flavor, characterized by the rich taste of butter and sesame, are what make these cookies particularly appealing.","['butter', 'milk', 'sesame_seed', 'sugar', 'wheat_flour']",5,False,worldcuisines
stroopwafel,Stroopwafel,Dutch,cookies,"[""Netherlands""]",Western Europe,"The dish is a thin, round cookie made from two layers of sweet baked dough held together by syrup filling.","['butter', 'egg', 'milk', 'sugar', 'wheat_flour']",5,True,worldcuisines
sugar_cookie,Sugar cookie,American,cookies,"[""United States""]",Northern America,"The dish is a cookie with the main ingredients being sugar, flour, butter, eggs, vanilla, and either baking powder or baking soda.They may be formed by hand, dropped, or rolled and cut into shapes. They may be decorated with additional sugar, icing, sprinkles, or a combination of these. Decorative shapes and figures can be cut into the rolled-out dough using a cookie cutter.","['butter', 'cream', 'egg', 'salt', 'sugar', 'vanilla', 'wheat_flour']",7,True,worldcuisines
tahini_cookie,Tahini cookie,Israeli,cookies,"[""Israel""]",Western Asia,"The dish is a cookie made of flour, sugar and butter and usually topped with almonds or pine nuts. ","['butter', 'sugar', 'wheat_flour']",3,True,worldcuisines
tareco,Tareco,Brazilian,biscuit,"[""Brazil""]",South America,"The dish is a little tough biscuit, made of wheat flour, eggs and sugar; that, when put into the oven, get the disk shape.","['egg', 'sugar', 'wheat_flour']",3,False,worldcuisines
teiglach,Teiglach,German,dessert,"[""Germany""]",Western Europe,"The dish is small, knotted pastries boiled in a honeyed syrup.",['vegetable_oil'],1,False,worldcuisines
tirggel,Tirggel,Swiss,biscuit,"[""Switzerland""]",Western Europe,"The dish is made from flour and honey, they are thin, hard, and sweet.","['honey', 'wheat_flour']",2,False,worldcuisines
toru_gingerbread,Toruń gingerbread,Polish,bread,"[""Poland""]",Eastern Europe,"The dish is a type of gingerbread, typically flavored with ginger, cloves, nutmeg, and cinnamon and sweetened with honey, sugar, or molasses.","['ginger', 'honey', 'sugar']",3,False,worldcuisines
ube_crinkles,Ube crinkles,Filipino,cookies,"[""Philippines""]",South Eastern Asia,"The dish is made from purple yam, flour, eggs, baking powder, butter, and sugar. They are characteristically deep purple in color and are typically rolled in powdered sugar or glazed. They have a crunchy exterior and a soft chewy center.","['butter', 'egg', 'sugar', 'sweet_potato', 'wheat_flour']",5,False,worldcuisines
ugoyugoy,Ugoy-ugoy,Filipino,biscuit,"[""Philippines""]",South Eastern Asia,The dish is a type of layered biscuits. They are typically rectangular or ribbon-like in shape and are topped with granulated sugar.,['sugar'],1,False,worldcuisines
uraro,Uraro,Filipino,cookies,"[""Philippines""]",South Eastern Asia,The dish is made from cassava like flour. They have a dry and powdery texture and are usually flower-shaped.,['wheat_flour'],1,False,worldcuisines
vanillekipferl,Vanillekipferl,Austrian,biscuit,"[""Austria"",""Germany"", ""Switzerland"", ""Czech Republic"", ""Slovakia"", ""Poland"", ""Hungary""]",Western Europe,"The dish ia a type of small, crescent-shaped biscuits. They were originally made with walnuts, but almonds or hazelnuts can also be used. They get their typical flavour from a heavy dusting of vanilla sugar.","['almond', 'butter', 'egg', 'sugar', 'vanilla', 'wheat_flour']",6,True,worldcuisines
wafer,Wafer,Global,biscuit,"[""Global""]",Global,"The dish is a crisp, often sweet, very thin, flat, light biscuit, often used to decorate ice cream, and also used as a garnish on some sweet dishes. They frequently have a waffle surface pattern but may also be patterned with insignia of the food's manufacturer or may be patternless.","['banana', 'cream', 'pepper']",3,True,worldcuisines
wibele,Wibele,German,biscuit,"[""Germany""]",Western Europe,"The dish is a type of very small, sweet biscuits. The dough is made from egg white, icing sugar, flour and vanilla sugar.","['egg', 'sugar', 'vanilla', 'wheat_flour']",4,False,worldcuisines
countess,Countess,French,cake,"[""France""]",Western Europe,"The dish is a small shortbread cake, somewhat sweet. It accompanies a dessert such as fruit sorbets or fruit salads and traditionally uses a fruit juice or champagne.","['butter', 'lemon', 'salt', 'sugar', 'vanilla', 'wheat_flour']",6,True,worldcuisines
el_fudge,E.L. Fudge,American,cookies,"[""United States""]",Northern America,The dish is a type of butter-flavored shortbread sandwich cookies with a fudge creme filling.,['butter'],1,False,worldcuisines
hallongrotta,Hallongrotta,Swedish,cookies,"[""Sweden""]",Northern Europe,"The dish is similar to shortbread cookies with an added filling. It is an easily baked molded cookie. The cookies are typically made with butter, flour, baking powder, sugar and vanilla. The cookies are usually filled with raspberry jam.","['butter', 'sugar', 'vanilla', 'wheat_flour']",4,False,worldcuisines
hello_panda,Hello Panda,Japanese,biscuit,"[""Japan""]",Eastern Asia,"The dish is a type of filling biscuits, each biscuit consists of a small hollow shortbread layer, filled with crème of various flavors. On some biscuits are printed cartoon style depictions of giant pandas doing various activities, such as fencing and archery, and also in the United States, other activities such as hockey and baseball.",[],0,False,worldcuisines
lorna_doone,Lorna Doone,Irish,cookies,"[""Ireland""]",Northern Europe,"The dish is a brand of golden, square-shaped shortbread cookie.",[],0,False,worldcuisines
royal_dansk,Royal Dansk,Danish,cookies,"[""Denmark""]",Northern Europe,"The dish consisting of butter, flour, and sugar. It is often categorized as a ""crisp cookie"" due to its texture, caused in part by the quantity of butter and sugar. It is generally necessary to chill its dough to enable proper manipulation and handling. At their most basic have no flavoring, but they are often flavored with vanilla, chocolate, and coconut, and/or topped with sugar crystals.","['butter', 'chili', 'chocolate', 'coconut', 'sugar', 'vanilla', 'wheat_flour']",7,False,worldcuisines
sabl,Sablé,French,cookies,"[""France""]",Western Europe,The dish is a type of round shortbread cookie.,"['butter', 'carrot', 'celery', 'chicken', 'garlic', 'onion', 'pepper', 'salt']",8,True,worldcuisines
shrewsbury_cake,Shrewsbury cake,English,dessert,"[""England""]",Northern Europe,"The dish is a type of dessert. They are made from dough that contains sugar, flour, egg, butter and lemon zest; dried fruit is also often added. It can be small in size for serving several at a time, or large for serving as a dessert in themselves. ","['butter', 'egg', 'lemon', 'sugar', 'wheat_flour']",5,False,worldcuisines
sandie,Sandie,French,cookies,"[""France""]",Western Europe,"The dish is a type of sugar cookie or shortbread cookie prepared using standard sugar cookie ingredients such as flour, sugar, butter, eggs, and vanilla. They are sometimes dusted with powdered sugar after cooking.","['butter', 'egg', 'sugar', 'vanilla', 'wheat_flour']",5,False,worldcuisines
viennese_whirls,Viennese whirls,British,biscuit,"[""United Kingdom""]",Northern Europe,The dish is a type of biscuit consisting of soft shortbread cakes piped into a whirl shape and come in various shapes with different fillings and decorations.,[],0,False,worldcuisines
alexandertorte,Alexandertorte,Russian,cake,"[""Russia""]",Eastern Europe,"The dish is a cake that consists of pastry strips filled with raspberry preserves or raspberry jam. It is traditionally eaten as a dessert after lunch or dinner, but it can also be served at tea time. It should be made a day or so before it is planned to serve, because the icing must be hard before the cake is cut.",['tea'],1,False,worldcuisines
apple_strudel,Apple strudel,Austrian,pastry,"[""Austria""]",Western Europe,"The dish is a type of layered pastry consists of an oblong layered pastry jacket with an apple filling inside. The filling is made of grated cooking apples (usually of a tart, crisp and aromatic variety) sugar, cinnamon, and bread crumbs. It uses an unleavened dough. The basic dough consists of flour, oil (or butter) and salt although as a household recipe, many variations exist. ","['apple', 'bread', 'butter', 'egg', 'lemon', 'salt', 'sugar', 'vegetable_oil', 'wheat_flour']",9,True,worldcuisines
bahulu,Bahulu,Malaysian,cake,"[""Malaysia""]",South Eastern Asia,"The dish is a type of pastry. There are three versions available, the most common being star-shaped and the more elusive shaped like rolls and layered.",[],0,False,worldcuisines
bakewell_pudding,Bakewell pudding,English,dessert,"[""England""]",Northern Europe,The dish is a type of dessert consisting of a flaky pastry base with a layer of sieved jam and topped with a filling made of egg and almond paste.,"['almond', 'egg']",2,False,worldcuisines
bakpia_pathok,Bakpia pathok,Indonesian,dessert,"[""Indonesia"", ""China""]",Eastern Asia,"The dish usually stuffed with mung beans, but have recently come in other fillings as well, e.g. chocolate, durian and cheese.","['cheese', 'chocolate']",2,False,worldcuisines
banitsa,Banitsa,Bulgarian,pastry,"[""Bulgaria""]",Eastern Europe,"The dish is prepared by layering a mixture of whisked eggs, plain yogurt, and pieces of white brined cheese between filo pastry and then baking it in an oven. ","['cheese', 'egg', 'yogurt']",3,False,worldcuisines
bear_claw,Bear claw,American,pastry,"[""United States""]",Northern America,"The dish is a sweet, yeast-raised pastry. It include the basic ingredients such as eggs, yeast, flour, milk, sugar, and butter. It is also made with ""sweet dough"" which is ""bread dough with more shortening than usual"". It is usually filled with almond paste, and sometimes raisins, and often shaped in a semicircle with slices along the curved edge, or rectangular with partial slices along one side.","['almond', 'bread', 'butter', 'egg', 'milk', 'sugar', 'wheat_flour']",7,False,worldcuisines
bedfordshire_clanger,Bedfordshire clanger,British,dumpling,"[""United Kingdom""]",Northern Europe,"The dish is an elongated suet crust dumpling. It was traditionally boiled in a cloth like other suet puddings, though some modern recipes use a shortcrust or other pastry and suggest baking it like a pasty. The dumpling can be filled with liver and onion, bacon and potatoes, pork and onions, or other meat and Vegetable, and flavoured with the garden herb sage.","['bacon', 'onion', 'pork', 'vegetable_oil']",4,False,worldcuisines
bethmnnchen,Bethmännchen,German,pastry,"[""Germany""]",Western Europe,"The dish is a pastry made from marzipan with almond, powdered sugar, rosewater, flour and egg.","['almond', 'egg', 'sugar', 'wheat_flour']",4,False,worldcuisines
bichon_au_citron,Bichon au citron,French,pastry,"[""France""]",Western Europe,The dish is a pastry that it is made of puff pastry. A major distinguishing feature is that it is filled with lemon curd. The outer layer of sugar is sometimes partially caramelized.,"['lemon', 'sugar']",2,False,worldcuisines
bierock,Bierock,Russian,bread,"[""Russia"", ""Germany"", ""United States"", ""Argentina""]",Western Europe,"The dish is a yeast dough pastry pocket sandwich with savory filling. The soft yeast rolls contain some sugar, butter and eggs, and either warm water, milk, or a mix of both. The filling is a basic mix of onion, ground beef and cabbage which can be made more complicated by the addition of different cheese blends, condiments and seasonings like caraway seeds. ","['beef', 'butter', 'cabbage', 'cheese', 'egg', 'ground_beef', 'milk', 'onion', 'sugar', 'wheat_flour']",10,True,worldcuisines
birnbrot,Birnbrot,Swiss,bread,"[""Switzerland""]",Western Europe,"The dish is a bread with a filling of dried pears. Besides dried pears the filling also contains raisins, walnuts and other dried fruit such as apples or figs. The filling is additionally flavored with candied fruit, coriander, cinnamon, star anise, anise, clove and some sort of alcohol.","['bread', 'coriander']",2,False,worldcuisines
bizcocho,Bizcocho,Spanish,pastry,"[""Spain"", ""Uruguay"", ""Chile"", ""Dominica"", ""Bolivia"", ""Ecuador"", ""United States""]",Caribbean,"The dish is the name given range of pastries, cakes or cookies.",[],0,False,worldcuisines
bossche_bol,Bossche bol,Dutch,pastry,"[""Netherlands""]",Western Europe,"The dish is effectively a large filled choux pastry, about 12 cm in diameter, filled with whipped cream and coated entirely or almost entirely with (usually dark) chocolate fondant icing.","['chocolate', 'cream']",2,False,worldcuisines
bougatsa,Bougatsa,Greek,pastry,"[""Greece""]",Southern Europe,"The dish is a breakfast food (sweet or savoury), or mid-morning snack, or midday snack. It has several versions with their own filling, with the most popular the cream that has semolina custard filling used as a sweet food and dessert. ",['cream'],1,False,worldcuisines
boyoz,Boyoz,Turkish,pastry,"[""Turkey""]",Western Asia,"The dish is a pastry. The most widely preferred is plain, without addition of meat or cheese or spinach stuffings.","['cheese', 'spinach']",2,False,worldcuisines
bridie,Bridie,Scottish,pastry,"[""Scotland""]",Northern Europe,"The dish is a meat filled pastry consisting of minced steak, butter, and beef suet seasoned with salt and pepper. It is sometimes made with minced onions. Before baking, the filling is placed on pastry dough, which is then folded into a semi-circular shape; finally, the edges are crimped. If the baker pokes one hole in the top of it, this indicates that it is plain, or without onions; two holes mean that it does contain onions","['beef', 'butter', 'egg', 'lamb', 'onion', 'pepper', 'salt', 'wheat_flour']",8,True,worldcuisines
briouat,Briouat,Moroccan,pastry,"[""Morocco""]",Northern Africa,"The dish is a sweet or savory flaky pastry. It is filled with meat (mostly chicken or lamb) or fish and shrimp, mixed with cheese, lemon and pepper. They are wrapped in a paper-thin dough in a triangular or cylindrical shape. It can also be sweet, filled with almond or peanut paste and fried, then dipped in warm honey flavored with orange blossom water. It is fried or baked and then sprinkled with herbs, spices and sometimes with powdered sugar. ","['almond', 'cheese', 'chicken', 'egg', 'fish', 'honey', 'lamb', 'lemon', 'peanut', 'pepper', 'shrimp', 'sugar', 'vegetable_oil', 'wheat_flour']",14,True,worldcuisines
bruttiboni,Bruttiboni,Italian,biscuit,"[""Italy""]",Southern Europe,"The dish is a type of hazelnut or almond-flavoured biscuit. These biscuits are made by incorporating meringue, which is an egg white and sugar mixture, with roasted chopped nuts. The biscuits are crunchy on the outside with a soft texture in the middle.","['almond', 'egg', 'sugar']",3,False,worldcuisines
bundevara,Bundevara,Serbian,pastry,"[""Serbia""]",Southern Europe,"The dish is a sweet pie made of rolled phyllo, filled with sweetened grated pumpkin pulp and baked in an oven. Occasionally nutmeg, cinnamon or similar spices may be added, or raisins or grated lemon rinds. It is usually dusted with icing sugar and/or vanilla sugar, and is served hot or cold. The pumpkins (or squashes) with more intense coloured pulp (richer in carotene) are more appreciated.","['lemon', 'sugar', 'vanilla']",3,False,worldcuisines
butterkaka,Butterkaka,Global,pastry,"[""Global""]",Global,"The dish is composed of rolled buns. The buns are made in the usual way, by rolling out the yeast dough, adding the almond–cinnamon filling, rolling it up, and cutting the log into smaller rolls. These are laid beside each other, with one cut surface down, in a baking pan (usually circular), and during the process of rising and baking, the buns stick together. It is often garnished with vanilla custard and glaze.","['almond', 'vanilla', 'wheat_flour']",3,False,worldcuisines
canel,Canelé,French,pastry,"[""France""]",Western Europe,"The dish is a small pastry flavored with rum and vanilla with a soft and tender custard center and a dark, thick caramelized crust. It takes the shape of a small, striated cylinder up to five centimeters in height with a depression at the top.","['butter', 'salt', 'sugar', 'vanilla', 'wheat_flour']",5,True,worldcuisines
carac,Carac,Swiss,pastry,"[""Switzerland""]",Western Europe,"The dish is a tart-like dessert pastry traditionally made of ingredients such as chocolate, cream, fondant, and shortbread pie crust. It consists of a pie crust filled with a light ganache of blended cream and chocolate that is covered with green colored icing or fondant.","['cheese', 'chocolate', 'cream']",3,True,worldcuisines
chatti_pathiri,Chatti pathiri,Indian,pastry,"[""India""]",Southern Asia,"The dish uses pastry sheets or pancakes made with flour, egg, oil and water. The filling can be sweet, made with sweetened seasoned beaten eggs, nuts and raisins, or savoury, with the traditional meat filling used in samosas or savoury puffs. The flour is kneaded into soft dough and rolled into thin pancakes which are softened in milk and arranged in layers with filling between them and baked. It is considered an essential part of any festival, pre- and post-wedding events. ","['egg', 'milk', 'vegetable_oil', 'wheat_flour']",4,False,worldcuisines
