dish_id,protein_g,fat_g,carb_g,fiber_g,iron_mg,zinc_mg,b12_ug,calcium_mg,vitamin_c_mg,calorie_kcal,NDI,meal_role,missing_nutrients_ingredients
bratwurst,33.629999999999995,44.07,29.939999999999998,2.09,3.8699999999999997,3.5,1.95,160.4,1.65,655.0,4.97407884736129,Full Main,
budae_jjigae,23.869999999999997,22.57,39.005,4.53,5.595000000000001,2.745,0.875,317.45,9.13,452.54999999999995,6.321184922444453,Full Main,
bun_rieu,20.0,2.98,127.87,2.22,3.1100000000000003,3.26,5.49,196.8,8.79,632.6999999999999,5.08570543658263,Full Main,
caldo_verde,13.240000000000002,26.695,30.835,5.165,4.009,1.71,0.52,111.60000000000001,53.82,409.55,6.194406524036606,Full Main,
callaloo,15.3,12.955,12.694999999999999,5.015000000000001,5.344999999999999,3.0700000000000003,4.55,201.95000000000002,48.98,210.45,19.202440863167876,Light Main,
cannoli,7.4399999999999995,54.0,64.99000000000001,2.4400000000000004,3.5440000000000005,0.8580000000000001,0.11800000000000001,67.0,0.48,766.8,1.1975350042642692,Heavy Main,
carnitas,68.85999999999999,45.065000000000005,4.585,0.7250000000000001,2.191,4.861,1.75,36.95,7.4399999999999995,711.85,4.8995367131210354,Heavy Main,
causa,19.21,24.01,37.809999999999995,6.69,2.4650000000000003,1.823,0.19999999999999998,42.3,45.5,440.0,5.148248720975993,Full Main,
char_kway_teow,28.884999999999998,26.444999999999997,169.39000000000001,2.54,3.1519999999999997,2.5450000000000004,1.45,92.9,5.16,1044.95,2.51573861698748,Heavy Main,
char_siu_bao,24.91,14.21,71.52,2.16,4.37,1.751,0.42,18.900000000000002,0.36,524.6,3.225476814878264,Full Main,
chilaquiles,22.8,21.71,50.32,6.84,4.8500000000000005,2.6900000000000004,1.0,394.50000000000006,16.28,490.79999999999995,6.507292625874537,Full Main,
chili,59.77,25.154999999999998,65.86,17.555000000000003,12.370000000000001,10.340000000000002,3.75,213.00000000000003,23.625000000000004,732.6,9.369607702941037,Heavy Main,
chimichurri,1.87,40.5,7.055,2.45,1.354,0.4025,0.0,46.9,15.094999999999999,392.20000000000005,1.6822151727812107,Light Main,
chole_bhature,33.57,38.2,137.27,23.74,11.267999999999999,4.74,0.0,145.6,10.45,1006.5999999999999,4.171922741364426,Heavy Main,
churrasco,65.32,47.525,1.655,0.105,6.65,11.3103,6.25,54.87,1.56,720.85,6.82893761883843,Heavy Main,
churros_mexican,11.915,55.92,81.265,2.16,4.237,0.9655,0.3555,32.6,0.0,872.65,1.356437478880612,Heavy Main,
cobb_salad,43.43,36.05,7.35,3.82,2.98,3.9259999999999997,1.4200000000000002,216.9,13.69,524.8,6.817678637419492,Full Main,
conch_fritters,29.2,46.85,41.46,2.0300000000000002,3.4340000000000006,1.3200000000000003,1.33,42.3,27.02,701.7,3.8125097552203147,Heavy Main,
coquito,9.283,29.773,41.1,2.2,2.173,1.4959999999999998,0.78,146.43000000000004,2.8000000000000003,451.53,3.268010457565969,Full Main,
couscous,24.049999999999997,12.129999999999999,144.53,12.36,9.531999999999998,2.539,0.017,83.69999999999999,5.59,787.6,3.4257204197529236,Heavy Main,
coxinha,34.31,61.82,46.830000000000005,1.6199999999999999,4.2059999999999995,2.476,0.663,60.3,0.18,883.4,2.5038125032465084,Heavy Main,
croquetas,23.68,55.599999999999994,34.519999999999996,1.08,2.766,1.838,0.794,121.4,0.0,730.6,2.521979799559871,Heavy Main,
cubano_sandwich,42.41,26.939999999999998,40.17,2.56,4.12,3.5900000000000003,1.15,438.59999999999997,0.7700000000000001,580.9,5.9812968730166185,Full Main,
currywurst,29.32,43.04,14.32,0.36,2.3,3.13,1.95,30.1,6.3,562.9,4.8872502914073355,Full Main,
dakgalbi,51.74,15.625000000000002,20.575000000000003,6.755000000000001,3.7,3.9050000000000002,0.6000000000000001,95.25,32.17,431.95,8.378780612835483,Full Main,
dan_tat,13.579999999999998,37.239999999999995,59.71,1.35,3.3600000000000003,1.2380000000000002,0.738,72.1,0.24,626.6,2.2960165698754906,Full Main,
dim_sum_items,36.2,12.56,45.94,1.6199999999999999,4.84,2.38,1.48,68.2,1.84,438.6,6.4470185537217,Full Main,
doner_kebab,46.05,33.71,33.585,2.5149999999999997,5.01,6.43,4.05,216.5,7.13,627.4499999999999,7.240647541866761,Full Main,
doro_wot,57.40000000000002,44.64,18.884999999999998,4.8100000000000005,3.8059999999999996,4.462000000000001,1.201,121.9,18.37,703.7,5.351120781701995,Heavy Main,
duck_confit,48.32,71.025,1.655,0.105,6.35,4.560499999999999,7.5,37.75,8.56,849.95,4.825207865974968,Heavy Main,
eclair,13.14,56.50000000000001,41.50000000000001,3.2600000000000002,5.0760000000000005,1.7270000000000003,0.7160000000000002,88.3,0.30000000000000004,713.9000000000001,2.4456539864860356,Heavy Main,
eggplant_parm,23.82,43.69,33.41,7.74,3.162,3.0700000000000003,1.23,484.99999999999994,14.0,607.5,5.629190197091431,Full Main,
eggs_benedict,33.035000000000004,44.895,31.104999999999997,1.7599999999999998,4.374,3.001,1.574,222.50000000000003,2.65,663.25,4.6409907050691075,Full Main,
egusi_soup,39.06999999999999,62.43,19.39,9.11,5.882,3.48,0.8,153.5,24.699999999999996,751.4000000000001,4.848509813907737,Heavy Main,
escovitch_fish,41.11,36.82,9.215,2.2,1.3530000000000002,1.2275000000000003,2.0,46.8,55.885000000000005,526.5999999999999,7.0480043229758405,Full Main,
fattoush,3.56,15.95,17.43,2.6100000000000003,1.6740000000000002,0.486,0.0,88.75,19.450000000000003,219.0,4.028981926242201,Light Main,
feijoada,73.74999999999999,29.855,141.795,24.615000000000002,10.245000000000001,9.920000000000002,1.35,256.95,4.38,1137.45,5.430319091139347,Heavy Main,
fesenjan,60.290000000000006,81.95,23.91,5.87,4.199,5.741,0.6000000000000001,115.4,3.26,1036.5,3.296270540843623,Heavy Main,
fish_tacos,30.310000000000002,20.06,34.23,4.53,3.06,1.321,1.2149999999999999,128.9,17.65,442.20000000000005,6.166414745112166,Full Main,
focaccia,12.0,21.2,91.56,3.2399999999999998,5.641,0.8402999999999999,0.0,18.919999999999998,0.0,613.6,1.8120222527002185,Full Main,
fondue,44.75,52.14,42.45,2.16,4.18,5.64,2.25,1293.5,0.0,858.0,6.1003155094064185,Heavy Main,
fufu,4.0,0.25,50.25,7.5,1.5,0.75,0.0,75.0,6.0,215.0,4.472968891573543,Light Main,
ful_medames,33.484,17.131,99.128,24.463,9.808,5.52,0.0,227.23000000000002,11.261,671.1,6.486704755368144,Full Main,
gado_gado,22.78,26.77,22.470000000000002,6.5600000000000005,5.890000000000001,2.71,0.55,233.20000000000002,31.799999999999997,397.3,7.577166799416988,Light Main,
galaktoboureko,17.52,34.8,93.36000000000001,1.6199999999999999,3.7009999999999996,1.7009999999999998,1.276,214.1,0.0,751.3,2.892537014725222,Heavy Main,
galette,26.435000000000002,31.300000000000004,77.18499999999999,2.7,5.733000000000001,2.6835,1.1755,335.00000000000006,0.0,704.25,4.105575763722729,Heavy Main,
gambas_al_ajillo,49.760000000000005,43.775,7.865,1.715,5.2540000000000004,3.305,3.0,174.95000000000002,12.48,588.0500000000001,7.214547113365241,Full Main,
ghormeh_sabzi,36.62,36.730000000000004,31.82,8.79,5.989,5.671,2.6,155.60000000000002,27.679999999999996,596.4,8.133139868552345,Full Main,
gozleme,21.759999999999998,22.52,80.49,4.140000000000001,6.272000000000001,2.319,0.617,359.90000000000003,15.580000000000002,616.4000000000001,4.519692849511149,Full Main,
gulab_jamun,7.4350000000000005,35.85,95.335,1.08,1.945,0.6995,0.47550000000000003,123.19999999999999,0.0,723.1499999999999,1.3529527852282468,Heavy Main,
gyudon,32.725,15.694999999999999,66.735,1.58,4.615,6.8705,2.5,87.05,3.21,557.3000000000001,6.9759720710734525,Full Main,
halloumi,37.5,59.5,1.95,0.0,1.106,4.95,2.25,1081.6,0.0,692.9,6.59535378109487,Full Main,
halo_halo,6.085000000000001,13.89,47.675000000000004,2.4699999999999998,0.632,0.907,0.65,186.29999999999998,3.015,330.0,3.587441514714242,Light Main,
harissa,7.904999999999999,24.244999999999997,31.869999999999997,15.24,7.526999999999999,1.695,0.0,145.2,47.025,358.0,8.011402935983941,Light Main,
horiatiki,11.77,33.54,10.45,2.2800000000000002,0.962,1.7200000000000002,0.6,315.20000000000005,53.33,381.20000000000005,6.348986794946921,Light Main,
hot_dog,20.275000000000002,24.465,28.075,2.005,3.0199999999999996,2.09,1.04,150.15,1.2799999999999998,415.7,4.952690241359956,Full Main,
hu_tieu,31.87,9.425,128.755,1.945,1.8650000000000002,2.46,1.05,62.85,4.2,743.7500000000001,3.0529923484545325,Heavy Main,
idli,15.400000000000002,0.8500000000000001,58.25,15.750000000000002,4.6000000000000005,2.75,0.0,45.5,2.2,306.0,7.0658263305322135,Light Main,
injera,15.0,1.5,114.45,4.05,6.8999999999999995,1.05,0.0,22.5,0.0,546.0,2.5203764489478773,Full Main,
iskender_kebab,47.05,50.01999999999999,33.38,2.2199999999999998,5.144,6.457999999999999,4.159,226.5,4.95,772.7,5.886906185857912,Heavy Main,
jalebi,10.0,30.92,121.75999999999999,2.16,3.778,0.686,0.15,34.6,0.1,800.4000000000001,1.1723845869273155,Heavy Main,
jerk_chicken,63.1,29.29,25.115000000000002,5.13,3.8909999999999996,4.612,0.75,88.6,19.15,617.1,5.682147305871176,Full Main,
jjajangmyeon,49.68,32.480000000000004,127.36,7.829999999999999,9.359,4.77,0.56,106.1,10.579999999999998,1011.0000000000001,3.8397197922420467,Heavy Main,
jokbal,69.455,35.08,3.27,0.20500000000000002,2.4149999999999996,4.8999999999999995,1.75,32.85,3.31,624.4000000000001,5.460363449633148,Full Main,
jollof_rice,31.370000000000005,28.265,68.465,3.4650000000000003,3.0869999999999997,4.22,0.30000000000000004,103.64999999999999,57.47,655.0500000000001,4.772464303034488,Full Main,
karaage,52.00500000000001,54.980000000000004,26.16,1.015,3.6189999999999993,3.5600000000000005,0.6000000000000001,47.349999999999994,1.81,812.2,3.3115577273420174,Heavy Main,
kare_kare,52.839999999999996,57.275000000000006,13.845,5.8950000000000005,6.4110000000000005,8.58,3.75,90.24999999999999,3.92,772.35,6.48442549588403,Heavy Main,
katsu_curry,54.529999999999994,57.43,83.67000000000002,2.2800000000000002,5.568,5.840000000000001,1.38,149.8,1.5,1084.9,3.5196253649567324,Heavy Main,
keftedes,44.074,45.82599999999999,13.123000000000001,1.1980000000000002,7.101,7.354,3.97,122.93,1.711,652.6500000000001,6.860790766559553,Full Main,
khao_man_gai,54.230000000000004,15.315000000000001,60.325,1.105,3.7450000000000006,5.54,0.6000000000000001,98.64999999999999,2.06,610.75,4.976155331456192,Full Main,
kibbeh,38.835,44.145,50.544999999999995,2.6849999999999996,5.686999999999999,6.0089999999999995,3.137,41.099999999999994,2.34,755.8500000000001,5.317414021521978,Heavy Main,
kitfo,53.470000000000006,54.9,5.03,2.8000000000000003,5.956,9.277,5.051,58.0,7.6000000000000005,743.3000000000001,6.589719532003938,Heavy Main,
kofte,41.87199999999999,23.922,15.191,1.874,6.8629999999999995,7.138,3.75,122.69000000000001,2.4509999999999996,456.27,9.682582061436687,Full Main,
koobideh,52.751999999999995,30.139,5.6370000000000005,1.439,5.580000000000001,9.116299999999999,5.0,59.21,2.96,523.53,8.973188695267659,Full Main,
kunefe,26.27,51.300000000000004,76.85,1.6199999999999999,3.3559999999999994,3.0900000000000003,1.251,593.3000000000001,0.0,872.0000000000001,3.5584920303957,Heavy Main,
labneh,20.0,16.2,7.2,0.0,0.29300000000000004,1.2003000000000001,1.5,220.87,1.0,250.6,7.880384623800427,Light Main,
lagman,41.05,34.275,120.36500000000001,6.254999999999999,6.974,5.3999999999999995,2.08,67.15,47.65,958.7500000000001,5.085214597079004,Heavy Main,
lahmacun,29.759999999999998,12.950000000000001,66.65500000000002,3.2199999999999998,6.02,4.35,2.0,44.099999999999994,26.365,515.9499999999999,7.266143639823261,Full Main,
laksa,23.58,25.485,138.53000000000003,6.705,4.165,2.5450000000000004,0.9299999999999999,99.05,13.410000000000002,872.5500000000001,3.009410062874047,Heavy Main,
lomo_saltado,44.230000000000004,37.989999999999995,44.160000000000004,2.88,5.589,8.24,3.75,77.4,20.4,712.3000000000001,6.7456681088577755,Heavy Main,
loukoumades,10.58,42.78,97.66,2.2,4.144,0.8620000000000001,0.22,24.6,0.1,811.6000000000001,1.2771309518475606,Heavy Main,
lumpia,21.08,38.879999999999995,34.76,2.64,2.5980000000000003,1.54,0.42,33.4,16.14,574.1999999999999,2.9836957423164323,Full Main,
macarons,17.939999999999998,49.8,73.32,7.5,2.964,2.404,0.474,189.20000000000002,0.0,780.1999999999999,2.6160180928189134,Heavy Main,
mafe,53.449999999999996,55.79,28.56,8.54,4.799,4.8,0.44999999999999996,112.89999999999999,15.520000000000001,802.3000000000001,4.482504214524655,Heavy Main,
malai_kofta,30.86,76.49,18.580000000000002,2.24,2.5880000000000005,4.7780000000000005,1.544,764.4,15.8,874.1000000000001,4.687646563862099,Heavy Main,
manakish,17.5,25.9,76.69,2.7,4.894,1.69,0.44999999999999996,231.45,0.0,617.5,3.0132452342978655,Full Main,
manti_turkish,32.305,21.16,65.07,2.725,5.982,4.4190000000000005,2.242,69.10000000000001,3.4299999999999997,592.95,6.096727943426654,Full Main,
manty,33.83,29.939999999999998,64.77000000000001,2.8400000000000003,5.462000000000001,4.449000000000001,2.617,40.6,2.96,672.9000000000001,5.4594991376088124,Full Main,
meatloaf,59.97,34.34,27.76,1.6700000000000002,7.31,9.81,5.33,166.50000000000003,5.22,681.1,7.5282196718109216,Full Main,
mee_goreng,41.155,26.615,115.42999999999999,4.989999999999999,6.989,3.825,0.73,76.1,1.48,875.5500000000001,3.516836211713717,Heavy Main,
mofongo,19.22,29.05,48.910000000000004,5.41,1.282,1.56,0.42,33.10000000000001,20.880000000000003,514.9,3.479012302084743,Full Main,
mole,58.08,33.79,37.03,9.150000000000002,7.0,5.07,0.6600000000000001,139.25,14.440000000000001,673.8,5.91632197820978,Full Main,
muhammara,11.375000000000002,53.99999999999999,27.570000000000004,7.235000000000001,3.072,2.098,0.0,125.95,136.36,605.8000000000001,4.726321604004007,Full Main,
mujaddara,28.76,21.46,93.88000000000001,32.120000000000005,8.632,4.5200000000000005,0.0,77.0,8.84,682.8,5.525330296859296,Full Main,
nasi_goreng,27.975,25.29,63.48500000000001,2.6450000000000005,3.799,4.11,0.73,117.05,6.84,600.6,4.1558645779425,Full Main,
nasi_lemak,24.1,28.169999999999998,63.540000000000006,3.7,4.380000000000001,4.050000000000001,0.8500000000000001,117.2,1.9600000000000002,595.9,4.158558713014158,Full Main,
nasi_padang,38.000000000000014,22.875,65.685,4.585000000000001,4.825,5.04,0.8500000000000001,129.25,10.280000000000001,624.1500000000001,5.189403331676823,Full Main,
nicoise_salad,27.16,29.07,12.979999999999999,2.19,2.662,1.45,8.39,56.599999999999994,20.199999999999996,421.4,7.429491881319124,Full Main,
oxtail_stew,74.98999999999998,38.065,34.895,8.345,8.875,12.930000000000001,6.25,126.35000000000001,11.850000000000001,804.35,7.254965805969722,Heavy Main,
pajeon,21.97,21.3,65.17,2.8400000000000003,5.279000000000001,1.74,1.0,70.2,3.56,541.0,4.042465852077682,Full Main,
paneer_butter,39.690000000000005,88.565,8.955,1.165,1.377,5.285,2.345,1134.35,11.620000000000001,983.85,5.087228729552255,Heavy Main,
pao_de_queijo,18.549999999999997,30.539999999999996,18.380000000000003,2.4,1.355,2.4000000000000004,1.215,435.2,1.92,419.9,5.862766404562071,Full Main,
pasteis_de_nata,12.74,43.55,70.2,1.35,3.208,1.153,0.6500000000000001,79.6,0.36,720.0,1.8775272566939236,Heavy Main,
pastelitos,29.38,45.8,61.3,2.16,4.318,2.36,0.72,161.00000000000003,0.36,782.2,2.910169747295802,Heavy Main,
pastitsio,60.78,49.78,120.79999999999998,5.249999999999999,9.004,8.478000000000002,3.7640000000000002,407.59999999999997,4.8,1186.3,4.746911559690789,Heavy Main,
pav_bhaji,8.56,18.47,52.39999999999999,5.2700000000000005,3.234,0.998,0.034,186.1,54.51,405.6,5.136402059478983,Full Main,
pernil,83.07999999999998,57.095000000000006,6.915,0.655,2.8089999999999997,5.925,2.1,56.5,8.01,890.75,4.3966030539143075,Heavy Main,
picanha,65.0,37.5,0.0,0.0,6.515,11.2505,6.25,46.2,0.0,625.0,7.790044444444445,Full Main,
pide,41.0,24.919999999999998,77.61,2.9400000000000004,7.29,5.59,2.6700000000000004,258.9,2.7800000000000002,717.1,6.256490840230905,Heavy Main,
pierogi,19.455000000000002,23.15,92.16499999999999,4.8,5.493,1.9835000000000003,0.4755,249.09999999999997,17.32,662.05,3.681755354967348,Full Main,
piri_piri,62.355,39.245000000000005,12.205,4.83,3.747,4.5040000000000004,0.75,81.90000000000002,22.47,650.85,5.388311721568232,Full Main,
plantain,2.75,30.75,57.0,6.5,0.668,0.375,0.0,12.5,21.75,487.7,1.8757687303924746,Full Main,
plov,32.534,42.451,68.858,3.583,5.646000000000001,6.404,2.6,138.98,8.291,790.1000000000001,5.281339987832837,Heavy Main,
polenta,14.13,29.549999999999997,31.310000000000002,3.0,0.979,1.958,0.709,280.6,10.2,423.79999999999995,4.464163988703867,Full Main,
pot_roast,67.39999999999999,37.699999999999996,21.159999999999997,3.56,7.34,11.65,6.25,77.0,21.16,719.0,7.67392984082831,Heavy Main,
poutine,19.135,32.15,34.795,4.4,2.023,2.5935,0.9254999999999999,460.2,39.6,503.34999999999997,6.223123972701802,Full Main,
pretzel,12.09,9.299999999999999,96.57000000000001,3.2399999999999998,5.541999999999999,0.8499999999999999,0.017,21.65,0.0,527.85,2.1253195564079332,Full Main,
profiterole,12.97,58.0,39.480000000000004,2.715,4.49,1.584,0.7120000000000001,91.15,0.36,721.1,2.2847259367852906,Heavy Main,
prosciutto,29.54,18.790000000000003,14.959999999999999,0.8099999999999999,1.8600000000000003,2.42,0.8600000000000001,228.60000000000002,0.48,353.70000000000005,6.215113696029727,Light Main,
pupusa,31.209999999999997,20.51,42.129999999999995,7.08,2.7,3.7299999999999995,0.88,330.9,8.4,463.50000000000006,6.741842838930217,Full Main,
raclette,32.22,39.720000000000006,20.419999999999998,2.54,1.6800000000000002,4.3,1.7999999999999998,881.8,21.28,568.5999999999999,7.78475169259552,Full Main,
rendang,57.497,54.86999999999999,24.054,8.129,9.485999999999999,10.427999999999997,5.0,108.59,21.554000000000002,820.56,7.221964945348976,Heavy Main,
rice_and_peas,19.94,12.935,100.385,11.705,5.5249999999999995,4.75,0.0,151.45000000000002,4.4399999999999995,595.0500000000001,4.337080820569603,Full Main,
rojak,6.57,10.0,21.740000000000002,3.0,1.4360000000000002,0.909,0.0,34.00000000000001,24.240000000000002,187.39999999999998,5.46689643808107,Side/Snack,
roti_caribbean,43.31,22.06,124.60000000000001,14.760000000000002,9.976,4.275,0.24,104.7,14.729999999999999,870.0,4.544869051765605,Heavy Main,
saganaki,26.61,53.18,13.675,0.685,1.5620000000000003,3.411,1.5,726.0500000000001,5.3,637.3000000000001,5.304538288219443,Full Main,
salt_pepper_squid,35.512,43.099000000000004,33.507000000000005,2.9690000000000003,3.479,3.3713,2.6,89.91000000000001,13.600000000000001,668.4300000000001,5.492146216979035,Full Main,
sancocho,40.46,11.924999999999999,38.565000000000005,4.615,2.5389999999999997,3.1199999999999997,0.44999999999999996,51.25,27.18,415.75000000000006,6.732211731610407,Full Main,
sardines_grilled,40.11,16.630000000000003,0.93,0.28,1.125,1.0063,2.0,27.42,5.3,311.29999999999995,8.659648664145935,Light Main,
satay_indonesian,60.275000000000006,39.36,12.455,5.345,4.72,4.92,0.6000000000000001,89.45000000000002,5.92,632.3000000000001,5.260890461744486,Full Main,
schnitzel,63.080000000000005,72.16,30.17,1.35,4.134,4.57,1.73,113.8,1.2000000000000002,1032.8,3.5231380419219307,Heavy Main,
sfeeha,30.01,24.47,64.99,3.1100000000000003,5.6899999999999995,4.32,2.08,33.800000000000004,4.34,605.3,5.622069983543633,Full Main,
shakshuka,15.644000000000002,26.051,15.728,3.583,4.508000000000001,1.9640000000000004,1.1,120.13,76.681,347.7,9.514213169950876,Light Main,
shashlik,51.352,42.138999999999996,5.727,1.439,3.801,7.721,5.2,57.09,3.01,613.3299999999999,7.130093568878564,Full Main,
simit,12.685,8.44,84.81,4.470000000000001,6.795000000000001,1.8705,0.0,161.3,0.0,469.3,3.4743096238941114,Full Main,
sinigang,43.18999999999999,21.35,7.89,2.89,2.5500000000000003,3.2700000000000005,1.05,66.2,22.01,400.7,7.724321542639486,Full Main,
sisig,60.02,31.630000000000003,8.93,3.5900000000000007,2.98,4.506,1.73,57.1,16.32,570.0,6.711926280347335,Full Main,
som_tam,5.859999999999999,7.894999999999999,18.275,4.995,1.4799999999999998,0.8315,0.03,51.74999999999999,14.41,155.0,6.444002234324814,Side/Snack,
sopes,16.685000000000002,13.425,41.395,8.035,2.6959999999999997,2.523,0.3165,210.15000000000003,6.91,339.8,6.108821121328479,Light Main,
souvlaki,55.07,36.03,37.51,2.2800000000000002,3.216,3.9859999999999998,1.26,74.69999999999999,33.4,705.0999999999999,5.273905249795195,Heavy Main,
spaetzle,18.685,20.08,78.175,2.7,5.6320000000000014,1.6135000000000002,0.8204999999999999,86.1,0.0,575.65,3.398011458030568,Full Main,
stroganoff,63.17499999999999,59.11,81.185,4.21,8.562999999999999,9.983500000000001,4.6045,98.19999999999999,3.7799999999999994,1126.25,4.682940391708427,Heavy Main,
suya,61.160000000000004,55.410000000000004,11.69,5.6899999999999995,7.376,10.28,5.0,82.99999999999999,9.08,794.7,6.751536287210127,Heavy Main,
tagine,55.903999999999996,56.145999999999994,37.093,10.017999999999999,8.003,8.644,4.68,132.68,15.581,868.05,6.47913881713778,Heavy Main,
tahdig,8.694,17.039,58.15100000000001,0.8380000000000001,1.7480000000000002,2.4090000000000003,0.259,94.91,0.9580000000000001,424.20000000000005,2.481923022234196,Full Main,
tamagoyaki,15.385,16.884999999999998,6.08,0.0,2.148,1.5855,1.3199999999999998,68.25,0.0,237.8,7.145378451097542,Light Main,
tiropita,29.96,46.17,47.050000000000004,1.6199999999999999,3.834,3.468,1.5639999999999998,607.4,0.0,727.1,4.816274817650145,Heavy Main,
tonkotsu_ramen,44.855,22.99,92.725,3.8249999999999997,6.074999999999999,3.9850000000000003,1.11,71.65,2.04,769.9000000000001,4.2801280202241365,Heavy Main,
tortilla_espanola,17.040000000000003,40.14,38.42,5.08,3.5480000000000005,1.9800000000000002,1.1,89.5,42.56,578.2,4.797730230106571,Full Main,
tostones,2.52,40.625,47.255,5.305000000000001,0.638,0.36030000000000006,0.0,19.770000000000003,18.96,539.0500000000001,1.4873670784996265,Full Main,
tzatziki,15.795,11.0,9.68,0.5449999999999999,0.501,1.083,1.125,185.05,6.64,194.8,8.738381171646058,Side/Snack,
uttapam,15.800000000000002,0.9100000000000001,60.89,16.330000000000002,4.7,2.83,0.0,52.1,6.460000000000001,317.6,7.248387982015187,Light Main,
warak_enab,17.849999999999998,22.93,26.13,1.1800000000000002,1.8760000000000003,3.2459999999999996,1.56,41.900000000000006,9.559999999999999,383.29999999999995,5.969346478086368,Light Main,
wonton_noodle,40.14,15.72,98.43,3.91,6.22,3.25,0.8699999999999999,53.3,0.96,704.6000000000001,4.1090725592570605,Heavy Main,
