dish_id,H_mean,BT_strength,E_composite,E_carbon,E_water,E_energy,cuisine,cook_method,source,log_H,log_E,log_DEI,Z_H,Z_E,DEI_z,rank_DEI,rank_invE,rank_shift,DEI_tier,is_pareto,calorie_kcal,protein_g,NDI,meal_role,category
belgian_bun,5.9452,-0.0567,0.2477369273365575,1.421,689.4,0.8,British,bake,worldcuisines_llm,1.7825841712926027,-1.3953878727078526,3.177972044000456,-0.1265087998105834,0.087460411072903,-0.2139692108834864,1342,1328,-14,C,False,992.17,20.512,2.26011139080472,Heavy Main,Starch/Carb
belgian_waffle,6.8711,0.3387,0.276861706732258,2.1761,973.4,0.8,Belgian,bake,worldcuisines_llm,1.9273242098653136,-1.2842371511375688,3.2115613610028824,1.0620109974679894,0.3191688737377398,0.7428421237302496,1240,1628,388,C,False,1214.1,28.35,2.7368448388957414,Heavy Main,Starch/Carb
belokranjska_povitica,6.6192,0.2311,0.4133554788175725,6.4005,2116.1,0.8,Slovenian,bake,worldcuisines_llm,1.88997451672501,-0.8834473327019526,2.7734218494269625,0.755317354456207,1.154668557135778,-0.399351202679571,2212,2283,71,E,False,2162.9,79.55,3.01034825978189,Heavy Main,Egg Dish
bento,6.1895,0.0476,0.1731103548211835,2.564,972.3,0.3,Japanese,steam,worldcuisines_llm,1.822854307989728,-1.7538259987093678,3.576680306699096,0.2041658025704572,-0.6597515364785054,0.8639173390489626,638,656,18,B,False,608.35,35.595000000000006,6.768957643454233,Full Main,Seafood Main
berger_cookies,6.1105,0.0139,0.2348924637766782,1.0656,570.3,0.8,American,bake,worldcuisines_llm,1.810008602895918,-1.44862747051955,3.258636073415468,0.0986844515597244,-0.0235246116742693,0.1222090632339937,1131,1193,62,C,False,247.48,3.435,3.3662031896232643,Light Main,Dessert
berner_haselnusslebkuchen,6.3406,0.1122,0.2189353643881297,0.665,411.1,0.8,Swiss,bake,worldcuisines_llm,1.8469734011952896,-1.518978732508182,3.365952133703472,0.4022175652333292,-0.170181174327437,0.5723987395607663,971,1044,73,B,False,255.65,7.114999999999999,3.553398814497973,Light Main,Dessert
bethmnnchen,5.9452,-0.0567,0.3208226259276525,1.295,1957.0,0.8,German,bake,worldcuisines_llm,1.7825841712926027,-1.136866875777215,2.919451047069818,-0.1265087998105834,0.6263818136433899,-0.7528906134539732,1989,1949,-40,D,False,1060.8500000000001,27.53,2.889770046766794,Heavy Main,Dessert
bhakkha,5.9452,-0.0567,0.1199219142895281,1.0308,496.0,0.3,Indian,steam,worldcuisines_llm,1.7825841712926027,-2.120914462260432,3.903498633553035,-0.1265087998105834,-1.424996263186192,1.2984874633756087,150,129,-21,A,False,394.49,6.598000000000001,3.6502925197188674,Light Main,Starch/Carb
bhakri,5.4803,-0.2553,0.2062763891897252,0.5821,220.3,0.8,Indian,bake,worldcuisines_llm,1.7011598439870448,-1.5785383143653944,3.2796981583524394,-0.7951173336830596,-0.2943410444041124,-0.5007762892789471,1094,940,-154,C,False,436.8,12.0,2.5230959516673797,Full Main,Starch/Carb
bhel_puri,6.8711,0.3387,0.1364197710564873,0.5531,163.2,0.5,Indian,no_cook,worldcuisines_llm,1.9273242098653136,-1.9920185949823983,3.919342804847712,1.0620109974679894,-1.156295684108451,2.2183066815764407,140,252,112,A,False,127.4,2.6,6.063360675605574,Side/Snack,Salad/Cold
bialy,5.7688,-0.132,0.2254029839357006,0.822,477.1,0.8,Polish,bake,worldcuisines_llm,1.7524640866204126,-1.4898654390625763,3.2423295256829894,-0.3738371636939558,-0.1094906419396111,-0.2643465217543446,1166,1106,-60,C,False,941.35,25.33,2.5423766226868154,Heavy Main,Starch/Carb
biangbiang_noodles,6.6192,0.2311,0.1358583348677781,0.6499,498.3,0.4,Chinese,boil,worldcuisines_llm,1.88997451672501,-1.996142591530081,3.8861171082550894,0.755317354456207,-1.164892703422396,1.9202100578786028,160,245,85,A,False,902.0,22.3,2.5183091606594936,Heavy Main,Starch/Carb
bibim_guksu,6.5523,0.2025,0.1477224256114347,0.834,647.9,0.4,Korean,boil,worldcuisines_llm,1.879816133048338,-1.9124202688006435,3.7922364018489816,0.6719027013503155,-0.9903623862431172,1.6622650875934328,252,379,127,A,False,798.7900000000001,23.572000000000003,3.188917754698498,Heavy Main,Starch/Carb
bibimbap,5.3446,-0.3132,0.3425836319664503,6.316,2058.8,0.5,Korean,unknown,original,1.6760867053810298,-1.0712394701632242,2.747326175544254,-1.0010031542688291,0.7631908693892313,-1.7641940236580604,2235,2046,-189,E,False,676.3,36.14,7.036463790862727,Full Main,Starch/Carb
bibingka,6.0291,-0.0209,0.2827501525908588,1.9075,1146.5,0.8,Filipino,bake,worldcuisines_llm,1.7965977458683042,-1.2631916243190011,3.0597893701873056,-0.0114375936806085,0.3630410735418439,-0.3744786672224525,1666,1676,10,D,False,1064.6000000000001,13.23,1.8954073354787235,Heavy Main,Dessert
bichak,5.8584,-0.0938,0.3785622104483434,5.8616,1677.1,0.8,Uzbek,bake,worldcuisines_llm,1.767876528764723,-0.9713748591127356,2.7392513878774585,-0.2472792824500509,0.9713719335715169,-1.2186512160215677,2243,2181,-62,E,False,915.51,32.904,4.322932755937312,Heavy Main,Dessert
bichon_au_citron,6.8711,0.3387,0.2489119291374117,1.5205,681.9,0.8,French,bake,worldcuisines_llm,1.9273242098653136,-1.390656143326733,3.317980353192046,1.0620109974679894,0.0973243303093785,0.964686667158611,1029,1340,311,C,False,969.4,12.759999999999998,1.7676916531878368,Heavy Main,Dessert
bicol_express,6.8711,0.3387,0.4161218623468933,2.636,1711.9,1.2,Filipino,braise,worldcuisines_llm,1.9273242098653136,-0.8767771232850518,2.804101333150365,1.0620109974679894,1.168573495833502,-0.1065624983655126,2169,2291,122,E,False,1002.8000000000001,61.044999999999995,5.494994966474822,Heavy Main,Pork Main
bierock,6.2661,0.0803,0.484272959035035,8.772,2661.3,0.8,Russian,bake,worldcuisines_llm,1.835154151547244,-0.7251065662855518,2.560260717832796,0.3051648607142306,1.484750944772972,-1.179586084058741,2362,2390,28,E,False,1429.8999999999999,61.34,4.37836852131558,Heavy Main,Red Meat Main
bifana,6.1895,0.0476,0.1990984207703943,1.3041,1014.4,0.5,Portuguese,saute,worldcuisines_llm,1.822854307989728,-1.613955999784758,3.4368103077744863,0.2041658025704572,-0.3681739203740477,0.572339722944505,869,881,12,B,False,610.91,40.704,4.832078741001496,Full Main,Pork Main
bife_a_cavalo,6.2661,0.0803,0.6065626853178046,13.284,4227.7,0.6,Portuguese,grill,worldcuisines_llm,1.835154151547244,-0.4999472000974867,2.335101351644731,0.3051648607142306,1.9541255908119195,-1.6489607300976887,2472,2489,17,E,False,1202.12,79.238,5.730121494354684,Heavy Main,Red Meat Main
bihun_goreng,6.2661,0.0803,0.2177198538572381,2.23,1074.3,0.5,Indonesian,fry,worldcuisines_llm,1.835154151547244,-1.52454611665815,3.359700268205394,0.3051648607142306,-0.1817871270754625,0.486951987789693,976,1029,53,B,False,836.55,42.855000000000004,4.195138367632541,Heavy Main,Starch/Carb
bijajica,5.6761,-0.1716,0.1653944298214066,1.0,529.3,0.5,Brazilian,fry,worldcuisines_llm,1.7362643771834745,-1.799422173976518,3.5356865511599924,-0.5068596194416762,-0.7548028283216017,0.2479432088799255,714,578,-136,B,False,733.6999999999999,16.48,2.2568251490154174,Heavy Main,Dessert
biko,6.4836,0.1732,0.1653915816890586,1.482,1139.2,0.3,Filipino,steam,worldcuisines_llm,1.8692759116558832,-1.7994393943682452,3.668715306024128,0.585352622214206,-0.7548387265185477,1.3401913487327537,444,577,133,A,False,1070.8,9.44,1.6621899662616884,Heavy Main,Dessert
biltong,5.3713,-0.3018,0.3879810052029441,12.0195,3114.25,0.0,African,raw,expanded,1.681069964883848,-0.9467988962197462,2.627868861103594,-0.9600835674531822,1.0226037969368107,-1.982687364389993,2329,2213,-116,E,False,510.02,52.375,9.04796252508107,Full Main,Red Meat Main
bindaetteok,6.4131,0.1431,0.1745277388655133,0.9384,700.3,0.5,Korean,fry,worldcuisines_llm,1.858342773371208,-1.745671587992753,3.60401436136396,0.4955761413879039,-0.6427525827660028,1.1383287241539066,577,666,89,B,False,868.1000000000001,50.595000000000006,5.940716593751957,Heavy Main,Plant Protein
bing,5.58,-0.2127,0.1449759793301548,0.5256,315.1,0.5,Chinese,fry,worldcuisines_llm,1.7191887763932197,-1.9311872100766976,3.650375986469917,-0.6470743781896374,-1.0294845714216108,0.3824101932319733,482,348,-134,A,False,634.4,15.0,2.1717995119634463,Full Main,Starch/Carb
binignit,6.4836,0.1732,0.174133859054808,1.2385,982.4,0.4,Filipino,boil,worldcuisines_llm,1.8692759116558832,-1.747930970618264,3.617206882274147,0.585352622214206,-0.6474625663570475,1.2328151885712535,548,663,115,B,False,908.3000000000001,9.760000000000002,2.269617424302,Heavy Main,Dessert
bionico,6.4131,0.1431,0.1610206639633185,0.9385,472.4,0.5,Mexican,no_cook,worldcuisines_llm,1.858342773371208,-1.8262225746352707,3.6845653480064784,0.4955761413879039,-0.8106718280699713,1.3062479694578752,412,527,115,A,False,493.8,6.515000000000001,3.757431983434414,Full Main,Dessert
birnbrot,6.5523,0.2025,0.2725821231108912,1.3429,1130.0,0.8,Swiss,bake,worldcuisines_llm,1.879816133048338,-1.2998153410671385,3.1796314741154763,0.6719027013503155,0.2866940648594277,0.3852086364908877,1337,1584,247,C,False,1636.71,36.497,2.1897876854161105,Heavy Main,Starch/Carb
birria,6.5451,0.1995,0.6700767260822106,12.760500000000002,3216.055,1.2,Mexican,braise,expanded,1.878716678083952,-0.400363056613031,2.279079734696982,0.662874625882908,2.161721983049347,-1.498847357166439,2494,2516,22,E,False,702.6,58.74399999999999,8.408615453875916,Heavy Main,Red Meat Main
biryani,7.5657,0.6353,0.302280515618866,2.5269,1305.9,0.8,Indian,unknown,original,2.0236248743541343,-1.196399833065339,3.220024707419473,1.8527752349567603,0.5022774460221677,1.3504977889345926,1220,1827,607,C,False,706.7400000000001,45.902,4.739492442608157,Heavy Main,Poultry Main
biscocho,5.7688,-0.132,0.2640003274016876,1.7461,874.5,0.8,Filipino,bake,worldcuisines_llm,1.7524640866204126,-1.3318049356786823,3.084269022299095,-0.3738371636939558,0.2200075001300645,-0.5938446638240203,1591,1494,-97,D,False,1320.8,26.21,2.039532755083936,Heavy Main,Starch/Carb
biscotti,5.6761,-0.1716,0.3327946438013112,2.1445,1925.7,0.8,Italian,bake,worldcuisines_llm,1.7362643771834745,-1.1002296645116203,2.8364940416950946,-0.5068596194416762,0.702756953442278,-1.209616572883954,2116,2010,-106,E,False,1908.75,37.445,2.0179049357831285,Heavy Main,Dessert
bisi_bele_bath,6.8711,0.3387,0.154656264332844,0.9774,725.5,0.4,Indian,boil,worldcuisines_llm,1.9273242098653136,-1.86655027415449,3.793874484019804,1.0620109974679894,-0.8947402814852656,1.956751278953255,248,463,215,A,False,524.5999999999999,18.468000000000007,6.034016022102185,Full Main,Starch/Carb
bissara,6.1105,0.0139,0.1883708036277896,0.5185,1420.3,0.4,Egyptian,boil,worldcuisines_llm,1.810008602895918,-1.6693428989774906,3.479351501873409,0.0986844515597244,-0.4836352784508394,0.5823197300105638,812,812,0,B,False,941.0500000000001,49.8,6.2001986820009245,Heavy Main,Plant Protein
bistek,6.6845,0.259,0.6743164518139992,12.775,3283.6,1.2,Filipino,braise,worldcuisines_llm,1.89979141344104,-0.3940557651794565,2.2938471786204966,0.8359279181253576,2.174870370941085,-1.3389424528157272,2487,2522,35,E,False,721.87,55.998000000000005,7.253990262703742,Heavy Main,Red Meat Main
biyet,6.7482,0.2862,0.220763919619057,0.8946,378.9,0.8,Turkish,bake,worldcuisines_llm,1.909275802655894,-1.5106613854540472,3.419937188109941,0.9138081263808402,-0.1528425581481,1.0666506845289403,902,1060,158,B,False,459.9,6.0,1.3382330746975235,Full Main,Dessert
bizcochito,6.0291,-0.0209,0.2470037556028278,1.4375,672.5,0.8,American,bake,worldcuisines_llm,1.7965977458683042,-1.3983517376000043,3.1949494834683083,-0.0114375936806085,0.0812818404976998,-0.0927194341783084,1290,1319,29,C,False,1061.52,12.542,1.1414781406868226,Heavy Main,Dessert
bizcocho,5.58,-0.2127,0.3015171707156085,2.5095,1297.8,0.8,Spanish,bake,worldcuisines_llm,1.7191887763932197,-1.1989283134726658,2.918117089865885,-0.6470743781896374,0.4970064923136989,-1.1440808705033363,1991,1822,-169,D,False,1754.55,23.855,1.4541832546449114,Heavy Main,Dessert
blaa,5.4803,-0.2553,0.2253303489007842,0.823,475.6,0.8,Irish,bake,worldcuisines_llm,1.7011598439870448,-1.490187736218139,3.191347580205184,-0.7951173336830596,-0.110162513227369,-0.6849548204556906,1303,1104,-199,C,False,948.7,25.0,2.4218179019486072,Heavy Main,Starch/Carb
black_and_white_cookie,5.7688,-0.132,0.3357213918645471,2.8975,1768.3,0.8,American,bake,worldcuisines_llm,1.7524640866204126,-1.091473653867171,2.843937740487584,-0.3738371636939558,0.7210100222198788,-1.094847185913835,2101,2018,-83,E,False,1651.0,23.399999999999995,1.908492426208961,Heavy Main,Dessert
black_bottom_pie,6.5523,0.2025,0.4692104586719006,5.469,3314.2,0.8,American,bake,worldcuisines_llm,1.879816133048338,-0.756703872016674,2.636520005065012,0.6719027013503155,1.4188821583910531,-0.7469794570407376,2321,2370,49,E,False,2357.3,37.02000000000001,2.596070730270875,Heavy Main,Dessert
black_bun,5.8584,-0.0938,0.3137105434905224,2.2335,1579.3,0.8,Scottish,bake,worldcuisines_llm,1.767876528764723,-1.15928455424345,2.9271610830081727,-0.2472792824500509,0.5796491812273115,-0.8269284636773624,1969,1913,-56,D,False,1943.12,27.777999999999995,1.567991514160562,Heavy Main,Dessert
black_pudding,5.4803,-0.2553,0.1603861634264856,0.7859,503.6,0.5,English,fry,worldcuisines_llm,1.7011598439870448,-1.8301708501977303,3.531330694184775,-0.7951173336830596,-0.8189025336185284,0.0237851999354687,719,516,-203,B,False,527.02,31.088,5.666148246315982,Full Main,Starch/Carb
black_sesame_roll,6.2661,0.0803,0.1895280767578971,0.813,987.8,0.5,Cantonese,no_cook,worldcuisines_llm,1.835154151547244,-1.663218103123804,3.498372254671048,0.3051648607142306,-0.4708673268681203,0.7760321875823509,780,821,41,B,False,865.8000000000001,17.5,4.752384752384751,Heavy Main,Dessert
blackberry_pie,6.4131,0.1431,0.2748214360615557,2.0391,976.6,0.8,American,bake,worldcuisines_llm,1.858342773371208,-1.291633715629838,3.149976489001045,0.4955761413879039,0.3037497512768808,0.1918263901110231,1408,1609,201,C,False,1575.5,16.01,1.0617808863445168,Heavy Main,Dessert
blanquette_de_veau,6.8711,0.3387,0.7113057292485934,13.703,3652.8,1.2,French,braise,worldcuisines_llm,1.9273242098653136,-0.3406529426587789,2.2679771525240926,1.0620109974679894,2.286195657303755,-1.2241846598357655,2500,2547,47,E,False,1059.92,65.318,5.285105102544154,Heavy Main,Red Meat Main
blini,5.4661,-0.2613,0.1576850185180856,0.918,421.755,0.5,Russian,pan_fry,expanded,1.6985653822525402,-1.847155789411236,3.5457211716637755,-0.8164215226631627,-0.8543098984832576,0.0378883758200948,697,489,-208,B,False,492.55,15.155,3.3829038239757963,Full Main,Starch/Carb
blintz,6.4836,0.1732,0.2341657904485567,3.3245,1051.2,0.5,Jewish,saute,worldcuisines_llm,1.8692759116558832,-1.451725908306044,3.321001819961928,0.585352622214206,-0.0299837173465365,0.6153363395607426,1024,1187,163,B,False,952.0699999999999,41.397000000000006,5.2152427767666145,Heavy Main,Dairy Main
blueberry_pie,6.4131,0.1431,0.2927970952221446,2.2651,1217.8,0.8,American,bake,worldcuisines_llm,1.858342773371208,-1.2282754176335875,3.086618191004796,0.4955761413879039,0.4358285503919074,0.0597475909959964,1585,1756,171,D,False,1917.75,21.124999999999996,1.173411452175629,Heavy Main,Dessert
bn_c,6.6845,0.259,0.1409979910143824,1.0425,477.2,0.4,Vietnamese,boil,worldcuisines_llm,1.89979141344104,-1.9590096368304213,3.858801050271462,0.8359279181253576,-1.087484120499068,1.9234120386244256,184,300,116,A,False,464.25,12.235000000000001,4.575340294241748,Full Main,Plant Protein
bndner_nusstorte,6.2661,0.0803,0.3863805529319364,3.0845,2571.6,0.8,Swiss,bake,worldcuisines_llm,1.835154151547244,-0.9509325067614094,2.786086658308653,0.3051648607142306,1.0139867359737085,-0.7088218752594779,2189,2209,20,E,False,3076.55,40.285000000000004,1.3385061971953132,Heavy Main,Dessert
bndnerfleisch,5.58,-0.2127,0.3119107290596971,6.2542,1558.3,0.5,Swiss,air_dry,worldcuisines_llm,1.7191887763932197,-1.1650382569228306,2.8842270333160505,-0.6470743781896374,0.5676548227235134,-1.2147292009131507,2048,1896,-152,D,False,259.49,26.4,11.936214431493633,Light Main,Red Meat Main
bnh_b,5.9452,-0.0567,0.1521168729111335,1.488,913.6,0.3,Vietnamese,steam,worldcuisines_llm,1.7825841712926027,-1.8831061528574469,3.6656903241500496,-0.1265087998105834,-0.9292532126487576,0.8027444128381742,451,434,-17,A,False,799.6,7.6000000000000005,1.469479328408793,Heavy Main,Dessert
bnh_bao,6.1105,0.0139,0.1519718879001244,1.289,965.8,0.3,Vietnamese,steam,worldcuisines_llm,1.810008602895918,-1.8840597232663527,3.694068326162271,0.0986844515597244,-0.931241056995324,1.0299255085550485,394,432,38,A,False,873.85,44.614999999999995,4.181414765611137,Heavy Main,Starch/Carb
bnh_bo,6.6845,0.259,0.1259551445654363,1.1775,557.5,0.3,Vietnamese,steam,worldcuisines_llm,1.89979141344104,-2.0718294309245144,3.9716208443655545,0.8359279181253576,-1.3226719868340222,2.15859990495938,95,167,72,A,False,378.5,16.580000000000002,4.096778313422964,Light Main,Starch/Carb
bnh_bt_lc,6.7482,0.2862,0.1325825233574011,1.3465,622.9,0.3,Vietnamese,steam,worldcuisines_llm,1.909275802655894,-2.0205500096346616,3.929825812290556,0.9138081263808402,-1.2157732127590286,2.129581339139869,130,218,88,A,False,290.65000000000003,29.695,8.134231156766852,Light Main,Mixed/Other
bnh_c,6.6192,0.2311,0.1418846794966296,1.3641,775.0,0.3,Vietnamese,steam,worldcuisines_llm,1.88997451672501,-1.95274066754682,3.84271518427183,0.755317354456207,-1.074415620225969,1.829732974682176,198,309,111,A,False,414.29999999999995,29.815,6.051019835958287,Full Main,Starch/Carb
bnh_canh,6.1895,0.0476,0.2012591667728184,2.3205,1142.9,0.4,Vietnamese,boil,worldcuisines_llm,1.822854307989728,-1.6031618145390902,3.426016122528818,0.2041658025704572,-0.3456720055537139,0.5498378081241712,892,904,12,B,False,974.8199999999999,47.797999999999995,3.511280419017232,Heavy Main,Poultry Main
bnh_chng,6.2661,0.0803,0.1823160525216723,1.9515,1295.8,0.3,Vietnamese,steam,worldcuisines_llm,1.835154151547244,-1.702013545652115,3.537167697199359,0.3051648607142306,-0.5517415867887168,0.8569064475029473,712,758,46,B,False,875.8199999999999,62.438,5.9189618482623905,Heavy Main,Pork Main
bnh_chui,6.5523,0.2025,0.3041192417486315,2.0725,1461.7,0.8,Vietnamese,bake,worldcuisines_llm,1.879816133048338,-1.190335411888749,3.070151544937087,0.6719027013503155,0.5149195385603722,0.1569831627899433,1641,1842,201,D,False,1382.15,22.874999999999996,2.7286633707789156,Heavy Main,Dessert
bnh_cun,6.9305,0.364,0.1666759104195429,1.7215,1095.1,0.3,Vietnamese,steam,worldcuisines_llm,1.9359319606712708,-1.7917040082487858,3.727635968920056,1.1326927683435817,-0.7387132853109935,1.8714060536545751,345,587,242,A,False,587.85,37.97500000000001,5.334375112379706,Full Main,Pork Main
bnh_da_ln,6.6845,0.259,0.1221740358833483,0.805,596.0,0.3,Vietnamese,steam,worldcuisines_llm,1.89979141344104,-2.102308727133108,4.002100140574147,0.8359279181253576,-1.3862101336658763,2.222138051791234,82,142,60,A,False,717.4,25.45,4.204569088873521,Heavy Main,Dessert
bnh_khoai_m,6.1105,0.0139,0.2221561701584454,0.8301,420.1,0.8,Vietnamese,bake,worldcuisines_llm,1.810008602895918,-1.5043746752461356,3.3143832781420537,0.0986844515597244,-0.1397370745586531,0.2384215261183775,1031,1075,44,C,False,595.5,5.4,2.098466250607309,Full Main,Dessert
bnh_l,5.6761,-0.1716,0.1601589574809022,1.8284,955.8,0.3,Vietnamese,steam,worldcuisines_llm,1.7362643771834745,-1.8315884726715377,3.567852849855012,-0.5068596194416762,-0.8218577562154175,0.3149981367737412,648,511,-137,B,False,427.27,38.043,7.021425094540457,Full Main,Mixed/Other
bnh_m,6.9885,0.3888,0.1786565771533408,1.0555,737.8,0.5,Vietnamese,no_cook,worldcuisines_llm,1.944265940942824,-1.722289879330675,3.666555820273498,1.2011264971206688,-0.5940103011862886,1.7951367983069573,447,721,274,A,False,598.85,32.615,4.8981387004264185,Full Main,Starch/Carb
bnh_t,5.4803,-0.2553,0.1205937032395552,1.0535,501.1,0.3,Chinese,steam,worldcuisines_llm,1.7011598439870448,-2.115328207996129,3.8164880519831743,-0.7951173336830596,-1.4133509731750251,0.6182336394919655,224,132,-92,A,False,260.0,5.4,2.6756465756465757,Light Main,Starch/Carb
bnh_tt,6.5523,0.2025,0.2066651639623537,2.031,1313.6,0.4,Vietnamese,boil,worldcuisines_llm,1.879816133048338,-1.5766553607874458,3.456471493835784,0.6719027013503155,-0.2904157772294875,0.962318478579803,848,944,96,B,False,914.52,62.438,5.669653527546193,Heavy Main,Pork Main
bnh_xo,6.9305,0.364,0.2011304913658752,1.8084,910.2,0.5,Vietnamese,fry,worldcuisines_llm,1.9359319606712708,-1.603801370793714,3.539733331464985,1.1326927683435817,-0.3470052456303682,1.47969801397395,708,901,193,B,False,643.44,47.227999999999994,6.681832714096794,Full Main,Starch/Carb
boat_noodles,5.2734,-0.3436,0.2502257719229492,4.533500000000001,1361.3000000000002,0.4,Thai,simmer,expanded,1.6626753158165175,-1.3853916809664395,3.048066996782957,-1.1111295723879642,0.1082988022968512,-1.2194283746848154,1703,1362,-341,D,False,722.1999999999999,22.970000000000002,3.6487336473489895,Heavy Main,Starch/Carb
bob_chorba,5.7688,-0.132,0.1376896703724349,0.541,559.1,0.4,Bulgarian,boil,worldcuisines_llm,1.7524640866204126,-1.9827528915120545,3.735216978132467,-0.3738371636939558,-1.1369800928438087,0.7631429291498529,334,267,-67,A,False,404.75,23.65,8.281400433346079,Full Main,Plant Protein
bobotie,6.0291,-0.0209,0.6333517128250482,13.3395,3922.1,0.8,South African,bake,worldcuisines_llm,1.7965977458683042,-0.4567293826667181,2.2533271285350223,-0.0114375936806085,2.0442188794126674,-2.055656473093276,2505,2508,3,E,False,1056.27,72.273,5.854638837682946,Heavy Main,Red Meat Main
bockwurst,5.7688,-0.132,0.4449719062581785,2.1821,1209.8,1.5,German,smoke,worldcuisines_llm,1.7524640866204126,-0.809744130812899,2.5622082174333114,-0.3738371636939558,1.3083126843346284,-1.682149848028584,2360,2337,-23,E,False,496.52,54.95,6.158342583864216,Full Main,Pork Main
boerewors,5.9452,-0.0567,0.5281030604090758,11.235,3466.7,0.6,South African,grill,worldcuisines_llm,1.7825841712926027,-0.6384638241542938,2.4210479954468966,-0.1265087998105834,1.6653692646244098,-1.7918780644349932,2443,2435,-8,E,False,774.4799999999999,79.367,6.303323494212866,Heavy Main,Red Meat Main
boiled_egg,5.4803,-0.2553,0.1125594035239394,0.4348,164.3,0.4,Global,boil,worldcuisines_llm,1.7011598439870448,-2.1842741653732403,3.885434009360285,-0.7951173336830596,-1.5570779914535704,0.7619606577705108,161,90,-71,A,False,71.5,6.300000000000001,9.788122988122987,Side/Snack,Egg Dish
boiled_peanuts,5.58,-0.2127,0.1439934376694522,0.7025,621.1,0.4,Global,boil,worldcuisines_llm,1.7191887763932197,-1.9379875521844752,3.657176328577695,-0.6470743781896374,-1.0436607890217071,0.3965864108320699,468,339,-129,A,False,1134.0,51.6,3.753172948940145,Heavy Main,Plant Protein
bokkeumbap,6.5523,0.2025,0.1675121825503206,1.0245,558.3,0.5,Korean,fry,worldcuisines_llm,1.879816133048338,-1.7866991987181282,3.6665153317664654,0.6719027013503155,-0.7282800941819038,1.4001827955322192,448,596,148,A,False,360.18999999999994,5.702,2.193819704022653,Light Main,Starch/Carb
bolani,6.4131,0.1431,0.1528636892559115,0.6504,413.9,0.5,Afghan,fry,worldcuisines_llm,1.858342773371208,-1.878208674590712,3.73655144796192,0.4955761413879039,-0.9190437678148607,1.4146199092027647,329,442,113,A,False,835.8499999999999,18.295,2.797527743271597,Heavy Main,Starch/Carb
boliche,6.2661,0.0803,0.9234362237348328,19.76,5568.3,1.2,Cuban,braise,worldcuisines_llm,1.835154151547244,-0.0796535410292968,1.914807692576541,0.3051648607142306,2.830283624108082,-2.525118763393852,2560,2563,3,E,False,1342.82,111.648,5.073337725889819,Heavy Main,Red Meat Main
bolillo,6.1105,0.0139,0.2312671225213975,0.8873,558.1,0.8,Mexican,bake,worldcuisines_llm,1.810008602895918,-1.4641818619949016,3.27419046489082,0.0986844515597244,-0.0559498095094613,0.1546342610691858,1102,1159,57,C,False,1111.35,30.0,2.4801798782093023,Heavy Main,Starch/Carb
bolo_de_rolo,5.6761,-0.1716,0.2982317540385207,2.4515,1258.3,0.8,Brazilian,bake,worldcuisines_llm,1.7362643771834745,-1.2098843966113748,2.946148773794849,-0.5068596194416762,0.4741670798021647,-0.981026699243841,1922,1799,-123,D,False,1733.9,25.32,1.5312201880054694,Heavy Main,Dessert
bolo_do_caco,6.5523,0.2025,0.1899804244723369,1.0194,567.6,0.6,Portuguese,grill,worldcuisines_llm,1.879816133048338,-1.6608342412224757,3.5406503742708137,0.6719027013503155,-0.4658978496703246,1.13780055102064,707,825,118,B,False,1035.0,22.91,2.5511474998431525,Heavy Main,Starch/Carb
bologna_sausage,5.6761,-0.1716,0.2411827034683305,1.7536,1229.8,0.6,Italian,grill,worldcuisines_llm,1.7362643771834745,-1.42220052703072,3.1584649042141946,-0.5068596194416762,0.0315658669318933,-0.5384254863735696,1389,1264,-125,C,False,507.65999999999997,55.295,6.107395167789921,Full Main,Pork Main
bondiola_sandwich,6.7482,0.2862,0.2932576728625812,1.9875,1301.8,0.8,Argentinian,roast,worldcuisines_llm,1.909275802655894,-1.2267036268715596,3.135979429527453,0.9138081263808402,0.4391051572906762,0.474702969090164,1441,1761,320,C,False,824.0999999999999,59.38,4.9277676307163025,Heavy Main,Pork Main
boortsog,5.7688,-0.132,0.305950552723611,1.6981,853.1,1.0,Central Asian,deep_fry,worldcuisines_llm,1.7524640866204126,-1.1843317824937158,2.9367958691141283,-0.3738371636939558,0.5274349025443382,-0.901272066238294,1937,1856,-81,D,False,1261.2,28.55,2.3288978086789696,Heavy Main,Starch/Carb
borek,5.4661,-0.2613,0.2588688454264978,2.171,671.2499999999999,0.8,Turkish,bake,expanded,1.6985653822525402,-1.3514337338551428,3.049999116107683,-0.8164215226631627,0.1790886596117862,-0.9955101822749488,1698,1448,-250,D,False,728.5,28.12,4.793244732846655,Heavy Main,Dairy Main
borlengo,6.4836,0.1732,0.2273171402264078,1.6645,1391.5,0.5,Italian,fry,worldcuisines_llm,1.8692759116558832,-1.4814091430194352,3.3506850546753184,0.585352622214206,-0.0918623681118426,0.6772149903260486,985,1126,141,B,False,1271.9999999999998,50.92,3.3392278580957835,Heavy Main,Pork Main
borodinsky_bread,5.58,-0.2127,0.200610519482855,0.5359,137.4,0.8,Russian,bake,worldcuisines_llm,1.7191887763932197,-1.6063899647352426,3.3255787411284623,-0.6470743781896374,-0.3524015139962541,-0.2946728641933833,1014,893,-121,B,False,276.45,6.0,2.014112131312348,Light Main,Dessert
