dish_id,name,primary_cuisine,E_composite,E_carbon,E_water,E_energy,E_land,log_E,cook_method,n_ingredients,total_grams,source,H_mean,H_bert
singapore_hokkien_mee,Singapore hokkien mee,Singaporean,0.21934612900716166,2.2935,1216.0,0.5,2.146,-1.5171042990881523,fry,12.0,435.0,worldcuisines_llm,,
penang_hokkien_mee,Penang hokkien mee,Malaysian,0.17500017759142583,1.8674,963.5,0.4,1.667,-1.7429682902509902,boil,11.0,360.0,worldcuisines_llm,,
singapore_hae_mee,Singapore hae mee,Singaporean,0.21123996363548958,2.7595,1323.8,0.4,2.391,-1.5547605232912627,boil,11.0,452.0,worldcuisines_llm,,
hokkien_char_mee,Hokkien char mee,Malaysian,0.3740501479251377,2.5385,1134.5,1.2,2.222,-0.983365405194913,braise,8.0,455.0,worldcuisines_llm,,
mee_siam,Mee siam,Malaysian,0.23324345721720782,2.799,1309.3,0.5,1.4455,-1.455672490163829,fry,11.0,525.0,worldcuisines_llm,,
pancit,Pancit,Filipino,0.1768067794472364,1.728,660.8,0.5,0.748,-1.732697784223957,saute,8.0,405.0,worldcuisines_llm,,
pancit_bihon,Pancit bihon,Filipino,0.1766093873231184,1.72,659.7,0.5,0.783,-1.733814836374952,saute,8.0,365.0,worldcuisines_llm,,
rat_na,Rat na,Thai,0.23012861789756212,2.481,1344.6,0.5,2.6775,-1.469116918107339,fry,10.0,562.0,worldcuisines_llm,,
shanghai_fried_noodles,Shanghai fried noodles,Chinese,0.3543898168198147,7.1135,2147.9,0.5,33.414,-1.0373577942424292,fry,8.0,425.0,worldcuisines_llm,,
singaporestyle_noodles,Singapore-style noodles,Cantonese,0.2070972174943507,2.023,1085.7,0.5,2.0575,-1.574566946236522,fry,10.0,380.0,worldcuisines_llm,,
ifumi,Ifumi,Indonesian,0.2197046550428736,2.418,1187.8,0.5,2.108,-1.5154711116372788,saute,9.0,492.0,worldcuisines_llm,,
mie_kering,Mie kering,Indonesian,0.1825171829427937,1.792,738.6,0.5,1.163,-1.7009109572805186,fry,9.0,305.0,worldcuisines_llm,,
mi_krop,Mi krop,Thai,0.3015827619725307,1.9375,831.5,1.0,1.314,-1.1987107997452526,deep_fry,12.0,330.0,worldcuisines_llm,,
buldak_ramen,Buldak Ramen,South Korean,0.21098584865934936,2.407,1045.2,0.5,5.225,-1.5559642157203961,fry,9.0,345.0,worldcuisines_llm,,
kesme,Kesme,Turkish,0.374648580707428,8.434,2494.8,0.4,40.665,-0.9817668104949465,boil,9.0,735.0,worldcuisines_llm,,
khow_suey,Khow suey,Burmese,0.2178933535925592,2.2199,1583.1,0.4,2.4045,-1.5237495395960765,boil,11.0,602.0,worldcuisines_llm,,
laping,Laping,Tibetan,0.14828428183731104,0.6385,483.6,0.5,0.6655,-1.9086240244149444,no_cook,8.0,220.0,worldcuisines_llm,,
maggi_goreng,Maggi goreng,Malaysian,0.17718042268174525,1.4055,755.6,0.5,1.4605,-1.7305867283946776,fry,10.0,330.0,worldcuisines_llm,,
mee_bandung_muar,Mee Bandung Muar,Malaysian,0.3518176198481784,7.541,2358.7,0.4,27.552,-1.044642363088715,boil,11.0,560.0,worldcuisines_llm,,
meeshay,Meeshay,Burmese,0.18224926329356195,1.8145,1099.1,0.4,2.2735,-1.702379950386522,boil,10.0,405.0,worldcuisines_llm,,
m_qung,Mì Quảng,Vietnamese,0.17457121029393344,1.7215,996.4,0.4,1.9095,-1.745422538668775,boil,9.0,390.0,worldcuisines_llm,,
mie_ayam,Mie ayam,Indonesian,0.20555760118669944,2.3345,1345.6,0.4,2.667,-1.5820289865764257,boil,8.0,557.0,worldcuisines_llm,,
mont_di,Mont di,Burmese,0.1324096809920921,1.1615,446.0,0.4,0.619,-2.021854518876693,boil,8.0,260.0,worldcuisines_llm,,
nan_gyi_thohk,Nan gyi thohk,Burmese,0.23126654629148605,2.4355,1376.1,0.5,2.576,-1.4641843536185406,no_cook,10.0,500.0,worldcuisines_llm,,
ohn_no_khao_sw,Ohn no khao swè,Burmese,0.19830745164887156,1.6703,1406.9,0.4,2.543,-1.6179366665079888,boil,12.0,500.0,worldcuisines_llm,,
pancit_malabon,Pancit Malabon,Filipino,0.18393730205987038,2.6495,898.0,0.4,0.7435,-1.6931603291161308,boil,9.0,410.0,worldcuisines_llm,,
yaka_mein,Yaka mein,American,0.6024457335370004,10.339,2807.1,1.2,49.59,-0.5067576864920232,braise,8.0,380.0,worldcuisines_llm,,
banmian,Banmian,Chinese,0.17277650406614256,1.4004,1054.6,0.4,2.3845,-1.755756403696643,boil,11.0,430.0,worldcuisines_llm,,
beef_chow_fun,Beef chow fun,Chinese,0.39815561007906175,8.475,2505.0,0.5,39.9305,-0.9209123700123563,fry,8.0,445.0,worldcuisines_llm,,
biangbiang_noodles,Biangbiang noodles,Chinese,0.1271296311795739,0.6499,498.3,0.4,0.946,-2.0625479951524985,boil,7.0,263.0,worldcuisines_llm,,
cart_noodle,Cart noodle,Hong Kong,0.20344487261475852,2.647,1224.5,0.4,1.9955,-1.5923602070404752,boil,10.0,460.0,worldcuisines_llm,,
chongqing_noodles,Chongqing noodles,Chinese,0.1842680491464129,1.3925,1248.7,0.4,2.716,-1.6913637926213878,boil,10.0,385.0,worldcuisines_llm,,
crossingthebridge_noodles,Crossing-the-bridge noodles,Chinese,0.18446935079212948,1.8279,1132.5,0.4,2.4875,-1.6902719496689336,boil,12.0,393.0,worldcuisines_llm,,
dan_zai_noodles,Dan zai noodles,Taiwanese,0.2948369550440095,6.056,1814.8,0.4,26.963,-1.22133277020044,boil,9.0,360.0,worldcuisines_llm,,
hot_and_sour_noodles,Hot and sour noodles,Chinese,0.13612706275482903,1.0045,551.2,0.4,0.602,-1.99416654445665,boil,7.0,210.0,worldcuisines_llm,,
hot_dry_noodles,Hot dry noodles,Chinese,0.14541328828843395,1.042,696.0,0.4,0.711,-1.9281753268039405,boil,9.0,290.0,worldcuisines_llm,,
lanzhou_beef_noodle_soup,Lanzhou beef noodle soup,Chinese,0.34447110052320684,7.7005,2192.2,0.4,39.7295,-1.0657450802237014,boil,9.0,382.0,worldcuisines_llm,,
liangpi,Liangpi,Chinese,0.11444104408028395,0.7385,633.2,0.3,0.891,-2.1676954874559318,steam,9.0,325.0,worldcuisines_llm,,
luosifen,Luosifen,Chinese,0.1727394655558463,1.5795,1004.8,0.4,1.935,-1.755970799057174,boil,10.0,357.0,worldcuisines_llm,,
mee_pok,Mee pok,Chinese,0.19390961109871027,1.972,1250.6,0.4,2.538,-1.640363150665867,boil,8.0,410.0,worldcuisines_llm,,
noodles_with_tomato_egg_sauce,Noodles with tomato egg sauce,Chinese,0.20095211265556853,2.048,976.2,0.5,1.484,-1.6046886448027116,saute,8.0,565.0,worldcuisines_llm,,
sustyle_noodles,Su-style noodles,Chinese,0.19909390784342393,2.0284,1321.7,0.4,2.899,-1.6139786668561518,boil,10.0,375.0,worldcuisines_llm,,
champon,Champon,Japanese,0.20408209935584157,2.476,1282.1,0.4,2.583,-1.589232918275572,boil,10.0,460.0,worldcuisines_llm,,
ht,Hōtō,Japanese,0.3048929867380216,1.011,398.9,1.2,0.709,-1.1877944270956309,braise,7.0,415.0,worldcuisines_llm,,
zhajiangmian,Zhajiangmian,Chinese,0.2990699645855439,5.6485,1997.4,0.4,27.1985,-1.2070777376946962,boil,9.0,515.0,worldcuisines_llm,,
okinawa_soba,Okinawa soba,Japanese,0.15178285938683952,1.1643,768.8,0.4,1.916,-1.885304336161293,boil,9.0,261.0,worldcuisines_llm,,
otaru_ankake_yakisoba,Otaru Ankake Yakisoba,Japanese,0.21240257462401013,1.936,1198.2,0.5,2.283,-1.5492718681058504,fry,10.0,490.0,worldcuisines_llm,,
shirataki_noodles,Shirataki noodles,Japanese,0.20501043968546204,1.9365,1074.6,0.5,1.9195,-1.5846943758454408,saute,9.0,413.0,worldcuisines_llm,,
smen,Sōmen,Chinese,0.10352872757384496,0.3601,183.7,0.4,0.36,-2.267906143689718,boil,2.0,102.0,worldcuisines_llm,,
tensoba,Tensoba,Japanese,0.1520024038817926,1.229,754.7,0.4,0.718,-1.8838589432491233,boil,10.0,360.0,worldcuisines_llm,,
bibim_guksu,Bibim guksu,Korean,0.1391135612236714,0.834,647.9,0.4,1.093,-1.9724646921831874,boil,10.0,333.0,worldcuisines_llm,,
ulmyeon,Ulmyeon,Korean,0.16834494084300108,1.9495,829.8,0.4,0.99,-1.7817401852492316,boil,11.0,440.0,worldcuisines_llm,,
toshikoshi_soba,Toshikoshi soba,Japanese,0.17535854542355112,1.753,1000.9,0.4,1.831,-1.7409225700587183,boil,9.0,345.0,worldcuisines_llm,,
janchi_guksu,Janchi guksu,Korean,0.11950028388728458,0.6174,379.8,0.4,0.657,-2.1244365319875813,boil,8.0,188.0,worldcuisines_llm,,
jjolmyeon,Jjolmyeon,Korean,0.12373982646615804,0.6025,454.7,0.4,0.711,-2.089574091287276,boil,10.0,353.0,worldcuisines_llm,,
makguksu,Mak-guksu,Korean,0.15794369823235407,1.4345,797.5,0.4,1.0555,-1.8455166497610185,boil,7.0,335.0,worldcuisines_llm,,
jatguksu,Jat-guksu,Korean,0.16401579337102615,0.8854,1049.7,0.4,1.205,-1.807792554751744,boil,6.0,313.0,worldcuisines_llm,,
naengmyeon,Naengmyeon,Korean,0.31851985160842605,6.0345,1845.1,0.5,26.892,-1.1440704774713575,no_cook,8.0,363.0,worldcuisines_llm,,
kalguksu,Kal-guksu,Korean,0.17834349484390946,1.5784,1098.7,0.4,2.4015,-1.7240438419444262,boil,10.0,498.0,worldcuisines_llm,,
kongguksu,Kong-guksu,Korean,0.12130836719254807,0.5584,426.2,0.4,0.503,-2.109419486082589,boil,5.0,238.0,worldcuisines_llm,,
milmyeon,Milmyeon,Korean,0.16742684219481294,1.374,972.5,0.4,2.0195,-1.7872087861418058,boil,10.0,368.0,worldcuisines_llm,,
jjamppong,Jjamppong,Korean,0.19866231971761447,2.402,1211.9,0.4,2.056,-1.6161487814403157,boil,12.0,540.0,worldcuisines_llm,,
tsuivan,Tsuivan,Mongolian,0.42642665795747803,9.5889,2671.3,0.5,49.605,-0.8523148894227095,saute,8.0,450.0,worldcuisines_llm,,
kat_kyi_kaik,Kat kyi kaik,Burmese,0.19851134488610286,2.3136,862.5,0.5,0.897,-1.616909027409463,fry,9.0,427.0,worldcuisines_llm,,
khauk_sw_thoke,Khauk swè thoke,Burmese,0.15927779679971396,1.1105,537.6,0.5,0.7825,-1.8371054515687615,no_cook,8.0,330.0,worldcuisines_llm,,
kyay_oh,Kyay oh,Burmese,0.1753799574831095,1.7401,1004.8,0.4,2.347,-1.7408004730582034,boil,10.0,342.0,worldcuisines_llm,,
kya_zan_hinga,Kya zan hinga,Burmese,0.17938569332321377,2.1345,963.4,0.4,1.535,-1.7182170798996734,boil,11.0,367.0,worldcuisines_llm,,
bakmi,Bakmi,Indonesian,0.19192100988182484,1.6595,1303.2,0.4,3.04,-1.6506713984708739,boil,8.0,525.0,worldcuisines_llm,,
lakso,Lakso,Indonesian,0.18436424035280452,1.7789,1144.2,0.4,1.3745,-1.6908419109994304,boil,9.0,523.0,worldcuisines_llm,,
khao_poon,Khao poon,Lao,0.19286040237248017,1.843,1268.5,0.4,2.0925,-1.6457886555571608,boil,10.0,470.0,worldcuisines_llm,,
khao_soi,Khao soi,Burmese,0.17899397515912385,1.6999,1076.2,0.4,2.217,-1.7204031320367534,boil,10.0,367.0,worldcuisines_llm,,
lard_na,Lard na,Lao,0.2292410656538547,2.478,1330.6,0.5,2.6715,-1.4729811406710582,fry,9.0,560.0,worldcuisines_llm,,
khao_piak_sen,Khao piak sen,Lao,0.2236527925216167,2.5509,1588.4,0.4,3.5535,-1.497660463057302,boil,9.0,465.0,worldcuisines_llm,,
curry_mee,Curry mee,Malaysian,0.24082840284339704,2.8523,1792.5,0.4,2.6865,-1.4236706204957994,boil,12.0,620.0,worldcuisines_llm,,
idiyappam,Idiyappam,Indian,0.0984387121044874,0.6676,385.4,0.3,0.38,-2.318321136595583,steam,3.0,152.0,worldcuisines_llm,,
sevai,Sevai,Indian,0.09585785365629335,0.6745,340.4,0.3,0.3585,-2.344888875900931,steam,6.0,225.0,worldcuisines_llm,,
chow_mein_sandwich,Chow mein sandwich,American,0.16043780290726428,1.0241,580.7,0.5,1.36,-1.82984893234468,saute,9.0,248.0,worldcuisines_llm,,
sopa_de_fideo,Sopa de fideo,Spanish,0.12027234272855498,0.92,309.6,0.4,0.523,-2.1179965849389135,boil,8.0,302.0,worldcuisines_llm,,
tallarn_saltado,Tallarín saltado,Peruvian,0.3553466976434782,7.191,2142.6,0.5,33.441,-1.0346613530027933,saute,8.0,400.0,worldcuisines_llm,,
ksesptzle,Käsespätzle,German,0.29385969853160426,3.2551,1083.0,0.8,10.467,-1.2246528414260893,bake,6.0,402.0,worldcuisines_llm,,
fideu,Fideuà,Spanish,0.19170347309876887,2.098,808.0,0.5,1.2885,-1.651805511730186,saute,8.0,375.0,worldcuisines_llm,,
chicken_riggies,Chicken riggies,American,0.22578548726034006,2.3199,1316.3,0.5,4.2565,-1.4881699018727101,saute,9.0,510.0,worldcuisines_llm,,
kraft_dinner,Kraft Dinner,American,0.13027047817067428,1.2528,385.2,0.4,3.7652,-2.0381423886670245,boil,5.0,159.0,worldcuisines_llm,,
bihun_goreng,Bihun Goreng,Indonesian,0.20981803419923048,2.23,1074.3,0.5,1.99,-1.5615146277092922,fry,9.0,395.0,worldcuisines_llm,,
bn_c,Bún ốc,Vietnamese,0.13232120304483072,1.0425,477.2,0.4,0.4925,-2.0225229558131512,boil,9.0,335.0,worldcuisines_llm,,
tsukemen,Tsukemen,Japanese,0.2238070192533966,2.5235,1598.5,0.4,3.3105,-1.496971119639955,boil,9.0,485.0,worldcuisines_llm,,
abura_soba,Abura Soba,Japanese,0.19537947046295123,1.6355,996.4,0.5,1.651,-1.632811609054026,saute,7.0,327.0,worldcuisines_llm,,
bnh_canh,Bánh canh,Vietnamese,0.19319107754830145,2.3205,1142.9,0.4,1.999,-1.64407554073237,boil,10.0,417.0,worldcuisines_llm,,
nan_gyi_thoke,Nan gyi thoke,Burmese,0.22982095627883492,2.3199,1383.7,0.5,2.663,-1.4704547241708141,saute,10.0,460.0,worldcuisines_llm,,
thenthuk,Thenthuk,Tibetan,0.21681565059005958,2.918,1373.4,0.4,37.622,-1.5287078229536109,boil,9.0,380.0,worldcuisines_llm,,
thukpa_bhatuk,Thukpa bhatuk,Tibetan,0.2732015564376577,5.558,1590.2,0.4,26.46,-1.2975454542385616,boil,11.0,342.0,worldcuisines_llm,,
saimin,Saimin,Hawaiian,0.16851976643778133,1.616,924.3,0.4,1.889,-1.7807022278337028,boil,10.0,350.0,worldcuisines_llm,,
tortilla,Tortilla,Mesoamerican,0.19788481760390142,0.5801,214.6,0.8,0.47,-1.62007014683095,bake,3.0,152.0,worldcuisines_llm,,
ngo_hiang,Ngo hiang,Chinese,0.3241160744635087,2.2545,1120.8,1.0,2.497,-1.1266535728306322,deep_fry,8.0,300.0,worldcuisines_llm,,
tonkatsu,Tonkatsu,Japanese,0.3312514033111451,2.0126,1306.4,1.0,3.48,-1.1048776652796746,deep_fry,7.0,303.0,worldcuisines_llm,,
cotoletta_alla_milanese,Cotoletta alla milanese,Italian,0.14946880256073847,0.9061,429.9,0.5,1.688,-1.9006675864512772,fry,7.0,153.0,worldcuisines_llm,,
cotoletta_alla_bolognese,Cotoletta alla bolognese,Italian,0.4656686951414187,10.6301,3040.8,0.5,53.173,-0.7642808523367339,fry,9.0,348.0,worldcuisines_llm,,
hash_browns,Hash browns,American,0.12597826797287556,0.4504,162.7,0.5,0.423,-2.0716458633121744,fry,5.0,274.0,worldcuisines_llm,,
aloo_tikki,Aloo tikki,Indian,0.1287428615031824,0.4656,204.7,0.5,0.436,-2.0499381856108787,fry,10.0,281.0,worldcuisines_llm,,
croquette,Croquette,French,0.41615415092399966,5.8226,1678.2,1.0,27.062,-0.8766995322536928,deep_fry,9.0,473.0,worldcuisines_llm,,
korokke,Korokke,Japanese,0.4121138356840068,5.7746,1623.9,1.0,26.941,-0.8864556675925824,deep_fry,9.0,448.0,worldcuisines_llm,,
kripik,Kripik,Indonesian,0.24555952457257058,0.8596,191.8,1.0,0.4905,-1.4042158985194764,deep_fry,7.0,200.0,worldcuisines_llm,,
krupuk,Krupuk,Indonesian,0.258829012738453,1.072,355.1,1.0,0.618,-1.3515876177760253,deep_fry,5.0,160.0,worldcuisines_llm,,
bnh_m,Bánh mì,Vietnamese,0.17036017894276856,1.0555,737.8,0.5,1.809,-1.7698403835474896,no_cook,9.0,290.0,worldcuisines_llm,,
bistek,Bistek,Filipino,0.6710267190040397,12.775,3283.6,1.2,65.528,-0.3989463231250861,braise,7.0,382.0,worldcuisines_llm,,
mandu,Mandu,Korean,0.2886057478515278,5.3101,1544.4,0.5,26.5895,-1.2426937165152336,fry,10.0,298.0,worldcuisines_llm,,
gyoza,Gyoza,Japanese,0.24544958820031662,4.0505,1169.5,0.5,20.0205,-1.404663696212966,fry,8.0,190.0,worldcuisines_llm,,
jiaozi,Jiaozi,Chinese,0.26355636049847564,5.2321,1518.6,0.4,26.5645,-1.333488042037495,boil,9.0,258.0,worldcuisines_llm,,
khinkali,Khinkali,Georgian,0.26379836219484454,5.3029,1503.2,0.4,26.881,-1.33257024722902,boil,7.0,240.0,worldcuisines_llm,,
manti,Manti,Turkish,0.2739349868181564,5.5651,1600.5,0.4,27.6775,-1.294864475134378,boil,9.0,294.0,worldcuisines_llm,,
momo,Momo,Tibetan,0.270465919331824,6.3186,1706.8,0.3,32.9325,-1.3076091800127598,steam,8.0,293.0,worldcuisines_llm,,
varenyky,Varenyky,Ukrainian,0.12727660414253608,0.7954,460.8,0.4,1.54,-2.061392575521162,boil,5.0,423.0,worldcuisines_llm,,
buuz,Buuz,Mongolian,0.3697782066279213,9.3499,2533.1,0.3,49.322,-0.9948518946269406,steam,6.0,315.0,worldcuisines_llm,,
shumai,Shumai,Chinese,0.2837258830334301,6.6546,1836.0,0.3,32.9935,-1.259746707513479,steam,10.0,228.0,worldcuisines_llm,,
siomay,Siomay,Indonesian,0.10538271440135895,0.937,427.4,0.3,0.738,-2.25015665631145,steam,9.0,273.0,worldcuisines_llm,,
pannenkoek,Pannenkoek,Dutch,0.1887684744600846,1.6511,881.7,0.5,3.352,-1.6672340177085123,fry,8.0,417.0,worldcuisines_llm,,
bing,Bing,Chinese,0.13633937306076238,0.5256,315.1,0.5,0.65,-1.992608111409527,fry,3.0,162.0,worldcuisines_llm,,
oyaki,Oyaki,Japanese,0.21364207556790496,0.7661,426.7,0.8,0.6385,-1.5434532082988905,roast,7.0,247.0,worldcuisines_llm,,
dorayaki,Dorayaki,Japanese,0.16898028529511636,1.142,691.0,0.5,1.457,-1.7779732259222771,fry,6.0,350.0,worldcuisines_llm,,
buchimgae,Buchimgae,Korean,0.16721618323664011,1.3406,607.0,0.5,1.01,-1.7884677933225321,fry,7.0,287.0,worldcuisines_llm,,
jeon,Jeon,Korean,0.15966738112020654,1.2256,512.5,0.5,1.115,-1.8346624955925168,fry,9.0,307.0,worldcuisines_llm,,
bindaetteok,Bindae-tteok,Korean,0.16618963521769017,0.9384,700.3,0.5,1.302,-1.7946257618165915,fry,10.0,313.0,worldcuisines_llm,,
hotteok,Hotteok,Korean,0.1482756789820188,0.78,444.6,0.5,1.1575,-1.908682042060151,fry,6.0,235.0,worldcuisines_llm,,
neer_dosa,Neer dosa,Indian,0.14016380980550885,0.6821,336.0,0.5,0.334,-1.9649434703319335,fry,4.0,127.0,worldcuisines_llm,,
serabi,Serabi,Indonesian,0.16325409803119828,0.9423,650.2,0.5,0.5765,-1.8124474083461901,fry,5.0,256.0,worldcuisines_llm,,
murtabak,Murtabak,Yemeni,0.31564515121691517,5.7901,1864.2,0.5,27.335,-1.1531366355508148,fry,8.0,353.0,worldcuisines_llm,,
terang_bulan,Terang Bulan,Chinese,0.16118685885253725,0.928,619.6,0.5,0.873,-1.8251909729985054,fry,5.0,245.0,worldcuisines_llm,,
apam_balik,Apam balik,Chinese,0.1627787312785022,0.96,637.4,0.5,0.894,-1.8153634772007137,fry,5.0,255.0,worldcuisines_llm,,
chataamari,Chataamari,Nepalese,0.2647426817954846,4.5131,1364.7,0.5,20.245,-1.3289969368260677,fry,10.0,250.0,worldcuisines_llm,,
bnh_xo,Bánh xèo,Vietnamese,0.19306110238977295,1.8084,910.2,0.5,1.67,-1.644748547489019,fry,8.0,327.0,worldcuisines_llm,,
blintz,Blintz,Jewish,0.22643009136217848,3.3245,1051.2,0.5,11.025,-1.4853190291080631,saute,7.0,367.0,worldcuisines_llm,,
kaiserschmarrn,Kaiserschmarrn,Austrian,0.19650311972068435,1.9136,938.8,0.5,3.988,-1.6270769713577087,fry,6.0,422.0,worldcuisines_llm,,
oladyi,Oladyi,Russian,0.18275475877791333,1.6586,779.2,0.5,3.5335,-1.6996101408668562,fry,8.0,457.0,worldcuisines_llm,,
krapfen,Krapfen,German,0.29446398650039846,1.6531,790.7,1.0,2.8615,-1.2225985702937934,deep_fry,7.0,337.0,worldcuisines_llm,,
yorkshire_pudding,Yorkshire pudding,English,0.2219251310365283,1.1621,456.3,0.8,1.764,-1.5054152015738185,bake,5.0,247.0,worldcuisines_llm,,
crumpet,Crumpet,British,0.14618959172277843,0.9226,370.6,0.5,1.8385,-1.922850926247392,fry,5.0,237.0,worldcuisines_llm,,
crempog,Crempog,Welsh,0.17614074287914214,1.5116,709.1,0.5,3.292,-1.7364719280643697,fry,6.0,362.0,worldcuisines_llm,,
palatschinke,Palatschinke,Greek,0.15620959691330905,1.1351,479.6,0.5,2.199,-1.8565566035579575,fry,5.0,247.0,worldcuisines_llm,,
poffertjes,Poffertjes,Dutch,0.16434674588302098,1.24,586.7,0.5,2.3965,-1.8057767789887025,fry,5.0,285.0,worldcuisines_llm,,
racuchy,Racuchy,Polish,0.16224222467217175,1.1506,576.1,0.5,1.9945,-1.818664846443475,fry,6.0,307.0,worldcuisines_llm,,
potato_pancake,Potato pancake,Eastern European,0.14621910273100244,0.7831,409.4,0.5,0.936,-1.9226490785671833,fry,7.0,453.0,worldcuisines_llm,,
bannock,Bannock,Scottish,0.23841500086869036,1.44,655.4,0.8,2.988,-1.4337424226635953,bake,4.0,355.0,worldcuisines_llm,,
johnnycake,Johnnycake,American,0.20024294636994155,0.611,245.5,0.8,0.58,-1.6082239177741944,bake,2.0,205.0,worldcuisines_llm,,
cachapa,Cachapa,Venezuelan,0.20467407671121396,2.4601,925.2,0.5,7.531,-1.586336434729121,fry,8.0,417.0,worldcuisines_llm,,
farinata,Farinata,Italian,0.23762379886186066,0.6519,858.6,0.8,1.342,-1.437066532949662,bake,4.0,134.0,worldcuisines_llm,,
sorbet,Sorbet,Iranian,0.1310839302996685,0.553,219.8,0.5,0.228,-2.0319174716243134,no_cook,3.0,200.0,worldcuisines_llm,,
seekh_kebab,Seekh kebab,Indian Subcontinent,0.3473832846808429,5.1635,2195.2,0.6,74.024,-1.057326541816764,grill,10.0,310.0,worldcuisines_llm,,
chelow_kabab,Chelow kabab,Iranian,0.4848092790615424,10.6659,2979.5,0.6,50.397,-0.7239997044317703,grill,8.0,530.0,worldcuisines_llm,,
kabab_koobideh,Kabab koobideh,Iranian,0.34269313345751035,5.1306,2125.9,0.6,73.9955,-1.0709198869013452,grill,6.0,276.0,worldcuisines_llm,,
kabab_barg,Kabab barg,Iranian,0.36974382007280054,5.4445,2491.5,0.6,75.039,-0.9949448913299569,grill,7.0,388.0,worldcuisines_llm,,
jujeh_kabab,Jujeh kabab,Iranian,0.22803140382007814,1.803,1124.6,0.6,2.8725,-1.4782719234594612,grill,6.0,302.0,worldcuisines_llm,,
sate,Sate,Indonesian,0.24261205339583028,2.0245,1307.3,0.6,2.8545,-1.4162915994696799,grill,9.0,405.0,worldcuisines_llm,,
pisang_molen,Pisang Molen,Indian Subcontinent,0.2618588285719419,0.9431,441.1,1.0,1.036,-1.3399497426824087,deep_fry,5.0,252.0,worldcuisines_llm,,
pisang_goreng,Pisang Goreng,Indonesian,0.27565565793143837,1.2371,590.8,1.0,0.83,-1.2886028083764374,deep_fry,5.0,352.0,worldcuisines_llm,,
maruya,Maruya,Filipino,0.2656339037304141,1.0478,475.4,1.0,1.0105,-1.325636219938971,deep_fry,6.0,266.0,worldcuisines_llm,,
kluai_khaek,Kluai khaek,Thai,0.2628154925412212,0.8975,469.6,1.0,0.9125,-1.3363030422781415,deep_fry,5.0,265.0,worldcuisines_llm,,
chui_chin,chuối chiên,Vietnamese,0.26953811690030455,1.0471,540.8,1.0,1.26,-1.3110454630115085,deep_fry,5.0,352.0,worldcuisines_llm,,
agedashi_dfu,Agedashi dōfu,Japanese,0.2787165391669498,1.2685,633.3,1.0,0.5765,-1.2775600022760099,deep_fry,6.0,277.0,worldcuisines_llm,,
tofu_skin,Tofu skin,Chinese,0.122242278019,0.601,430.1,0.4,0.36,-2.101750318110932,boil,2.0,205.0,worldcuisines_llm,,
chanpur,Chanpurū,Japanese,0.2049328939397491,1.6095,1163.1,0.5,2.298,-1.5850727000687042,saute,8.0,480.0,worldcuisines_llm,,
doenjang_jjigae,Doenjang jjigae,Korean,0.15262337318878297,1.49,693.4,0.4,0.59,-1.8797820054858274,boil,7.0,375.0,worldcuisines_llm,,
douhua,Douhua,Chinese,0.16734279548364736,1.077,681.5,0.5,0.5945,-1.7877109028421987,no_cook,5.0,285.0,worldcuisines_llm,,
dubukimchi,Dubu-kimchi,Korean,0.21662907070800355,1.771,1314.1,0.5,2.4115,-1.5295687396260822,saute,8.0,493.0,worldcuisines_llm,,
ganmodoki,Ganmodoki,Japanese,0.2837580710696026,1.3235,702.4,1.0,0.922,-1.259633266292897,deep_fry,6.0,275.0,worldcuisines_llm,,
hiyayakko,Hiyayakko,Japanese,0.14683310975123595,0.764,424.9,0.5,0.3625,-1.9184586449682302,no_cook,3.0,170.0,worldcuisines_llm,,
inarizushi,Inarizushi,Japanese,0.1745068843966666,1.382,717.4,0.5,0.731,-1.7457910859879755,fry,7.0,365.0,worldcuisines_llm,,
kupat_tahu,Kupat tahu,Indonesian,0.13919698672661515,1.3775,871.2,0.3,0.885,-1.9718651783950334,steam,10.0,410.0,worldcuisines_llm,,
pidan_doufu,Pidan doufu,Chinese,0.17039496099208984,1.1665,707.9,0.5,0.792,-1.7696362366668366,no_cook,6.0,290.0,worldcuisines_llm,,
mun_tahu,Mun tahu,Indonesian,0.39403120648760886,2.9814,1346.6,1.2,2.046,-0.9313251685374256,braise,10.0,500.0,worldcuisines_llm,,
sapo_tahu,Sapo tahu,Indonesian,0.3778227888687824,2.733,1144.1,1.2,1.15,-0.973330005805944,braise,11.0,630.0,worldcuisines_llm,,
stinky_tofu,Stinky tofu,Chinese,0.16243691062013518,0.9891,623.7,0.5,0.571,-1.8174655949355434,ferment,8.0,297.0,worldcuisines_llm,,
taho,Taho,Filipino,0.16354739073607863,1.053,624.7,0.5,0.549,-1.8106524790468765,no_cook,3.0,252.0,worldcuisines_llm,,
tahu_campur,Tahu campur,Indonesian,0.4073854308806808,8.524,2645.7,0.5,40.174,-0.8979955370446847,fry,8.0,560.0,worldcuisines_llm,,
tahu_gejrot,Tahu gejrot,Indonesian,0.16946264631785923,1.1575,694.8,0.5,0.5795,-1.7751227521537714,fry,6.0,280.0,worldcuisines_llm,,
tahu_sumedang,Tahu sumedang,Indonesian,0.2839493620932227,1.3111,709.0,1.0,0.826,-1.258959359207362,deep_fry,6.0,277.0,worldcuisines_llm,,
tofu_skin_roll,Tofu skin roll,Chinese,0.11883755689569615,0.9145,658.3,0.3,1.3295,-2.1299977865282282,steam,8.0,225.0,worldcuisines_llm,,
