winner,loser
picanha,takoyaki
fish_and_chips,roti_caribbean
fish_and_chips,fondue
suya,coq_au_vin
cubano_sandwich,korean_fried_chicken
dumplings,mee_goreng
pulled_pork,bratwurst
french_onion_soup,nicoise_salad
papaya_salad,chilaquiles
warak_enab,french_onion_soup
pide,tom_kha
tom_kha,mee_goreng
bruschetta,eclair
doro_wot,fish_and_chips
coq_au_vin,fesenjan
sopes,orange_chicken
lahmacun,bruschetta
dolma,pupusa
takoyaki,nicoise_salad
papaya_salad,chimichurri
peking_duck,duck_confit
fresh_spring_roll,simit
coq_au_vin,cobb_salad
moussaka,adobo
peking_duck,sardines_grilled
piri_piri,kebab
biryani,bandeja_paisa
fresh_spring_roll,pastelitos
dan_tat,papaya_salad
sushi,bandeja_paisa
moussaka,manty
tom_yum,saganaki
biryani,eggs_benedict
moussaka,pierogi
dumplings,halo_halo
tom_yum,tamagoyaki
oxtail_stew,dim_sum
kebab,poutine
sopes,dan_dan_noodles
rendang,biryani
korean_fried_chicken,jokbal
takoyaki,adobo
picanha,souffle
suya,papaya_salad
pajeon,fish_and_chips
kebab,eggplant_parm
dim_sum,plantain
biryani,bouillabaisse
dan_tat,lasagna
penne_arrabbiata,roti_caribbean
biryani,bak_kut_teh
korma,doro_wot
dan_dan_noodles,hu_tieu
tom_kha,bun_rieu
fattoush,peking_duck
doro_wot,sushi
moussaka,sardines_grilled
dan_tat,fresh_spring_roll
sancocho,penne_arrabbiata
sfeeha,peking_duck
arepa,papaya_salad
dakgalbi,dim_sum
saganaki,dim_sum
biryani,bacalhau
jjajangmyeon,donburi
duck_confit,bruschetta
cubano_sandwich,club_sandwich
pulled_pork,gyudon
eclair,orange_chicken
fish_and_chips,pot_roast
char_siu_bao,pulled_pork
dolma,oxtail_stew
souvlaki,takoyaki
fresh_spring_roll,lomo_saltado
bacalhau,dolma
muhammara,tom_kha
loukoumades,takoyaki
sushi,tostones
fish_and_chips,plov
jerk_chicken,club_sandwich
som_tam,orange_chicken
moussaka,jalebi
tonkotsu_ramen,french_onion_soup
moussaka,caldo_verde
biryani,karaage
moussaka,chilaquiles
tortilla_espanola,donburi
papaya_salad,dim_sum_items
pierogi,brownie
moussaka,lagman
pastelitos,donburi
pupusa,dim_sum
dumplings,pot_roast
kebab,croquetas
moussaka,jokbal
currywurst,dolma
bacalhau,souffle
char_kway_teow,moussaka
moussaka,feijoada
banh_xeo,tom_kha
moussaka,tamagoyaki
sushi,manakish
club_sandwich,adobo
arepa,penne_arrabbiata
moussaka,pot_roast
sinigang,orange_chicken
jollof_rice,souffle
kebab,katsu_curry
takoyaki,satay_indonesian
lasagna,manakish
nasi_padang,donburi
bak_kut_teh,donburi
french_onion_soup,pao_de_queijo
coq_au_vin,causa
korma,pernil
horiatiki,brownie
moussaka,focaccia
malai_kofta,korean_fried_chicken
piri_piri,korean_fried_chicken
malai_kofta,tom_kha
souffle,horiatiki
peking_duck,pide
pulled_pork,plantain
takoyaki,poutine
kibbeh,papaya_salad
kofte,korean_fried_chicken
shakshuka,pulled_pork
lomo_saltado,brownie
sushi,feijoada
nasi_lemak,sushi
eggplant_parm,korean_fried_chicken
lasagna,chole_bhature
peking_duck,lagman
fresh_spring_roll,polenta
peking_duck,schnitzel
brownie,tagine
fresh_spring_roll,tzatziki
borscht,papaya_salad
koobideh,korean_fried_chicken
brownie,banh_xeo
chole_bhature,biryani
pulled_pork,manty
brownie,hu_tieu
dolma,jokbal
som_tam,dim_sum
gozleme,brownie
hot_dog,fish_and_chips
french_onion_soup,pastitsio
schnitzel,caesar_salad
kebab,bak_kut_teh
tostones,orange_chicken
tom_yum,arancini
pretzel,tom_yum
aloo_gobi,tom_yum
lasagna,pasteis_de_nata
arroz_con_pollo,donburi
massaman,tom_kha
muhammara,orange_chicken
dolma,tagine
kebab,plantain
nasi_padang,tom_kha
sushi,focaccia
gambas_al_ajillo,caesar_salad
french_onion_soup,tamagoyaki
koobideh,dolma
moussaka,pastitsio
asado,club_sandwich
pulled_pork,sopes
tom_yum,labneh
egusi_soup,papaya_salad
pulled_pork,tzatziki
peking_duck,banh_xeo
chole_bhature,pulled_pork
brownie,dim_sum_items
fesenjan,biryani
korean_fried_chicken,khao_man_gai
kunefe,lasagna
bandeja_paisa,lasagna
kebab,beef_tartare
nasi_goreng,lasagna
biryani,laksa
orange_chicken,bratwurst
sfeeha,caesar_salad
dan_dan_noodles,bouillabaisse
french_onion_soup,focaccia
dan_dan_noodles,gado_gado
suya,penne_arrabbiata
brownie,chimichurri
warak_enab,kebab
korean_fried_chicken,halo_halo
korean_fried_chicken,galette
kebab,chilaquiles
larb,horiatiki
club_sandwich,pot_roast
pide,souffle
cubano_sandwich,caesar_salad
larb,caldo_verde
borscht,pulled_pork
conch_fritters,papaya_salad
moussaka,tiropita
fish_and_chips,hu_tieu
dumplings,hu_tieu
tostones,souffle
mujaddara,donburi
kebab,plov
french_onion_soup,borek
causa,dim_sum
pulled_pork,harissa
arancini,sushi
egusi_soup,dolma
papaya_salad,rojak
korean_fried_chicken,eclair
lasagna,idli
biryani,idli
manakish,club_sandwich
chole_bhature,fresh_spring_roll
sfeeha,tom_yum
profiterole,orange_chicken
prosciutto,korean_fried_chicken
takoyaki,malai_kofta
simit,papaya_salad
egusi_soup,brownie
larb,oxtail_stew
penne_arrabbiata,gulab_jamun
dan_dan_noodles,kitfo
katsu_curry,orange_chicken
sisig,lasagna
dan_dan_noodles,ful_medames
lomo_saltado,penne_arrabbiata
arroz_con_pollo,sushi
peking_duck,couscous
larb,lomo_saltado
aloo_gobi,lasagna
mofongo,orange_chicken
korma,labneh
biryani,tamagoyaki
som_tam,donburi
tom_kha,arancini
labneh,club_sandwich
french_onion_soup,fufu
iskender_kebab,fresh_spring_roll
lasagna,doro_wot
chole_bhature,penne_arrabbiata
pulled_pork,pot_roast
caldo_verde,donburi
coq_au_vin,tzatziki
sisig,coq_au_vin
mee_goreng,donburi
mee_goreng,caesar_salad
fresh_spring_roll,labneh
larb,harissa
tonkotsu_ramen,club_sandwich
paneer_butter,bruschetta
biryani,borek
coquito,caesar_salad
dan_dan_noodles,manakish
dumplings,mujaddara
sushi,muhammara
takoyaki,gyudon
bun_rieu,orange_chicken
kunefe,penne_arrabbiata
callaloo,dumplings
coq_au_vin,spaetzle
bruschetta,rojak
kebab,sardines_grilled
brownie,meatloaf
gulab_jamun,tom_kha
larb,plantain
peking_duck,mujaddara
egusi_soup,tom_kha
kebab,spaetzle
peking_duck,cobb_salad
labneh,dim_sum
tonkotsu_ramen,tom_yum
souffle,churros_mexican
manti_turkish,dim_sum
arroz_con_pollo,orange_chicken
souvlaki,tom_kha
cannoli,dim_sum
bruschetta,horiatiki
tom_yum,beef_tartare
budae_jjigae,lasagna
mole,fish_and_chips
biryani,stroganoff
aji_de_gallina,tom_kha
brownie,cobb_salad
gyudon,brownie
bruschetta,pastitsio
larb,meatloaf
tonkotsu_ramen,takoyaki
doro_wot,souffle
korma,pav_bhaji
borscht,souffle
dumplings,eggs_benedict
egusi_soup,coq_au_vin
uttapam,orange_chicken
tom_yum,gozleme
tom_kha,tamagoyaki
paneer_butter,biryani
dakgalbi,donburi
tom_yum,kitfo
macarons,souffle
caesar_salad,dim_sum_items
takoyaki,profiterole
penne_arrabbiata,fondue
tostones,coq_au_vin
penne_arrabbiata,churros_mexican
lasagna,roti_caribbean
souffle,halo_halo
prosciutto,korma
coq_au_vin,sfeeha
caesar_salad,sardines_grilled
larb,pretzel
nasi_padang,pulled_pork
papaya_salad,tortilla_espanola
picanha,orange_chicken
peking_duck,plov
french_onion_soup,cannoli
aji_de_gallina,fish_and_chips
souffle,coquito
kebab,coxinha
dolma,rojak
dolma,pao_de_queijo
moussaka,rice_and_peas
larb,galette
sopes,souffle
arepa,biryani
carnitas,penne_arrabbiata
pajeon,lasagna
dan_dan_noodles,char_kway_teow
kebab,nicoise_salad
cannoli,brownie
penne_arrabbiata,tzatziki
suya,tom_kha
club_sandwich,nasi_lemak
escovitch_fish,sushi
sopes,tom_kha
aloo_gobi,souffle
bruschetta,biltong
tiropita,papaya_salad
penne_arrabbiata,churrasco
korean_fried_chicken,bossam
tonkotsu_ramen,fresh_spring_roll
korma,focaccia
malai_kofta,dim_sum
salt_pepper_squid,caesar_salad
doro_wot,larb
tom_yum,gulab_jamun
lasagna,poutine
saganaki,dolma
biryani,couscous
tom_yum,doner_kebab
coq_au_vin,manti_turkish
biryani,coxinha
wonton_noodle,penne_arrabbiata
takoyaki,banh_xeo
dumplings,manti_turkish
korma,tamagoyaki
ghormeh_sabzi,donburi
dim_sum_items,orange_chicken
takoyaki,fufu
asado,bruschetta
arroz_con_pollo,dim_sum
korma,gyudon
biryani,arroz_con_pollo
penne_arrabbiata,manti_turkish
tonkotsu_ramen,biryani
loukoumades,dim_sum
dan_dan_noodles,asado
peking_duck,hot_dog
cubano_sandwich,takoyaki
dolma,cannoli
takoyaki,ful_medames
souvlaki,caesar_salad
tahdig,moussaka
dim_sum,idli
moussaka,bun_rieu
salt_pepper_squid,lasagna
anticucho,souffle
iskender_kebab,papaya_salad
dumplings,carnitas
ackee_saltfish,bruschetta
dan_dan_noodles,som_tam
dan_dan_noodles,plantain
dan_dan_noodles,aji_de_gallina
couscous,fish_and_chips
schnitzel,dolma
fondue,orange_chicken
dan_dan_noodles,spaetzle
souffle,rojak
bruschetta,arancini
tonkotsu_ramen,souffle
korma,warak_enab
fattoush,papaya_salad
jjajangmyeon,lasagna
pulled_pork,koobideh
prosciutto,coq_au_vin
harissa,donburi
arroz_con_pollo,papaya_salad
fresh_spring_roll,churrasco
donburi,coquito
egusi_soup,takoyaki
korean_fried_chicken,causa
gozleme,korean_fried_chicken
club_sandwich,plantain
dan_dan_noodles,massaman
sancocho,club_sandwich
larb,coxinha
injera,penne_arrabbiata
penne_arrabbiata,laksa
laksa,orange_chicken
tom_yum,callaloo
macarons,dim_sum
larb,halloumi
arroz_con_pollo,bruschetta
korean_fried_chicken,raclette
horiatiki,donburi
penne_arrabbiata,bacalhau
souffle,dim_sum_items
gulab_jamun,orange_chicken
birria,korean_fried_chicken
lasagna,dakgalbi
prosciutto,caesar_salad
brownie,boat_noodles
tom_yum,gyudon
simit,dumplings
peking_duck,bacalhau
doro_wot,club_sandwich
doro_wot,kebab
nasi_padang,sushi
simit,donburi
tonkotsu_ramen,penne_arrabbiata
kebab,som_tam
bruschetta,chilaquiles
manty,caesar_salad
suya,souffle
wonton_noodle,pulled_pork
aloo_gobi,fresh_spring_roll
fish_and_chips,injera
larb,banh_xeo
tahdig,sushi
dan_dan_noodles,lomo_saltado
egusi_soup,biryani
tom_yum,nicoise_salad
boat_noodles,donburi
malai_kofta,orange_chicken
arepa,fresh_spring_roll
fesenjan,pulled_pork
tom_kha,pernil
dim_sum,sardines_grilled
salt_pepper_squid,tom_kha
koobideh,lasagna
al_pastor,orange_chicken
ackee_saltfish,lasagna
peking_duck,wonton_noodle
souffle,blini
club_sandwich,profiterole
moussaka,lomo_saltado
gyudon,tom_kha
budae_jjigae,souffle
hot_dog,dim_sum
salt_pepper_squid,bruschetta
dim_sum,coquito
pulled_pork,pao_de_queijo
chole_bhature,takoyaki
dan_dan_noodles,fesenjan
char_siu_bao,brownie
peking_duck,som_tam
tom_yum,chimichurri
ackee_saltfish,french_onion_soup
duck_confit,dim_sum
doro_wot,orange_chicken
som_tam,fresh_spring_roll
kunefe,fish_and_chips
malai_kofta,korma
lasagna,boat_noodles
fresh_spring_roll,budae_jjigae
pasteis_de_nata,korean_fried_chicken
nasi_padang,kebab
laksa,brownie
korma,coquito
kebab,fondue
birria,brownie
french_onion_soup,poutine
shakshuka,tom_yum
dan_dan_noodles,pav_bhaji
fish_and_chips,dim_sum_items
shashlik,orange_chicken
takoyaki,stroganoff
kebab,adobo
french_onion_soup,jalebi
doner_kebab,korean_fried_chicken
tom_yum,uttapam
takoyaki,kofte
tamagoyaki,donburi
suya,caesar_salad
manakish,takoyaki
moussaka,kibbeh
bruschetta,kofte
macarons,larb
coq_au_vin,kitfo
lahmacun,dim_sum
korean_fried_chicken,bak_kut_teh
tom_kha,injera
pulled_pork,loukoumades
larb,chilaquiles
pulled_pork,carnitas
moussaka,katsu_curry
souffle,gyudon
club_sandwich,fufu
sinigang,souffle
egusi_soup,larb
doro_wot,donburi
biryani,iskender_kebab
kebab,raclette
french_onion_soup,borscht
ful_medames,club_sandwich
sushi,boat_noodles
carnitas,french_onion_soup
causa,brownie
currywurst,donburi
french_onion_soup,adobo
takoyaki,meatloaf
orange_chicken,chimichurri
dolma,tortilla_espanola
penne_arrabbiata,focaccia
korean_fried_chicken,polenta
cubano_sandwich,brownie
souffle,biltong
papaya_salad,caldo_verde
dumplings,cubano_sandwich
sancocho,lasagna
mofongo,tom_yum
kebab,horiatiki
dolma,lagman
sushi,adobo
anticucho,orange_chicken
picanha,dolma
korean_fried_chicken,pot_roast
galaktoboureko,penne_arrabbiata
orange_chicken,pide
peking_duck,aloo_gobi
budae_jjigae,donburi
escovitch_fish,caesar_salad
biryani,plantain
anticucho,fish_and_chips
gyudon,caesar_salad
pretzel,dolma
hot_dog,souffle
kare_kare,caesar_salad
brownie,kare_kare
kebab,eggs_benedict
tom_yum,tortilla_espanola
brownie,halo_halo
nasi_padang,korean_fried_chicken
pulled_pork,meatloaf
kibbeh,donburi
shashlik,papaya_salad
korma,poutine
dumplings,shashlik
fresh_spring_roll,profiterole
tom_yum,hu_tieu
cannoli,caesar_salad
korma,biltong
papaya_salad,fesenjan
shashlik,club_sandwich
suya,biryani
takoyaki,bouillabaisse
borscht,takoyaki
malai_kofta,moussaka
tonkotsu_ramen,sushi
papaya_salad,muhammara
dumplings,pav_bhaji
tom_yum,pierogi
korma,eclair
tahdig,tom_yum
kebab,pao_de_queijo
khao_man_gai,souffle
plantain,donburi
tonkotsu_ramen,dolma
dim_sum,meatloaf
korean_fried_chicken,croquetas
kunefe,club_sandwich
borek,korean_fried_chicken
penne_arrabbiata,stroganoff
banh_xeo,donburi
souffle,keftedes
plantain,korean_fried_chicken
souvlaki,bruschetta
lomo_saltado,pulled_pork
dim_sum,bandeja_paisa
arroz_con_pollo,fish_and_chips
korean_fried_chicken,karaage
meatloaf,donburi
korma,mofongo
dim_sum,cobb_salad
rendang,club_sandwich
pulled_pork,karaage
tagine,papaya_salad
pastelitos,brownie
char_siu_bao,moussaka
raclette,brownie
caesar_salad,jerk_chicken
french_onion_soup,beef_tartare
pulled_pork,polenta
fish_and_chips,churrasco
nasi_padang,takoyaki
dumplings,harissa
donburi,churrasco
kebab,gyudon
sopes,tom_yum
tamagoyaki,fish_and_chips
tom_kha,eggs_benedict
jollof_rice,dim_sum
kebab,pav_bhaji
peking_duck,bratwurst
dolma,plov
khao_man_gai,fish_and_chips
horiatiki,dolma
fish_and_chips,poutine
moussaka,nicoise_salad
french_onion_soup,fondue
dan_dan_noodles,loukoumades
moussaka,plov
peking_duck,pasteis_de_nata
laksa,bruschetta
sinigang,dim_sum
okra_soup,korean_fried_chicken
caesar_salad,focaccia
peking_duck,spaetzle
club_sandwich,cobb_salad
prosciutto,souffle
fresh_spring_roll,piri_piri
dolma,harissa
dakgalbi,tom_yum
dolma,ful_medames
sopes,fish_and_chips
gado_gado,dumplings
lagman,souffle
rice_and_peas,caesar_salad
fresh_spring_roll,harissa
papaya_salad,cannoli
pulled_pork,ghormeh_sabzi
coq_au_vin,boat_noodles
koobideh,tom_kha
pot_roast,donburi
dolma,lumpia
lasagna,meatloaf
souffle,fufu
jalebi,lasagna
egusi_soup,bruschetta
tahdig,papaya_salad
papaya_salad,piri_piri
larb,char_kway_teow
jollof_rice,orange_chicken
pulled_pork,causa
club_sandwich,tagine
takoyaki,keftedes
dan_dan_noodles,lumpia
chilaquiles,orange_chicken
dolma,mujaddara
koobideh,sushi
takoyaki,cobb_salad
penne_arrabbiata,conch_fritters
biryani,causa
sancocho,bruschetta
dumplings,pao_de_queijo
churros_mexican,fish_and_chips
penne_arrabbiata,chilaquiles
caldo_verde,sushi
korma,mafe
club_sandwich,jalebi
french_onion_soup,profiterole
penne_arrabbiata,kitfo
jollof_rice,pulled_pork
laksa,dim_sum
bruschetta,labneh
club_sandwich,khao_man_gai
dan_tat,souffle
halloumi,fresh_spring_roll
peking_duck,rice_and_peas
tom_yum,pajeon
peking_duck,beef_tartare
dan_dan_noodles,keftedes
cubano_sandwich,dim_sum
doner_kebab,club_sandwich
aji_de_gallina,club_sandwich
coq_au_vin,fufu
french_onion_soup,conch_fritters
coq_au_vin,harissa
coq_au_vin,uttapam
suya,orange_chicken
bruschetta,ful_medames
donburi,chimichurri
kebab,kare_kare
kebab,pastitsio
dakgalbi,club_sandwich
tom_kha,mole
tostones,fresh_spring_roll
peking_duck,laksa
caldo_verde,caesar_salad
biltong,donburi
penne_arrabbiata,kofte
korean_fried_chicken,hot_dog
tom_yum,pot_roast
chilaquiles,fish_and_chips
schnitzel,dim_sum
pupusa,tom_kha
lasagna,pide
tom_yum,jerk_chicken
macarons,moussaka
korean_fried_chicken,roti_caribbean
brownie,profiterole
club_sandwich,bratwurst
fresh_spring_roll,ful_medames
lomo_saltado,donburi
dan_dan_noodles,sfeeha
lasagna,labneh
char_kway_teow,fish_and_chips
coq_au_vin,hot_dog
dumplings,currywurst
larb,gulab_jamun
dumplings,focaccia
biryani,schnitzel
coq_au_vin,couscous
pajeon,caesar_salad
papaya_salad,tzatziki
sinigang,bruschetta
fish_and_chips,rojak
souffle,spaetzle
dolma,gambas_al_ajillo
caesar_salad,mole
callaloo,korean_fried_chicken
moussaka,borek
biryani,pierogi
french_onion_soup,dim_sum_items
schnitzel,moussaka
tonkotsu_ramen,dumplings
doner_kebab,peking_duck
larb,eclair
mafe,donburi
fresh_spring_roll,blini
birria,dim_sum
bruschetta,jalebi
tostones,papaya_salad
jjajangmyeon,fish_and_chips
moussaka,pretzel
souffle,massaman
fish_tacos,lasagna
coq_au_vin,galette
dan_dan_noodles,hot_dog
french_onion_soup,mole
chole_bhature,sushi
peking_duck,prosciutto
bruschetta,pao_de_queijo
nicoise_salad,club_sandwich
biryani,tzatziki
peking_duck,kibbeh
lagman,donburi
couscous,donburi
dolma,galette
egusi_soup,donburi
pulled_pork,mafe
club_sandwich,kitfo
egusi_soup,souffle
moussaka,borscht
escovitch_fish,korean_fried_chicken
pulled_pork,couscous
simit,fish_and_chips
sinigang,tom_kha
souvlaki,penne_arrabbiata
bacalhau,caesar_salad
bruschetta,cobb_salad
fresh_spring_roll,stroganoff
lasagna,dim_sum_items
fresh_spring_roll,caldo_verde
harissa,biryani
coq_au_vin,horiatiki
dan_dan_noodles,arancini
larb,pernil
dim_sum,tiropita
wonton_noodle,coq_au_vin
moussaka,gulab_jamun
fresh_spring_roll,gambas_al_ajillo
gambas_al_ajillo,sushi
french_onion_soup,cubano_sandwich
injera,caesar_salad
coq_au_vin,conch_fritters
lahmacun,peking_duck
larb,spaetzle
korean_fried_chicken,arancini
lasagna,lumpia
eggs_benedict,caesar_salad
club_sandwich,lumpia
peking_duck,dim_sum_items
pernil,donburi
tiropita,fresh_spring_roll
club_sandwich,boat_noodles
fattoush,coq_au_vin
moussaka,beef_tartare
papaya_salad,meatloaf
ghormeh_sabzi,papaya_salad
fresh_spring_roll,doner_kebab
coq_au_vin,loukoumades
wonton_noodle,fish_and_chips
shakshuka,kebab
dakgalbi,brownie
lahmacun,sushi
dan_dan_noodles,warak_enab
labneh,fish_and_chips
penne_arrabbiata,eclair
schnitzel,orange_chicken
fish_and_chips,spaetzle
satay_indonesian,fish_and_chips
larb,mofongo
borek,fish_and_chips
muhammara,souffle
iskender_kebab,larb
borscht,tom_kha
sfeeha,bruschetta
moussaka,couscous
coq_au_vin,schnitzel
iskender_kebab,pulled_pork
takoyaki,currywurst
callaloo,coq_au_vin
pupusa,penne_arrabbiata
gado_gado,orange_chicken
korma,salt_pepper_squid
fesenjan,donburi
fresh_spring_roll,bossam
french_onion_soup,ghormeh_sabzi
moussaka,fufu
lasagna,pernil
kunefe,bruschetta
dan_dan_noodles,tagine
takoyaki,tortilla_espanola
sfeeha,club_sandwich
anticucho,lasagna
pupusa,korean_fried_chicken
peking_duck,profiterole
penne_arrabbiata,arancini
larb,nasi_goreng
penne_arrabbiata,hu_tieu
coq_au_vin,piri_piri
char_siu_bao,korma
souffle,nasi_lemak
gambas_al_ajillo,donburi
moussaka,eclair
club_sandwich,bandeja_paisa
tostones,takoyaki
orange_chicken,adobo
pulled_pork,schnitzel
dolma,tzatziki
sushi,fufu
pulled_pork,keftedes
papaya_salad,kare_kare
injera,fresh_spring_roll
galaktoboureko,fresh_spring_roll
bruschetta,churros_mexican
dumplings,muhammara
pernil,brownie
korma,hot_dog
shakshuka,fish_and_chips
pulled_pork,bossam
korma,chilaquiles
escovitch_fish,fish_and_chips
coq_au_vin,sardines_grilled
duck_confit,takoyaki
tom_yum,cobb_salad
french_onion_soup,arancini
pulled_pork,idli
bratwurst,donburi
jollof_rice,dolma
tom_yum,galette
club_sandwich,pasteis_de_nata
orange_chicken,spaetzle
korma,jalebi
lasagna,pastitsio
sinigang,pulled_pork
blini,fish_and_chips
pastelitos,takoyaki
dan_dan_noodles,stroganoff
currywurst,fish_and_chips
brownie,mee_goreng
labneh,souffle
jjajangmyeon,sushi
peking_duck,kare_kare
dan_dan_noodles,satay_indonesian
pajeon,donburi
club_sandwich,hu_tieu
korean_fried_chicken,mofongo
dim_sum,halo_halo
biryani,jokbal
pulled_pork,caldo_verde
dim_sum,chili
shakshuka,dan_dan_noodles
penne_arrabbiata,pao_de_queijo
ghormeh_sabzi,coq_au_vin
dakgalbi,sushi
larb,causa
koobideh,coq_au_vin
caesar_salad,croquetas
okra_soup,lasagna
lasagna,bouillabaisse
dolma,coquito
fresh_spring_roll,pav_bhaji
ghormeh_sabzi,dumplings
peking_duck,birria
souvlaki,club_sandwich
okra_soup,fresh_spring_roll
peking_duck,warak_enab
dumplings,roti_caribbean
galette,fish_and_chips
salt_pepper_squid,korean_fried_chicken
ghormeh_sabzi,club_sandwich
galette,donburi
dumplings,bossam
french_onion_soup,meatloaf
french_onion_soup,bun_rieu
picanha,brownie
penne_arrabbiata,ghormeh_sabzi
coq_au_vin,khao_man_gai
brownie,poutine
takoyaki,fish_tacos
peking_duck,pav_bhaji
jollof_rice,biryani
club_sandwich,coxinha
blini,orange_chicken
bacalhau,fish_and_chips
fresh_spring_roll,raclette
suya,dan_dan_noodles
peking_duck,paneer_butter
pulled_pork,lumpia
budae_jjigae,coq_au_vin
sushi,idli
jollof_rice,tom_kha
club_sandwich,halo_halo
dolma,mafe
dolma,blini
dakgalbi,caesar_salad
french_onion_soup,eggs_benedict
macarons,donburi
fresh_spring_roll,oxtail_stew
larb,gozleme
sfeeha,dolma
labneh,brownie
raclette,orange_chicken
biryani,meatloaf
takoyaki,spaetzle
sisig,dim_sum
dim_sum,banh_xeo
sushi,borek
coq_au_vin,chilaquiles
dan_dan_noodles,saganaki
chole_bhature,dolma
biryani,birria
moussaka,fondue
larb,roti_caribbean
dan_dan_noodles,mole
lasagna,beef_tartare
al_pastor,fresh_spring_roll
club_sandwich,pav_bhaji
french_onion_soup,malai_kofta
char_siu_bao,papaya_salad
penne_arrabbiata,sardines_grilled
manakish,brownie
bruschetta,raclette
fresh_spring_roll,birria
tom_yum,causa
gambas_al_ajillo,takoyaki
dan_dan_noodles,churros_mexican
kebab,jalebi
carnitas,club_sandwich
french_onion_soup,fesenjan
koobideh,orange_chicken
kebab,chimichurri
pulled_pork,macarons
dim_sum,tagine
dan_dan_noodles,tiropita
moussaka,harissa
tom_kha,dim_sum_items
manakish,tom_kha
larb,bratwurst
jollof_rice,fish_and_chips
korma,plantain
pretzel,orange_chicken
kunefe,korean_fried_chicken
korean_fried_chicken,tortilla_espanola
peking_duck,conch_fritters
penne_arrabbiata,cobb_salad
arroz_con_pollo,korean_fried_chicken
kitfo,donburi
peking_duck,asado
french_onion_soup,fish_tacos
tom_yum,conch_fritters
peking_duck,mee_goreng
kibbeh,dolma
takoyaki,chilaquiles
peking_duck,ful_medames
coquito,sushi
jollof_rice,penne_arrabbiata
kebab,cobb_salad
takoyaki,pot_roast
tom_yum,jjajangmyeon
dan_dan_noodles,galaktoboureko
aloo_gobi,brownie
lasagna,nasi_lemak
tahdig,lasagna
moussaka,nasi_goreng
hot_dog,orange_chicken
larb,fesenjan
kunefe,souffle
fresh_spring_roll,bratwurst
rendang,penne_arrabbiata
sushi,pastitsio
dolma,boat_noodles
dumplings,birria
peking_duck,suya
schnitzel,dumplings
dumplings,kitfo
fish_and_chips,karaage
mafe,club_sandwich
char_siu_bao,dim_sum
korean_fried_chicken,asado
coq_au_vin,pretzel
aloo_gobi,dumplings
prosciutto,lasagna
mafe,moussaka
pierogi,lasagna
peking_duck,iskender_kebab
couscous,french_onion_soup
tom_kha,eggplant_parm
penne_arrabbiata,tamagoyaki
gulab_jamun,club_sandwich
piri_piri,tom_kha
som_tam,tom_yum
rice_and_peas,larb
biryani,sinigang
pretzel,club_sandwich
larb,doner_kebab
biryani,lumpia
larb,cannoli
french_onion_soup,karaage
chole_bhature,brownie
dumplings,hot_dog
souffle,polenta
jollof_rice,fresh_spring_roll
pierogi,sushi
bak_kut_teh,fish_and_chips
korma,al_pastor
coq_au_vin,coquito
tom_kha,conch_fritters
katsu_curry,sushi
dumplings,pide
french_onion_soup,bacalhau
okra_soup,donburi
coq_au_vin,coxinha
conch_fritters,orange_chicken
halloumi,lasagna
souffle,profiterole
penne_arrabbiata,keftedes
sushi,bacalhau
arepa,pulled_pork
moussaka,nasi_padang
sinigang,brownie
lasagna,churrasco
souffle,feijoada
pulled_pork,nasi_goreng
dan_tat,brownie
lagman,sushi
larb,bak_kut_teh
meatloaf,caesar_salad
biryani,blini
papaya_salad,halo_halo
manti_turkish,biryani
pulled_pork,fondue
doner_kebab,souffle
prosciutto,fresh_spring_roll
nasi_goreng,sushi
club_sandwich,dim_sum_items
halloumi,donburi
kebab,polenta
coq_au_vin,arroz_con_pollo
french_onion_soup,shashlik
moussaka,salt_pepper_squid
keftedes,korean_fried_chicken
penne_arrabbiata,coxinha
kibbeh,orange_chicken
penne_arrabbiata,manty
dan_dan_noodles,bak_kut_teh
doner_kebab,penne_arrabbiata
korma,shakshuka
biryani,khao_man_gai
peking_duck,borscht
sancocho,french_onion_soup
aloo_gobi,bruschetta
horiatiki,takoyaki
duck_confit,club_sandwich
takoyaki,dim_sum_items
doner_kebab,donburi
pulled_pork,tonkotsu_ramen
ghormeh_sabzi,souffle
orange_chicken,pao_de_queijo
suya,kebab
biryani,anticucho
papaya_salad,pot_roast
manakish,donburi
larb,prosciutto
callaloo,dolma
conch_fritters,caesar_salad
coq_au_vin,duck_confit
moussaka,ghormeh_sabzi
tom_yum,spaetzle
penne_arrabbiata,satay_indonesian
lahmacun,takoyaki
kebab,al_pastor
lasagna,biltong
warak_enab,souffle
churros_mexican,caesar_salad
moussaka,karaage
coq_au_vin,manakish
doner_kebab,brownie
penne_arrabbiata,pide
lasagna,kitfo
peking_duck,stroganoff
som_tam,fish_and_chips
currywurst,club_sandwich
moussaka,pao_de_queijo
penne_arrabbiata,pastitsio
lasagna,laksa
saganaki,coq_au_vin
aloo_gobi,sushi
coq_au_vin,bossam
dumplings,khao_man_gai
lomo_saltado,souffle
mole,sushi
ghormeh_sabzi,caesar_salad
shashlik,tom_kha
eggs_benedict,takoyaki
jollof_rice,caesar_salad
dan_tat,orange_chicken
arancini,caesar_salad
dim_sum,boat_noodles
souffle,cubano_sandwich
loukoumades,papaya_salad
coq_au_vin,plantain
takoyaki,hu_tieu
macarons,tom_kha
beef_tartare,brownie
tom_kha,tagine
dan_dan_noodles,doner_kebab
